"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"1HMIC14","N/D","SCS1","Head of PEEL Design and Implementation","Leading on the PEEL Inspection Design and Implementation","Home Office","HM Inspectorate of Constabulary","Portfolio Directors","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","1HMIC01","0","1.00","0","0","","Operational Delivery","Team too small, costs included in 1HMIC01 This role remains the same however the job title has changed from Leading on the PEEL Inspection Design and Implementation","1"
"1HMIC15","N/D","SCS1","Porfolio Director; PEEL Effectiveness pillar","The Programme Director is responsible for the programme of inspection through to report for the PEEL Effectiveness pillar","Home Office","HM Inspectorate of Constabulary","Portfolio Directors","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","1HMIC01","0","1.00","0","0","","Operational Delivery","Team too small, costs included in 1HMIC01 This post was previously known as The Programme Director and is responsible for the programme of inspection through to report for the PEEL Effectiveness pillar","1"
"1HMIC16","N/D","SCS1","Deputy Chief Operating Officer","The Deputy Chief Operating Officer is accountable for working with the HMIC Board and senior colleagues, including Chiefs of Staff and Portfolio Directors to ensure the organisation has the capability and capacity to deliver efficient and effective inspections that improve policing.","Home Office","HM Inspectorate of Constabulary","Inspection design and operation","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","1HMIC01","5010000","1.00","0","0","","Programme and Project Management (PPM)","","1"
"2HMIC01","Vacant","SCS2","Assistant Inspector of Constabulary","""Currently leading on the Public Order Review""","Home Office","HM Inspectorate of Constabulary","Special Projects","n/a","Haveyoursay@hmic.gsi.gov.uk","EQV05","0","1.00","0","0","","Operational Delivery","","1"
"EQV12","Eliminated","SCS2","Assistant Inspector of Constabulary","""Currently leading on the Police Integrity Review""","Home Office","HM Inspectorate of Constabulary","National portfolio","n/a","Haveyoursay@hmic.gsi.gov.uk","EQV05","0","1.00","0","0","","Operational Delivery","","1"
"EQV16","Eliminated","SCS1","PCC and PEEL Programme Director","""Lead on Collaboration programme""","Home Office","HM Inspectorate of Constabulary","Eastern Region","N/A","Haveyoursay@hmic.gsi.gov.uk","EQV02","0","1.00","0","0","","Operational Delivery","","1"
"1HMIC05","Eliminated","SCS1","Programme Director, Police Governance Review","""The Programme Director - Police Governance Review is responsible for delivering HMIC's police authority inspection programme.""","Home Office","HM Inspectorate of Constabulary","Police Governance Review","n/a","Haveyoursay@hmic.gsi.gov.uk","EQV02","0","1.00","0","0","","Operational Delivery","","1"
"1HMIC06","Eliminated","SCS1","Programme Director, Valuing the Police","""The Programme Director - Valuing the Police is responsible for co-ordinating HMIC's value for money programme.""","Home Office","HM Inspectorate of Constabulary","Valuing the Police","n/a","Haveyoursay@hmic.gsi.gov.uk","EQV01","0","1.00","0","0","","Operational Delivery","","1"
"1HMIC07","Eliminated","SCS1","Programme Director,  Police Integrity Review","""The Programme Director - Police Integrity Review is responsible for delivering HMIC's police aspects of the police integrity programme.""","Home Office","HM Inspectorate of Constabulary","Special Projects","n/a","Haveyoursay@hmic.gsi.gov.uk","EQV01","0","1.00","0","0","","Operational Delivery","","1"
"1HMIC08","Eliminated","SCS1","Public Order Review","""The Programme Director - Police Governance Review is responsible for delivering HMIC's police authority inspection programme.""","Home Office","HM Inspectorate of Constabulary","Special Projects","N/A","Haveyoursay@hmic.gsi.gov.uk","2HMIC01","0","1.00","0","0","","Operational Delivery","","1"
"1HMIC09","Eliminated","SCS1","Programme Director, Valuing the Police","""The Programme Director - Valuing the Police is responsible for co-ordinating HMIC's value for money programme.""","Home Office","HM Inspectorate of Constabulary","Value for Money","n/a","Haveyoursay@hmic.gsi.gov.uk","1HMIC01","0","1.00","0","0","","Operational Delivery","","1"
"1HMIC12","Eliminated","SCS1","Programme Director, PEEL Crime pillar","The Programme Director is responsible for the programme of inspection through to report for the PEEL Crime pillar","Home Office","HM Inspectorate of Constabulary","Peel Crime Pillar","n/a","Haveyoursay@hmic.gsi.gov.uk","EQV02","0","1.00","0","0","","Operational Delivery","","1"
"2HMIC02","Eliminated","SCS2","Assistant Inspector of Constabulary","""Leading on the VtP programme""","Home Office","HM Inspectorate of Constabulary","National portfolio","n/a","Haveyoursay@hmic.gsi.gov.uk","EQV02","0","1.00","0","0","","Operational Delivery","","1"
"1HMIC13","Eliminated","SCS1","Programme Director, PEEL Efficiency pillar","The Programme Director is responsible for the programme of inspection through to report for the PEEL Efficiency pillar","Home Office","HM Inspectorate of Constabulary","Peel Efficiency Pillar","n/a","Haveyoursay@hmic.gsi.gov.uk","1HMIC01","0","1.00","0","0","","Operational Delivery","This post is now merged with post 1HMIC11 The Programme Director is responsible for the programme of inspection through to report for the PEEL Efficiency pillar","1"
