"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"B56","Marshall Elliott","SCS1","Deputy Director, DFID India","Deputy Director, DFID India","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A25","643732","1.00","75000","79999","","Policy","","1"
"B57","Philip Evans","SCS1","Head of DFID Somalia","Head of DFID Somalia","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","1107072","1.00","70000","74999","","Policy","","1"
"B61","Michael Hammond","SCS1","Head of  DFID Southern Africa","Head of  DFID Southern Africa","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","1167428","1.00","75000","79999","","Policy","","1"
"B65","Andrea Ledward","SCS1","Deputy Director, Climate & Environment","Deputy Director, Climate & Environment","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A21","2192176","1.00","70000","74999","","Policy","","1"
"B68","Mark Mallalieu","SCS1","Head of Office","Head of Office","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A41","2185401","1.00","75000","79999","","Policy","","1"
"B70","Gavin McGillivray","SCS1","Head of DFID Burma","Head of DFID Burma","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A25","531059","1.00","75000","79999","","Policy","","1"
"B72","Richard Montgomery","SCS1","Head of DFID Pakistan","Head of DFID Pakistan","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A41","2196809","1.00","75000","79999","","Policy","","1"
"B73","Dominic O'Neill","SCS1","UK Executive Director to the African Development Bank","UK Executive Director to the African Development Bank","Department for International Development","DFID","Economic Development","0845 300 4100","enquiry@dfid.gov.uk","B87","0","1.00","70000","74999","","Policy","","1"
"B77","Christopher Pycroft","SCS1","Head of DFID Democratic Republic of Congo","Head of DFID Democratic Republic of Congo","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","1582438","1.00","70000","74999","","Policy","","1"
"B78","Jane Rintoul","SCS1","Head of Regional Directorate","Head of Regional Directorate","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A5","1228332","1.00","70000","74999","","Policy","","1"
"B80","Sarah Sanyahumbi","SCS1","Head of OneHMG","Head of OneHMG","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A27","66400","1.00","70000","74999","","Policy","","1"
"B86","Sally Taylor","SCS1","Deputy Director, DFID Ghana","Deputy Director, DFID Ghana","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","600615","1.00","75000","79999","","Policy","","1"
"B87","Richard Teuten","SCS1","Head of International Financial Institutions","Head of International Financial Institutions","Department for International Development","DFID","Economic Development","0845 300 4100","enquiry@dfid.gov.uk","A46","930996","1.00","75000","79999","","Policy","","1"
"B89","William Turkington","SCS1","Head of Conflict, Humanitarian and Security Department","Head of Conflict, Humanitarian and Security Department","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A43","4322249","1.00","75000","79999","","Policy","","1"
"B91","Timothy Wheeler","SCS1","Deputy Chief Scientific Adviser","Deputy Chief Scientific Adviser","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A20","2105516","0.80","0","0","","Policy","","1"
"B93","Matthew Wyatt","SCS1","Head of Syria Crisis Unit","Head of Syria Crisis Unit","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A43","1267264","1.00","75000","79999","","Policy","","1"
"B97","Jonathan Ockenden","SCS1","UK Executive Director at EBRD","UK Executive Director at EBRD","Department for International Development","DFID","Economic Development","0845 300 4100","enquiry@dfid.gov.uk","A46","0","1.00","65000","69999","","Policy","","1"
"B99","Anna Wechsberg","SCS1","Joint Head, Europe Department","Joint Head, Europe Department","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A7","366545","0.80","70000","74999","","Policy","","1"
"B100","Annabel Gerry","SCS1","Head of DFID Zimbabwe","Head of DFID Zimbabwe","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","621804","1.00","70000","74999","","Policy","","1"
"B101","Ben Mellor","SCS1","Head of DFID Nigeria","Head of DFID Nigeria","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","1747785","1.00","70000","74999","","Policy","","1"
"B105","Kevin Mallett","SCS1","Financial Controller","Financial Controller","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A44","1145459","1.00","75000","79999","","Finance","","1"
"B108","Velavan Gnanendran","SCS1","Head of DFID Tanzania","Head of DFID Tanzania","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","1274462","1.00","70000","74999","","Policy","","1"
"B109","Anthony Garnett","SCS1","Head of Audit","Head of Audit","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A2","982653","1.00","80000","84999","","Policy","","1"
"B110","Antony Burdon","SCS1","Head of Growth and Resilience Department","Head of Growth and Resilience Department","Department for International Development","DFID","Economic Development","0845 300 4100","enquiry@dfid.gov.uk","A8","1551756","1.00","70000","74999","","Policy","","1"
"B111","Barbara Hendrie","SCS1","Deputy Director, Global Partnerships Department","Deputy Director, Global Partnerships Department","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A40","1014126","1.00","70000","74999","","Policy","","1"
"B114","Claire Moran","SCS1","Deputy Director, Professional Cadres","Deputy Director, Professional Cadres","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A20","1195198","1.00","70000","74999","","Policy","","1"
"B115","Daniel Graymore","SCS1","Head of DFID Uganda","Head of DFID Uganda","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","515159","1.00","70000","74999","","Policy","","1"
"B116","Elizabeth Arthy","SCS1","Head of Europe Department","Head of Europe Department","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A7","1293685","0.80","70000","74999","","Policy","","1"
"B117","Ellen Wratten","SCS1","Deputy Director, Policy and Innovation","Deputy Director, Policy and Innovation","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A21","1231506","1.00","75000","79999","","Policy","","1"
"B118","Gail Marzetti","SCS1","Head of DFID Nepal","Head of DFID Nepal","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A25","611590","1.00","70000","74999","","Policy","","1"
"B120","Gerard Howe","SCS1","Head of Civil Society Department","Head of Civil Society Department","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A21","665158","1.00","70000","74999","","Policy","","1"
"B121","Helen Winterton","SCS1","Deputy Director - Middle East and North Africa","Deputy Director - Middle East and North Africa","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A43","3160768","1.00","70000","74999","","Policy","","1"
"B122","Jane Edmondson","SCS1","Head of Human Development Department","Head of Human Development Department","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A21","2798129","1.00","70000","74999","","Policy","","1"
"B123","Jennifer Barugh","SCS1","Head of Finance and Corporate Performance","Head of Finance and Corporate Performance","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","70290","1.00","70000","74999","","Policy","","1"
"B124","Joanna Reid","SCS1","Head of DFID Sudan","Head of DFID Sudan","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","570218","1.00","70000","74999","","Policy","","1"
"B125","Jonathan Baxter","SCS1","Head of TMG & Principal Private Secretary","Head of TMG & Principal Private Secretary","Department for International Development","DFID","TMG","0845 300 4100","enquiry@dfid.gov.uk","A1","979028","1.00","70000","74999","","Policy","","1"
"B127","Kevin Quinlan","SCS1","Head of Finance, Impact & Performance","Head of Finance, Impact & Performance","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A44","1315363","1.00","70000","74999","","Finance","","1"
"B128","Laure Beaufils","SCS1","Head of DFID Rwanda","Head of DFID Rwanda","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","896681","1.00","70000","74999","","Policy","","1"
"B129","Lisa Phillips","SCS1","Head of DFID Kenya","Head of DFID Kenya","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","822338","1.00","70000","74999","","Policy","","1"
"B130","Mary Hunt","SCS1","Deputy Director, Asia","Deputy Director, Asia","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A25","1928767","1.00","70000","74999","","Policy","","1"
"B131","Melanie Robinson","SCS1","Head of DFID Ethiopia","Head of DFID Ethiopia","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","0","1.00","70000","74999","","Policy","","1"
"B133","Neil Jackson","SCS1","Chief Statistician","Chief Statistician","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A20","241055","1.00","70000","74999","","Policy","","1"
"B134","Nicholas Ford","SCS1","Head of Procurement & Commercial","Head of Procurement & Commercial","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A44","1781702","1.00","70000","74999","","Finance","","1"
"B135","Paul Walters","SCS1","Deputy Director, Trade For Development Department","Deputy Director, Trade For Development Department","Department for International Development","DFID","Economic Development","0845 300 4100","enquiry@dfid.gov.uk","A7","749301","1.00","70000","74999","","Policy","","1"
"B136","Penelope Hawkins","SCS1","Head of Evaluation","Head of Evaluation","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A20","642582","1.00","70000","74999","","Policy","","1"
"B137","Pete Vowles","SCS1","Head of Programme Delivery","Head of Programme Delivery","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A44","300652","1.00","70000","74999","","Finance","","1"
"B139","Simon McGee","SCS1","Head of News and Press Secretary to the Secretary of State","Head of News and Press Secretary to the Secretary of State","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","B38","476863","1.00","85000","89999","","Communications","","1"
"B142","Alicia Herbert","SCS1","Head of DFID Mozambique","Head of DFID Mozambique","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","669857","1.00","70000","74999","","Policy","","1"
"B153","Phillip Marker","SCS1","Head of Energy,Climate and Growth","Head of Energy,Climate and Growth","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","B56","70290","1.00","0","0","","Policy","","1"
"B160","Melinda Simmons","SCS1","Head of International Relations Department","Head of International Relations Department","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","B122","0","1.00","70000","74999","","Policy","","1"
"B161","Rurik Marsden","SCS1","Deputy Director, Research and Evidence Division","Deputy Director, Research and Evidence Division","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A20","338703","1.00","70000","74999","","Policy","","1"
"B162","Jonathan Hargreaves","SCS1","Head of Governance, Open Societies and Anti-Corruption Department","Head of Governance, Open Societies and Anti-Corruption Department","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A21","1886928","1.00","70000","74999","","Policy","","1"
"B163","Emma Donnelly","SCS1","Head of DFID Zambia","Head of DFID Zambia","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","738025","1.00","70000","74999","","Policy","","1"
"B164","Meenakshi Nath","SCS1","Head of Private Sector Department","Head of Private Sector Department","Department for International Development","DFID","Economic Development","0845 300 4100","enquiry@dfid.gov.uk","A46","843529","1.00","60000","64999","","Policy","","1"
"B165","Paul Wafer","SCS1","Head of Africa Directorate","Head of Africa Directorate","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","887082","1.00","70000","74999","","Policy","","1"
"B166","Ian Shapiro","SCS1","Head of  Private Sector Department","Head of  Private Sector Department","Department for International Development","DFID","Economic Development","0845 300 4100","enquiry@dfid.gov.uk","A46","804029","1.00","70000","74999","","Policy","","1"
"B167","Louise Thomas","SCS1","Head of Trade for Development, Trade Policy Unit","Head of Trade for Development, Trade Policy Unit","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","0","1.00","70000","74999","","Policy","","1"
"B173","Elise Gallagher","SCS1","Head of Profession, HR","Head of Profession, HR","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A27","1431814","1.00","60000","64999","","Human Resources","","1"
"B168","Allan Howard","SCS1","WASH Team Leader","WASH Team Leader","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A20","15660","1.00","65000","69999","","Policy","","1"
"B169","Robert Wilkinson","SCS1","Head of Cabinet, Policy and Research Division","Head of Cabinet, Policy and Research Division","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","B122","0","1.00","0","0","","Policy","","1"
"B170","Julius Court","SCS1","Head of DFID Ethiopia (Acting)","Head of DFID Ethiopia (Acting)","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","941096","1.00","70000","74999","","Policy","","1"
"B172","Jennifer Marshall","SCS1","Head of DFID Malawi","Head of DFID Malawi","Department for International Development","DFID","Country programmes","845 300 4100","enquiry@dfid.gov.uk","A30","600325","1.00","70000","74999","","Policy","","1"
