"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"CD013","Rosamond Roughton","SCS2","Programme Director for Commissioning Development","'Responsible for: Oversight of the development of the programme and governance for Commissioning Development.'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD001","N/D","0.90","0","0","","Policy","",""
"CD014","Tim Rideout","SCS2","Programme Director for the implementation of the NHS Commissioning Board","'Responsible for: Ensuring appropriate leverage to enable NHSCB to delivery its mandate through consortia Practical arrangements for the development of the NHSCB Development of policy to support the NHSCB.'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD001","N/D","1.00","0","0","","Policy","",""
"CD015","N/D","SCS1","NHS Commissioning Board Architecture","'Responsible for: Contracting, Pricing Commissioning guidance Provider interface Research, Analysts.'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD014","0","0.60","N/D","N/D","","Policy","",""
"CD016","N/D","SCS1","Workstream lead for speciaised commissioning","'Responsible for: Specialised commissioning end state function design.'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD014","0","1.00","N/D","N/D","","Policy","",""
"CD017","N/D","SCS1","Deputy Director - NHS Commissioning Board Implementation Team","'Responsible for: Organisational development and designCommissioning architecture oversight.'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD014","0","1.00","N/D","N/D","","Policy","",""
"CD018","Gail Richards","SCS2","Programme Director of GP Consortia","'Responsible for: Enabling partnership working across DH and NHS in driving forward the design and implementation of agreed workstreams. Ensuring delivery of agreed interface workstreams, to include development of national architecture for GP Clinical Commissioning Consortia development and effective working with Local Government. Ensuring that GP Commissioning Consortia are developed and established within the agreed timeframe in line with national policy and legislative context so they are enabled to flourish.'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD001","0","1.00","N/A","N/A","","Policy","",""
"CD019","N/D","SCS1","Transition Lead","Responsible for:Functional Mapping and Governance","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD020","0","0.60","N/D","N/D","","Policy","",""
"CD020","Liz Eccles","SCS2","Establishment Director","Responsible for: NHS CB Establishment and Governance","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD014","0","1.00","100000","104999","","Operational Delivery","",""
"CD021","N/D","SCS1","Programme Director - Military and Prison/Offender Health","Responsible for:  developing the commissioning / business cycle for the NHS CB and direct commissioning arrangements for military health offender health cross border care and continuing care","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD017","0","1.00","N/D","N/D","","Policy","",""
"CD022","N/D","SCS1","FHS Lead","Responsible for: NHS CB FHS Function","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD017","0","1.00","N/D","N/D","","Policy","",""
"CD023","N/D","SCS1","PMC Lead","Resonsible for: NHS CB PMC Function","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD017","0","1.00","N/D","N/D","","Policy","",""
"CD024","N/D","SCS1","Optometrist Lead","Responsible for: NHS CB Optometrist Function","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD017","0","1.00","N/D","N/D","","Policy","",""
"CD025","N/D","SCS1","Pharmacy Lead","Responsible for: NHS CB Pharmacy Function","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD017","0","0.30","N/D","N/D","","Policy","",""
"CD026","N/D","SCS1","Clinical Engagement Director","Responsible for: Clinical Engagement","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD001","0","0.70","N/D","N/D","","Policy","",""
"CD027","N/D","SCS1","Deputy Programme Director for Commissioning Development","'Responsible for: Oversight of the development of the programme and governance for Commissioning Development.'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD013","0","1.00","N/D","N/D","","Policy","",""
"CD028","N/D","SCS1","Lead for GP Engagement work stream and running costs","Responsible for: GP Engagement Work within the Commissioning Support Workstream","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD002","0","1.00","N/D","N/D","","Policy","",""
"CD029","N/D","SCS1","Project Co-ordinator for NHS Commissioning Board","Responsible for: Chief of Staff portfolio","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD017","0","1.00","N/D","N/D","","Policy","",""
"CD030","John Bewick","SCS2","Clinical Commissioning Groups","Responsible for: Development of the Authorisation Process","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD001","0","1.00","N/A","N/A","","Policy","",""
"CD031","N/D","SCS1","Project Manager","Responsible for: Network Engagement","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD018","0","0.30","N/D","N/D","","Policy","",""
"CD032","N/D","SCS1","DOPs Lead","Responsible for: NHS CB DOPs Function","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD017","0","0.60","N/D","N/D","","Policy","",""
"CDD001","Flora Goldhill","SCS3","Chief Operating Officer and DG for CDD","'Responsible for: delivering the Department's internal operational functions and transition for the Department.'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","PSO001","531219","1.00","130000","134999","","Operational Delivery","",""
"CDD003","N/D","SCS1","Deputy Director - Business Planning & Organisational Development","'Responsible for - Efficiency measures Organisational Development Business planning & corporate performance SCS Forum and SCS communications F&OD Commissioning Hub.'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD001","N/D","1.00","N/D","N/D","","Operational Delivery","",""
"CDD004","N/D","SCS1","Deputy Director - DH Delivery","'Responsible for - Capability Development Corporate management and secretariat Employee Engagement DG performance and development Civil Service Live [cross-govt SRO] Civil Service Awards [cross-govt SRO].'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD001","N/D","1.00","N/D","N/D","","Operational Delivery","",""
"CDD005","Marion Furr","SCS2","Director Ministerial Business & Parliamentary Accountability","'Responsible for managing DHs corporate accountability to Parliament and the public. Specifically to support Ministers by managing and maintaining private offices to respond to all correspondence and FoI requests from MPs and the public to respond to all PQs and Parliamentary Business to process the Queen's Honours nominations from the NHS and other health and social care organisations and DH employees.'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD001","2229415","1.00","90000","94999","","Operational Delivery","",""
"CDD006","N/D","SCS1","Principal Private Secretary to the Secretary of State","'Responsible for: Direct Pr/Off support to the Secretary Of State; Management of Secretary of State's Private Office; Liaison between Secretary of State/Ministerial Team and No. 10/HMT/Cabinet Office; Management and support for Special Advisers (Media & Policy); Management of all ministerial Private Offices; Management of Parliamentary Relations Unit; Lead on Health Orals and Stakeholder Forum.'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD005","1667640","1.00","N/D","N/D","","Operational Delivery","",""
"CDD007","Richard Mundon","SCS2","Director - Operations","'Responsible for DH property and facilities; programme and project management, as Head of Profession, particularly corporate change/improvement programmes; internal audit; sustainable development, including SRO for carbon reduction and adaptation to climate change; business continuity management.'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD001","0","1.00","85000","89999","","Operational Delivery","",""
"CDD008","N/D","SCS1","Deputy Director - Internal Audit","'Delivery of the annual Internal Audit Plan; Delivery of annual opinion on internal control, governance & risk management; Reporting on internal audit performance and control issues to Audit Committee; DH fraud investigation.'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD007","517152","1.00","N/D","N/D","","Operational Delivery","",""
"CDD009","N/D","SCS1","Deputy Director - Corporate Programme Office","'Oversight of corporate change/ improvement programmes - Programme and Project Management Strategy & Centre of Expertise - DH Sustainable Development & Climate Change Strategy - DH Business Continuity.'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD007","0","1.00","N/D","N/D","","Operational Delivery","",""
"CDD010","N/D","SCS1","Deputy Director - Accommodation & Building Services","'DH Strategic and Operational Estates and Facilities Management Strategic Estates Management for ALBs High Performing Property Programme for DH & ALBs Sustainable Operations on the DH Estate.'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD012","570924","1.00","N/D","N/D","","Property and asset management","",""
"CDD011","N/D","SCS1","Deputy Director - Workplace Transformation","'DH Estates Strategy.'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD012","0","0.50","N/D","N/D","","Property and asset management","",""
"CDD012","Robert Edmondson-Jones","SCS2","Director of Information Services","'Provision of Corporate ICT and Information Services; Head of Profession for IT across DH IS and ALBs; Operational leadership and direction of DH IS and ALBs; Setting the strategic direction and policy for ICT and Information Services; Cross Government liaison and overall supplier governance'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD001","0","1.00","105000","109999","","Information Technology","",""
"CDD013","N/D","SCS1","Deputy Director of Information Services Strategy & Delivery","'Responsible for - Business & systems analysis; Project commissioning, management & Support; Technical architecture, Design standards & principles; Customer relationship ownership & accountability; Major projects & corporate system rollout & ongoing benefits realisation; Management of flexible pool relationships & Contracts; IS Finance Support & Asset Accounting; IMS3 Programme'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD012","1520267","1.00","N/D","N/D","","Information Technology","",""
"CDD014","N/D","SCS1","Deputy Director of Information Services Delivery & Commercial Management","'Responsible for - Supplier engagement & Management; System commissioning; Operations/Infrastructure management; Commercial and contract management; Service/Release & Change management; Applications support & maintenance; Database administration; User support; Delphi/Web content management'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD012","1844565","1.00","N/D","N/D","","Information Technology","",""
"CDD015","N/D","SCS1","Deputy Director of Knowledge & Information Management & Library Services","'Responsible for - Knowledge Management Advice & consultancy; Library; ICT Training & Exploitation; Enterprise Content management; Information management/Data protection; Records; Directory Services/CHIP; Security; Business continuity Project assurance'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD012","1899682","1.00","N/D","N/D","","Knowledge and Information Management (KIM)","",""
"CDD016","Vacant","SCS2","Director - Human Resources","'Responsible for: Departmental HR Strategy and policies All aspects of employment Learning & Development HR aspects of Business Management System Overseeing ALB HR governance and assurance Implementation of Next Generation HR'","Department of Health","Department of Health","Corporate Development Directorate","N/A","N/D","CDD001","N/D","1.00","0","0","","Human Resources","",""
"CDD018","N/D","SCS1","Deputy Director - HR Business Partnering & Development","'Responsible for: Business Consulting L&D Consulting HR Systems & Information Talent Development Leadership Development Skills Development HR Projects (inc NPW Project).'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD001","774900","1.00","N/D","N/D","","Human Resources","",""
"CDD019","N/D","SCS1","Deputy Director - HR Operations - Policy - Diversity & Reward","'Responsible for: Policy, Diversity & Reward Corporate Social Responsibility HR communications Business Continuity Corporate Business Industrial Relations Accountability Performance Management Dispute Resolution Fast Stream Unit Recruitment Controls.'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD001","1413188","1.00","N/D","N/D","","Human Resources","",""
"CDD020","N/D","SCS1","Deputy Director - HR Change Team","'Responsible for: HR Framework Displacement Selection Transition Pool Exits (Change and Business as Usual) Staff Support Outplacement Restructuring Redeployment SCS Unit'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD001","373553","1.00","N/D","N/D","","Human Resources","",""
"CDD021","David Lane","SCS2","Business Support Services Transformation Programme Director","'Responsible for leading the transition programme tasked with creating shared service centres for non-core, back office transaction-based services for DH, Public Health England (PHE) and current/emerging arms length bodies (ALBs).'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD001","571107","1.00","N/A","N/A","","Operational Delivery","",""
"CDD022","Surinda Sharma","SCS2","National Director of Equality & Human Rights","'Responsible for - providing strategic focus, leadership and coordination within the Department of Health in relation to issues of equality and human rights'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD001","N/D","1.00","130000","134999","","Policy","",""
"CDD023","N/D","SCS1","Deputy Director - Head of Engagement & Change Transformation","Responsible for - Change and Engagement","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD001","568067","1.00","N/D","N/D","","Operational Delivery","",""
"CDD024","Carole Clark","SCS2","Business Support Services Transformation Programme - Head of Eastates Transformation","Responsible for - Shared Services for Estates","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD021","0","1.00","0","0","","Operational Delivery","",""
"CMO001","Dame Sally Davies","SCS3","Chief Medical Officer","'Chief Medical Officer  Governments Chief Advisor on: medical and public health issues; international health; research, and; emergency preparedness and resilience.  Protecting and improving the health of the nation.  Formulating and communicating policy, particularly around public health.  Providing national leadership for the medical profession.  Providing high level leadership for health research for the nation  Overseeing the health research system in England (National Institute for Health Research)  Obtaining and allocating the resources to enable the health research system to deliver its strategic aims.'","Department of Health","Department of Health","Chief Medical Officer's Private Office","020 7210 4850","N/D","PSO001","476165","1.00","225000","229999","","Medicine","",""
"CNO001","Christine Beasley","SCS3","Chief Nursing Officer","'Responsible for Professional Leadership and health professions / Modernising nursing careers; strategy and implementation / Transforming Community Services - joint with Commissioning & System Reform / Child health policy and strategy / Implementation of Maternity Matters / Healthcare Associated Infection (HCAI) / Delivering same sex accommodation.'","Department of Health","Department of Health","Chief Nursing Officer's Directorate","020 7210 4850","N/D","NHSCEO01","721993","0.50","140000","144999","","Policy","",""
"CNO002","N/D","SCS1","Head of Profession for Statistics","'Provides the head of profession role for statisticians in DH and leads on implementation of policy on official and national statistics. Also provides analytical support and advice on evidence based approaches to all areas of CNOD business, and some legacy areas (children, family & maternity, HCAI, professional leadership of nurses and AHPs, patient experience, analysis to support the third sector team).'","Department of Health","Department of Health","Chief Nursing Officer's Directorate","020 7210 4850","N/D","CNO001","579492","1.00","N/D","N/D","","Statisticians","",""
"CNO003","N/D","SCS1","Deputy Director - Business Assurance Unit","'Responsible for Business Improvement Controls Assurance Finance HR Management Internal Communications Resource Planning Project Assurance Business Planning.'","Department of Health","Department of Health","Chief Nursing Officer's Directorate","020 7210 4850","N/D","CNO001","240768","1.00","N/D","N/D","","Operational Delivery","",""
"CNO004","N/D","SCS1","Chief Health Professions Officer","'Responsible for providing clinical leadership to the allied health professions; providing clinical expertise to policy development in DH and working in partnership with key stakeholders associated with the allied health professions.'","Department of Health","Department of Health","Chief Nursing Officer's Directorate","020 7210 4850","N/D","CNO001","N/D","1.00","N/D","N/D","","Policy","",""
"CNO005","Heather Gwynn","SCS2","Director of Children Families and Maternity","Responsible for the Directorate's work on Children, Families and Maternity;'","Department of Health","Department of Health","Social Care Local Government & Care Partnerships Directorate","020 7210 4850","N/D","SCLGCP001","681455","1.00","125000","129999","","Policy","",""
"CNO006","N/D","SCS1","Deputy Director Children - Families & Maternity: Delivery Systems & Corporate Functions","'Responsible for Oversight of corporate functions, inc Programme Office and Parliamentary Team. Cross-cutting policy work, inc system architecture (and NHS White Paper reforms) for children, commissioning, funding flows and interface with development of the Public Health Service.'","Department of Health","Department of Health","Social Care Local Government & Care Partnerships Directorate","020 7210 4850","N/D","CNO005","297357","0.60","N/D","N/D","","Policy","",""
"CNO007","N/D","SCS1","Deputy Director Children - Families & Maternity: Delivery Programmes","'Responsible both for delivering Ministers commitments for early years, ill and disabled children and safeguarding children, and supporting the smooth transfer of policy/functions to the appropriate location within the new system architecture.'","Department of Health","Department of Health","Social Care Local Government & Care Partnerships Directorate","020 7210 4850","N/D","CNO005","317745","0.80","N/D","N/D","","Policy","",""
"CNO008","N/D","SCS1","Project Director Family Nurse Partnership","'Responsible for: Delivery of Government policy on FNP programme Leadership of the FNP National Unit Support policy development in pregnancy and first years of life.'","Department of Health","Department of Health","Social Care Local Government & Care Partnerships Directorate","020 7210 4850","N/D","CNO005","297357","1.00","N/D","N/D","","Policy","",""
"CNO009","N/D","SCS1","Deputy Director Children - Families & Maternity: Maternity and Early Years","'Responsible for Maternity & Newborn  Neonatal care Healthy Child Programme (HCP) Maternity & Newborn Policy  Preconception; Antenatal care; Labour & Birth; Postnatal care Maternity & Newborn  Safety & Quality, Midwifery Care, Outcome Measures, Choice Maternity Networks Responsible for taking forward the coalition commitment on increasing health visitor numbers.'","Department of Health","Department of Health","Social Care Local Government & Care Partnerships Directorate","020 7210 4850","N/D","CNO005","374089","1.00","N/D","N/D","","Policy","",""
"CNO011","N/D","SCS1","International Clinical Lead for Maternal Health","'Responsible for International Maternal Health Project.'","Department of Health","Department of Health","Chief Nursing Officer's Directorate","020 7210 4850","N/D","CNO005","0","1.00","N/D","N/D","","Policy","",""
"CNO013","N/D","SCS1","National Director","'Responsible for development and co-ordination of programme and policy to deliver reduction in HCAIs. Also policy and programme to eliminate mixed sex accommodation and improve patient environment; business planning and programme governance liaison with Health Protection Division and Finance, Performance and Operations; technology for tackling HCAIs  liaison with Monitor, Health Protection Agency, CQC and SHAs.'","Department of Health","Department of Health","Chief Nursing Officer's Directorate","020 7210 4850","N/D","CNO005","710290","1.00","N/D","N/D","","Policy","",""
"CNO014","N/D","SCS1","Deputy Chief Nursing Officer","'Responsible for CNO/Nurse Executive Director meetings Childrens Nursing Nursing Professional Bodies District Nursing Essence of Care Benchmarking Health Visiting.'","Department of Health","Department of Health","Chief Nursing Officer's Directorate","020 7210 4850","N/D","CNO001","N/D","1.00","N/D","N/D","","Policy","",""
"CNO015","N/D","SCS1","Deputy Chief Nursing Officer","'Responsible for Acute and Specialist Services Nursing Policy Development CNO/Nurse Executive Director meetings Nursing Professional Bodies Emergency Care  Acute Services Midwifery. Health Visitors.'","Department of Health","Department of Health","Chief Nursing Officer's Directorate","020 7210 4850","N/D","CNO001","426790","1.00","N/D","N/D","","Policy","",""
"COM001","Sian Jarvis","SCS3","Director General - Communications","'Responsible for setting the Department's communications strategy and priorities. Provides leadership across the department on communications.'","Department of Health","Department of Health","Communications Directorate","020 7210 4850","N/D","PSO001","0","1.00","135000","139999","","Communications","",""
"COM002","Colin Douglas","SCS2","Director - NHS Communications","'Responsible for strategy and delivery of communication and engagement with NHS staff and stakeholders and providing leadership across the NHS for communications.'","Department of Health","Department of Health","Communications Directorate","020 7210 4850","N/D","NHSCEO01","0","1.00","110000","114999","","Communications","",""
"COM003","N/D","SCS1","Deputy Director - NHS Communications","'Responsible for NHS communication strategy; delivery; capacity and capability and overseeing management of the NHS brand.'","Department of Health","Department of Health","Communications Directorate","020 7210 4850","N/D","COM002","1598697","1.00","N/D","N/D","","Communications","",""
"COM004","N/D","SCS1","Deputy Director - Public Health Marketing & Change4Life","'Responsible for planning; creating; delivering and evaluating compelling behaviour change marketing initiatives based on customer understanding. Responsible for strategic marketing partnerships with commercial and voluntary sector.'","Department of Health","Department of Health","Communications Directorate","020 7210 4850","N/D","COM001","1482096","1.00","N/D","N/D","","Communications","",""
"COM005","N/D","SCS1","Deputy Director - Corporate Communications","'Responsible for internal communications and staff engagement; digital communications; digital engagement and social media; and managing the Department's publishing and distribution activities.'","Department of Health","Department of Health","Communications Directorate","020 7210 4850","N/D","COM001","677947","1.00","N/D","N/D","","Communications","",""
"COM006","Vacant","SCS1","Deputy Director - Business & Strategy","'Responsible for advising on communications strategy; developing and sharing audience insight; Comms Directorate business plan; assurance to DG on finance; HR and procurement.'","Department of Health","Department of Health","Communications Directorate","N/A","N/D","COM001","333508","1.00","0","0","","Communications","",""
"COM007","N/D","SCS1","Deputy Director - News / Media Centre","'Provision of a 24/7 media relations service for ministers; senior officials and all policy teams in the department of Health. Responds to all journalist enquiries and interview requests.'","Department of Health","Department of Health","Communications Directorate","020 7210 4850","N/D","COM001","1652502","1.00","N/D","N/D","","Communications","",""
"FPO001","David Flory","SCS3","Director General for NHS Finance Performance and Operations and Deputy Chief Executive for NHS","'Director General responsible for Oversight of NHS performance and supporting programmes to enable the NHS to achieve world-class services.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","NHSCEO01","145549","1.00","205000","209999","","Operational Delivery","",""
"FPO002","Lyn Simpson","SCS2","Director NHS Operations","'Clinical performance in conjunction with CNO and NHS Medical Director. Interface and negotiation with the NHS on emerging priority areas which require a co-ordinated response. NHS Business Unit and interface with SHAs Health service provision for 2012 Olympics SHA assurance framework.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO001","303618","1.00","0","0","","Operational Delivery","",""
"FPO003","N/D","SCS2","Directorate Operating Office","'Strategic development of effective links across all components of the NHS Leadership of the operational arm of NHS FPO including corporate accountability supporting Operations Board develop and maintain work plan across Business Planning quality assurance.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO001","476580","1.00","N/A","N/A","","Operational Delivery","",""
"FPO004","N/D","SCS1","Deputy Director Programme Management - Planning & Controls","'Responsible for: Programme Planning Programme Controls Reporting risks and issues QA Business planning.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO003","N/D","1.00","N/D","N/D","","Programme and Project Management (PPM)","",""
"FPO008","Prof Rob Smith","SCS2","Director of Gateway Reviews - Estates & Facilities Division","'Premises Assurance including development of Premises Assurance Model for acute services Health Gateways Reviews in the NHS DH and ALBs Procure21including development of Procure21+ Framework Policy Intelligence including Estates Informatics and NHS car parking NHS sustainable development including SDAP Opp 2 and carbon reduction Healthcare Environment Best Practice Guidance Disposal of the SoS Retained Estate.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO001","171832","1.00","110000","114999","","Policy","",""
"FPO009","N/D","SCS1","Deputy Director - Gateway Reviews - Estates & Facilities Division","'Responsible for the delivery of the following programmes: Health Gateway Reviews, Procure21/ Procure 21+ Frameworks Estates Informatics, Premises Assurance NHS Sustainability, Best Practice in the Physical Environment'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO008","2408793","1.00","N/D","N/D","","Policy","",""
"FPO010","Bob Alexander","SCS2","Director of NHS Finance","'Responsible for NHS financial strategy and performance including monitoring, improvement and turnaround, financial capability). Development and management of NHS tariffs (payment by results). NHS Capital Programme.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO001","610838","1.00","145000","149999","","Finance","",""
"FPO012","N/D","SCS1","Deputy Director - NHS Financial Controller","'Financial Control for all NHS organisations Financial Governance Financial balance Support finance skills within NHS NHS Financial controlled during transition.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO010","N/D","1.00","N/D","N/D","","Finance","",""
"FPO013","N/D","SCS1","Deputy Director - NHS Finance Payment by Results","'Responsible for Calculation of national PbR tariff Reference Cost collection.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO010","810270","0.80","N/D","N/D","","Finance","",""
"FPO014","N/D","SCS1","Deputy Director - NHS Finance Payment by Results","'Responsible for Development of national PbR Tariff.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO010","798739","1.00","N/D","N/D","","Finance","",""
"FPO015","N/D","SCS1","Senior Economic Advisor","'Responsible for QIPP Impact Assessments.'","Department of Health","Department of Health","National Director for Improvement & Efficiency","020 7210 4850","N/D","MD012","0","1.00","N/D","N/D","","Economics","",""
"FPO017","Alan Hall","SCS2","Director of Performance","'Responsible for NHS Planning and priorities including the NHS Operating Framework NHS Performance including targets and outcomes and the unsustainable provider regime Picture Archiving and Communications System (PACS). Interface and negotiation with the NHS on emerging priority areas which require a co-ordinated response.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO001","824221","0.80","155000","159999","","Policy","",""
"FPO018","N/D","SCS1","Deputy Director of Performance Planning","'Responsible for: NHS Operating Framework External Gateway NHS Planning.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO017","N/D","1.00","N/D","N/D","","Policy","",""
"FPO019","N/D","SCS1","Deputy Director of Performance Delivery Team","'Responsible for: Holding SHAs to account for delivery of the NHS Operating Framework.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO017","872381","1.00","N/D","N/D","","Policy","",""
"FPO021","N/D","SCS1","Deputy Director of Knowledge & Intelligence","'Responsible for providing analysis to support NHS performance collecting & monitoring NHS plans analysing & publishing data & producing performance reports modelling analysing NHS demand activity behaviours.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO017","1292245","1.00","N/D","N/D","","Knowledge and Information Management (KIM)","",""
