"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"A13","Sharpe, Sam","SCS2","Head of  DFID, India","Deliver a high quality development programme in India","Department for International Development","DFID","Finance & Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A5","0","1.00","95000","99999","","","Costs withheld for Security Reasons","1"
"A14","ND","SCS2","Director International Relations","Manage DFID's relations with EC, European Member States & other donor countries. Represent the British Government in major multilatral and bilateral negotiations on the international system.","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A3","309659","1.00","90000","94999","","","","1"
"A15","ND","SCS2","Director Intrnational Finance & Dev Effectiveness Division","Manage DFID's relations with the WB, IMF, Reg Dev Banks & Dev Finance Institutions. Manage private sectorinfrastructure investments & the CDC. Work in partnership with other DFID divisions and other Whitehall Depts -including No 10 & Treasury.","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A3","846855","1.00","90000","94999","","","","1"
"A16","Wardell, Sue","SCS2","Director Security & Humanitarian & Middle East, Caribbean & OTs","Responsibility for overseeing policy and resources for CHASE and the regions.","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A5","27317","1.00","95000","99999","","","","1"
"A19","Donal Brown","SCS2","Acting Director East and Central Africa","Responsibility for east and central Africa including Ethiopia, Kenya and Somalia, Rwanda and Burundi, Sudan, Tanzania and Uganda.","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A5","703289","1.00","80000","84999","","","","1"
"A20","Chris Whitty","SCS2","Chief Scientific Advisor / Director Research & Evidence","Chief Scientific Advisor and Director Research 
& Evidence","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A3","1107561","1.00","0","0","","","","1"
"A21","Ditchburn Liz","SCS2","Director, Value for Money","Responsible for DFID's financial management, corporate performance and delivery of Change. Improve the value for money achieved by DFID in delivering it's Public Service Agreement.","Department for International Development","DFID","Finance & Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A2","1019502","1.00","90000","94999","","","","1"
"A22","Bowman Mark","SCS3","Director General Humanitarian, Security, Conflict and International Finance","Director General Humanitarian, Security, 
Conflict and International Finance","Department for International Development","DFID","Policy & International","846 300 4100","enquiry@dfid.gov.uk","A1","360436","1.00","120000","124999","","","","1"
"A23","Dercon Stefan","SCS2","Chief Economist","Chief Economist","Department for International Development","DFID","Finance & Corporate Performance","847 300 4100","enquiry@dfid.gov.uk","A3","334466","1.00","90000","94999","","","","1"
"B38","James Helm","SCS1","Deputy Director, Director of Communications","Director ofCommunications","Department for International Development","DFID","Finance & Corporate Performance","848 300 4100","enquiry@dfid.gov.uk","A2","2173074","1.00","85000","89999","","","","1"
"B41","Agnew Charles","SCS1","Deputy Director, Head of Information Systems Department","Overall management of Information Systems in DFID. Includes Business Analysis, Systems Development, Help Desk and Operations, Technical Change Management and Technical Archicture teams.","Department for International Development","DFID","Finance & Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A2","3354330","1.00","65000","69999","","","","1"
"B42","Amery Jenny","SCS1","Deputy Director, Chief Professional Officer Human Development (Education and Health)","Chief Professional Officer Health and Education","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A20","143277","1.00","65000","69999","","","","1"
"B43","Austin Chris","SCS1","Deputy Director, Conflict Humanitarian And Security Department","Head of Department","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A3","3126086","1.00","80000","84999","","","","1"
"B44","Barrett John","SCS1","Head of the DFID-Pakistan Flood Response Team","Leading a team of 17 staff with a budget of £134 million to shape and deliver the UK response to the catastrophic floods in 2010, which were the world's largest ever natural disaster.","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","B89","163552","1.00","70000","74999","","","","1"
"B46","Bland Simon","SCS1","Deputy Director, Head of Global Funds Department and DFID Representative Geneva","Head of DFID Global Funds Department and DFID Representative to UN and International Development Organisations in Geneva.","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A15","254430","1.00","75000","79999","","","","1"
"B47","Blundell Adrian","SCS1","Deputy Director, Head of HR Operations","Covering Payroll and Pensions, HR Direct, HR Core Support, HR Systems, Security, Health, Work and Wellbeing, UK Estates, Facilities Management and International Operational Sustainability.","Department for International Development","DFID","Finance & Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A12","2164588","1.00","65000","69999","","","","1"
"B48","Bowden Martin","SCS1","Deputy Director, Head of Profession, Procurement","Head of Profession, Procurement","Department for International Development","DFID","Finance & Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A21","1407751","1.00","75000","79999","","","","1"
"B49","Carriere Elizabeth","SCS1","Deputy Director, Head of DFID Rwanda and Burundi","Senior Managment: Lead the successful delivery of DFID's programmes in Rwanda and Burundi","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A5","0","1.00","65000","69999","","","Costs withheld for Security Reasons","1"
"B50","Cassidy Eamon","SCS1","Deputy Director, Head of trade and Development. Joint Trade policy Unit","Head of Department","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A14","599813","1.00","75000","79999","","","","1"
"B52","Cooke Sarah","SCS1","Deputy Director, Head, Growth & Investment Dept (GID)","Leading DFID's policy work on sustainable & inclusive growth; investment climate reform; food and nutrition security; and poverty & vulnerability including social protection/cash transfers and the post-MDG framework.","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A7","1622030","1.00","65000","69999","","","","1"
"B53","Curtis Ian","SCS1","Deputy Director, Head of Global Partnerships Department","Head of Global Partnerships Department","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","B44","688310","1.00","70000","74999","","","","1"
"B54","Dewdney Richard","SCS1","Deputy Director, Western Asia and Stabilisation Division","Western Asia and Stabilisation","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A10","1091194","1.00","70000","74999","","","","1"
"B55","Dunn Sarah","SCS1","Deputy Director, Head of DFID South Africa","Head of Office","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A3","0","1.00","70000","74999","","","Costs withheld for Security Reasons","1"
"B56","Elliott Marshall","SCS1","Deputy Director, Head of DFID Tanzania","Head of DFID Tanzania","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A16","0","1.00","75000","79999","","","Costs withheld for Security Reasons","1"
"B57","Evans Phil","SCS1","Deputy Director, Head, DFID Sierra Leone","Lead the successful delivery of DFID's aid programme in Sierra Leone.","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A6","0","1.00","70000","74999","","","Costs withheld for Security Reasons","1"
"B58","Fernie Alistair","SCS1","Deputy Director, Head of DFID Kenya and Somalia","Lead the DFID Kenya and Somalia team to deliver results in line with the SRP, DFID Business Plan, Kenya and Somalia Operational Plans, and other ministerial priorities in Kenya and Somalia.","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A19","0","1.00","70000","74999","","","Costs withheld for Security Reasons","1"
"B59","Hallam David","SCS1","Deputy Director, UNCD","Head, United Nations and Commonwealth Department","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A14","878696","1.00","70000","74999","","","","1"
"B60","Hallam Paula","SCS1","Deputy Director, Head of HR Advisory Group and Head of Profession, HR","Promoting capability and efficiency through provision of specialist HR advice on issues of resourcing; diversity; employment policy; learning and development; pay and reward; talent and succession management; and employee relations to managers across DFID. Ensuring employment policies and procedures are effective in meeting organisational needs.","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A12","1300771","1.00","75000","79999","","","","1"
"B61","Hammond Mike","SCS1","Deputy Director, Head of DFID Zambia","Head of DFID Zambia","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A6","0","1.00","75000","79999","","","Costs withheld for Security Reasons","1"
"B62","Hayes Pauline","SCS1","Head of DFID Afghanistan","Leadership and management of DFID operations in Afghanistan.","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A10","0","1.00","70000","74999","","","Costs withheld for Security Reasons","1"
"B63","Hines Gwen","SCS1","Deputy Director, Head of DFID Bangladesh","Head, DFID Bangladesh","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A6","0","1.00","65000","69999","","","Costs withheld for Security Reasons","1"
"B65","Ledward Andrea","SCS1","Deputy Director, Head of DFID Ethiopia","Head of DFID Ethiopia","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A6","0","1.00","60000","64999","","","Costs withheld for Security Reasons","1"
"B67","Mackiggan Keith","SCS1","Deputy Director, Head of DFID Mozambique","Head of DFID Mozambique","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A6","0","1.00","70000","74999","","","Costs withheld for Security Reasons","1"
"B68","Mallalieu Mark","SCS1","Deputy Director, Head DFID South Sudan","Head DFID South Sudan","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A19","0","1.00","70000","74999","","","Costs withheld for Security Reasons","1"
"B70","McGillivray Gavin","SCS1","Deputy Director, Head of Private Sector Department","Head of Private Sector Department","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A15","1378258","1.00","75000","79999","","","","1"
"B71","McKendry Ian","SCS1","Deputy Director, Caribbean and Overseas Territories","To oversee delivery of the Division's strategies in the Caribbean and the Overseas Territories.","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A13","1776544","1.00","70000","74999","","","","1"
"B72","Montgomery Richard","SCS1","Deputy Director, Head of DFID Nigeria","Working with partners to reduce poverty and improve lives in Nigeria; leading the DFID country team.","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A6","0","1.00","75000","79999","","","Costs withheld for Security Reasons","1"
"B73","O'Neil Dominic","SCS1","Deputy Director, Head of DFID Nepal","Head of Office for Nepal","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A6","0","1.00","70000","74999","","","Costs withheld for Security Reasons","1"
"B74","Peace Jackie","SCS1","Deputy Director, Acting Head, Aid Effectivness and Value for Money Dept","Lead a team of 30 people working on DFID's value for money, project and programme management policy, results, corporate performance system, aid effectiveness, aid instruments and transparency.","Department for International Development","DFID","Finance & Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A21","912041","1.00","60000","64999","","","","1"
"B75","Pepera Sandra","SCS1","Deputy Director, Head of DFID Sudan","Head DFID Sudan","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A19","352083","1.00","70000","74999","","","","1"
"B77","Pycroft Christopher","SCS1","Deputy Director, DFID DRC","Head of DFID DRC","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A15","0","1.00","70000","74999","","","Costs withheld for Security Reasons","1"
"B78","Rintoul Jane","SCS1","Deputy Director, Head of DFID Uganda","Responsibility for delivering DFID's programme in Uganda","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A19","0","1.00","65000","69999","","","Costs withheld for Security Reasons","1"
"B79","Robinson Mark","SCS1","Deputy Director, Chief Professional Officer, Governance, Conflict and Social Development","Overall leadership of the governance, social development, conflict and humanitarian cadres with specific responsibilities for deepening professionalism and strengthening evidence.","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A23","512907","1.00","70000","74999","","","","1"
"B80","Sanyahumbi Sarah","SCS1","Deputy Director, Head of DFID Malawi","Head of Office/Country Representative, Malawi","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A5","0","1.00","65000","69999","","","Costs withheld for Security Reasons","1"
"B81","Simmons Melinda","SCS1","Deputy Director, Europe","Overseeing UK funding to the EU for development, human rights/democracy, and humanitarian aid. Responsible for bilateral aid programme in Kosovo.","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A14","1313999","1.00","70000","74999","","","","1"
"B86","Taylor Sally","SCS1","Deputy Director, Head of DFID Ghana","Head of DFID Ghana","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A6","0","1.00","75000","79999","","","Costs withheld for Security Reasons","1"
"B87","Teuten Richard","SCS1","Deputy Director, Head of International Financial Institutions Department","Head of Department","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A15","645123","1.00","70000","74999","","","","1"
"B88","Trivedy Roy","SCS1","Deputy Director, Head of Civil Society Department","Responsible for leading and managing DFID's work with civil society including programmes, staffing and other resources.","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A7","624858","1.00","70000","74999","","","","1"
"B89","Turkington George","SCS1","Deputy Director, Head of DFID Pakistan","Responsible for DFID's development programme with the Government of Pakistan","Department for International Development","DFID","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A10","0","1.00","75000","79999","","","Costs withheld for Security Reasons","1"
"B91","Wheeler Tim","SCS1","Deputy Director, Deputy Chief Scientific Adviser","Deputy Chief Scientific Adviser","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A20","1601340","1.00","0","0","","","","1"
"B93","Wyatt Mathew","SCS1","Deputy Director, Head of Climate and Environment Group","Head of Climate and Environment Group","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A7","1980438","1.00","70000","74999","","","","1"
"B94","ND","SCS1","Deputy Director and Chief Professional Officer for Evaluation","Chief Professional Officer for Evaluation. Leadership of DFID's central evaluation function including embedding evaluation and impact evaluation across the Department. Leadership of EVD, professional support, training and guidance to evaluation specialists and operational staff in commissioning decentralised evaluations on methods. Quality assurance of standards for evaluation in DFID. Liaising with Independent Commission for Aid Impact on evaluation on methods and standards.","Department for International Development","DFID","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A20","1642719","1.00","70000","74999","","","","1"
"B95","McCoubrey Andrew","SCS1","Deputy Director, Head of Africa Regional Department","Acting Head of Africa Regional Department","Department for International Development","DFID","Country programmes","846 300 4100","enquiry@dfid.gov.uk","A19","1820785","1.00","65000","69999","","","","1"
"B97","Ockenden Jonathan","SCS1","Deputy Director, UK Executive Director at EBRD","UK Executive Director at EBRD","Department for International Development","DFID","Policy & International","848 300 4100","enquiry@dfid.gov.uk","A15","0","1.00","65000","69999","","","Costs withheld for Security Reasons","1"
"B98","Beatie Allison","SCS1","Deputy Director, Head of Human Development Group","Head of Human Development Group","Department for International Development","DFID","Policy & International","849 300 4100","enquiry@dfid.gov.uk","A16","2025922","1.00","65000","69999","","","","1"
"B99","Wechsberg Anna","SCS1","Deputy Director, Head of Africa Directorate","Head of Africa Directorate","Department for International Development","DFID","Policy & International","850 300 4100","enquiry@dfid.gov.uk","A6","610488","1.00","65000","69999","","","","1"
"B100","Gerry Annabel","SCS1","Deputy Director, Head of Governance, Open Societies, and Anti-Corruption Department","Lead policy work including: governance, 
anti-corruption, public financial management 
and tax, empowerment and accountability, 
public sector and political governance, human 
rights and rule of law; gender, girls and women.","Department for International Development","DFID","Policy & International","851 300 4100","enquiry@dfid.gov.uk","A7","1929020","1.00","65000","69999","","","","1"
"B101","Mellor Ben","SCS1","Deputy Director, Head of DFID Sudan","Head of DFID Sudan","Department for International Development","DFID","Country programmes","852 300 4100","enquiry@dfid.gov.uk","A15","0","1.00","65000","69999","","","Costs withheld for Security Reasons","1"
"B102","Johnston David","SCS1","Deputy Director, Head of Internal Audit and Counter Fraud Unit","Leading the Internal Audit function and the Counter Fraud Unit. Providing advice and support across DFID on issues of risk management, governance and control. Head of Audit Profession for DFID.","Department for International Development","DFID","Finance & Corporate Performance","853 300 4100","enquiry@dfid.gov.uk","A21","688403","1.00","65000","69999","","","","1"
"B103","Donnelly Emma","SCS1","Deputy Director, ASCOT","Head of ASCOT","Department for International Development","DFID","Country programmes","854 300 4100","enquiry@dfid.gov.uk","A13","1608581","1.00","65000","69999","","","","1"
"B104","Williams Jane","SCS1","Deputy Director, Head, Stabilisation Unit","Head, Stabilisation Unit","Department for International Development","DFID","Policy & International","855 300 4100","enquiry@dfid.gov.uk","A16","809110","1.00","65000","69999","","","","1"
"B105","Mallet Kevin","SCS1","Deputy Director, Finance and Performance","Financial Controller","Department for International Development","DFID","Finance & Corporate Performance","856 300 4100","enquiry@dfid.gov.uk","A21","701459","1.00","65000","69999","","","","1"
"B106","Cameron Lindy","SCS1","Deputy Director, Middle East and North Africa","Head of the Middle East and North Africa Department.","Department for International Development","DFID","Policy & International","857 300 4100","enquiry@dfid.gov.uk","A22","2192104","1.00","65000","69999","","","","1"
"B107","Linning Mathew","SCS1","Deputy Director, Research and Evidence","Deputy Director, Research and Evidence","Department for International Development","DFID","Policy & International","858 300 4100","enquiry@dfid.gov.uk","A20","125380","1.00","65000","69999","","","","1"
"B108","Gnanendran Vel","SCS1","Deputy Director, Top Management Group","Deputy Director, Top Management Group","Department for International Development","DFID","DFID","859 300 4100","enquiry@dfid.gov.uk","A1","1004264","1.00","65000","69999","","","","1"
