"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"1072924","Air Vice-Marshal C Elliot","OF-7","Chief of Staff Personnel","The mission of COS Pers/ Air Sec is to manage the RAF's Servicemen and women and to provide the supporting policies to enable an agile, adaptable and capable Air Force.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1071229","0","1.00","115000","119999","","Military","","1"
"1944528","Air Vice-Marshal S Shell","OF-7","Chief of Staff Ops","Contingency planning for future, current & contingent air ops & policy development; EW, Information Exploitation & Decision Support advice; support to SF ops; management of Flight Safety, Meteorological and Fire services; co-ordinating Air participation i","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1617513","0","1.00","110000","114999","","Military","","1"
"1073645","N/D","OF-6","Assistant Chief of Staff Ops","Contingency planning for future, current & contingent air ops & policy development; EW, Information Exploitation & Decision Support advice; support to SF ops; management of Flight Safety, Meteorological and Fire services; co-ordinating Air participation i","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1944528","0","1.00","N/A","N/A","","Military","","1"
"1839856","Air Vice-Marshal S Gray","OF-7","Air Officer Commanding 38 Group","Plan, focus, direct and sustain HQ Air's support, engineering, logistics and communications to physically assist operational commanders in generating all components of Air Power.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1617513","0","1.00","120000","124999","","Military","","1"
"1718733","N/D","OF-6","Air Officer A4 & A4 Force Commander","To plan, develop and deliver sustainable engineering & logistic support and A4 Force Elements to operations for AIR in the UK and the expeditionary joint arena, including transformation, policy, manpower and commodities.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1839856","0","1.00","N/A","N/A","","Military","","1"
"1875743","N/D","OF-6","Air Officer A6 & A6 Force Commander","Generating relevant, timely, sustainable, assured and agile mission information solutions across the Air environment in the expeditionary joint arena and the UK.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1839856","0","1.00","N/A","N/A","","Military","","1"
"1071926","Air Vice-Marshal G Mayhew","OF-7","Air Officer Commanding 1 Group","To generate and develop winning Combat Air Power for employment on Joint operations and to support the generation, development and sustainment of the RAF's Support Helicopter Force so that they can best meet the JHC Mission","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1617513","0","1.00","115000","119999","","Military","","1"
"1718659","N/D","OF-6","Typhoon Force Commander","All aspects of current air operations, together with the standards and training required to ensure success.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1071926","0","1.00","N/A","N/A","","Military","","1"
"1686689","N/D","OF-6","Air Officer Battlespace Management","To generate and develop an adaptable and balanced Battlespace Management Force with the agility to play a key role in the delivery of air and space power.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1071926","0","1.00","N/A","N/A","","Military","","1"
"1701019","Air Vice-Marshal D Cooper","OF-7","Air Officer Commanding 2 Group","Generate and Develop Effective Combat Support","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1617513","0","1.00","110000","114999","","Military","","1"
"1072100","N/D","OF-6","Lightning Force Commander","To provide the comprehensive command and staff support required at the Operational level to direct, plan, develop and deliver the Tornado and Lightning capability and sustain force elements in order to support the delivery of Air Command’s output.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1071926","0","1.00","N/A","N/A","","Military","","1"
"1687412","N/D","OF-6","ISTAR Force Commander","Develop the RAF's ISTAR and SAR capabilities to best contribute to the achievement of precise effects across the spectrum, whenever and where ever they are required in support of the UK's foreign and defence policy.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1071926","0","1.00","N/A","N/A","","Military","","1"
"1701153","N/D","OF-6","Air Officer Force Protection & Commandant General of the RAF Regiment","Force Protection is a fundamental enabler for air operations. It is delivered by the integration of the effects from a variety of specialist force elements and generic activity across the force.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1701019","0","1.00","N/A","N/A","","Military","","1"
"1693980","N/D","OF-6","Head Resources and Plans","Hd RP manages the HQ AIR planning functions including; risk management, the development of HQ AIR’s input into the Planning Round (including Military priorities), strategic policy/planning, direction and advice on Force Structure Development, managing the Air Establishment Requirement, development of the Estate Rationalisation Plan and Manpower Planning. He also provides strategic advice for the HQ AIR Equipment Plan.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","162138","0","1.00","N/A","N/A","","Military","","1"
"1071081","N/D","OF-6","Director Ground Training","Deputy to the AOC and responsible for the delivery of training, including timeliness, content and quality.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1071072","0","1.00","N/A","N/A","","Military","","1"
"162138","Charlie Pate","SCS2","Director of Resources","To deliver resource management and corporate services which support the delivery of Air Command's outputs and uphold accountability to Ministers and Parliament.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1017733","0","1.00","110000","114999","","Finance","","1"
"162157","N/D","SCS1","Head Secretariat & Civilian Workforce","To deliver high quality secretariat and business management services to support Ministers, and the RAF and to provide, through the HR Directorate and the D Res Business Management Team, support to D Res, Air in his Civilian Workforce Advisor role.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","162138","0","1.00","N/A","N/A","","Operational Delivery","","1"
"1072923","N/D","OF-6","Assistant Chief of Staff Personnel Policy Delivery","Develop and implement employment and disciplinary policies that fit with the needs of our people and the demands of a modern, operational and agile service. ACOS Pers Pol also has the focus for Joint Personnel Administration, Community Support and the derivation of a Stress Management and Resilience Policy.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1072924","0","1.00","N/A","N/A","","Military","","1"
"1405168","N/D","OF-6","Assistant Chief of Staff Manning","The primary role of the manning directorate, in apportioning manpower to fill establishments, is to balance the Service need with personal aspirations, within a framework of overall career management. The directorate manages the careers of all officers, non-commissioned aircrew and ground trades personnel.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1072924","0","1.00","N/A","N/A","","Military","","1"
"1724778","Air Vice-Marshal S Rochelle","OF-7","Chief of Staff Capability","To develop coherent and coordinated policies and plans, consistent with the RAF Strategic Vision, which enable Air Command to deliver its outputs now and in the future.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1071229","0","1.00","110000","114999","","Military","","1"
"1479358","N/D","OF-6","Commandant Air Warfare Centre","To provide intelligence led integrated Air and Electronic Warfare Operational mission support to Defence-wide Units.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1701019","0","1.00","N/A","N/A","","Military","","1"
"1018322","N/D","OF-6","Air Commodore Air Staff","Assisting in generating a balanced and integrated Royal Air Force capability and for maintaining the fighting effectiveness and morale of the Service including the development of policy.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1018042","0","1.00","N/A","N/A","","Military","","1"
"1023653","N/D","OF-6","Commandant RAF College Cranwell & DRIT","To recruit and select the best potential RAF officers and airmen, and provide initial training and career development training to the highest standards.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1071072","0","1.00","N/A","N/A","","Military","","1"
"1032872","N/D","OF-6","Commandant Air Cadets","The provision of adequate aviation and other challenging activities to enable the Air Cadet organisation to attract and retain membership and thereby provide example and leadership for the country’s youth.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1071072","0","1.00","N/A","N/A","","Military","","1"
"1071170","N/D","OF-6","Director Flying Training","To provide first-class courses covering everything from the fundamental skills of flying through to the successful operation of complex systems.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1071072","0","1.00","N/A","N/A","","Military","","1"
"1110541","N/D","OF-6","Commandant Defence College of Technical Training","To deliver the required number of competent and highly motivated technicians and engineers to the Armed Forces.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1071072","0","1.00","N/A","N/A","","Military","","1"
"1722019","N/D","OF-6","Assistant Chief of Staff Capability Delivery Combat Air","To develop coherent and coordinated policies and plans, consistent with the RAF Strategic Vision, which enable Air Command to deliver its outputs now and in the future.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1724778","0","1.00","N/A","N/A","","Military","","1"
"1682702","N/D","OF-6","Joint Force Air Component Commander","To generate and sustain a responsive, agile, adaptable and fully capable Joint Force Air Component HQ for the command and control of expeditionary joint air operations in order to realise the RAF vision.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1071926","0","1.00","N/A","N/A","","Military","","1"
"1734612","N/D","OF-6","Assistant Chief of Staff Capability Delivery Air Mobility & Air Enablers","To develop coherent and coordinated policies and plans, consistent with the RAF Strategic Vision, which enable Air Command to deliver its outputs now and in the future.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1724778","0","1.00","N/A","N/A","","Military","","1"
"1722020","N/D","OF-6","Assistant Chief of Staff Capability Development","To develop coherent and coordinated policies and plans, consistent with the RAF Strategic Vision, which enable Air Command to deliver its outputs now and in the future.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1724778","0","1.00","N/A","N/A","","Military","","1"
"206395","N/D","SCS1","Air 2 Group Project GATEWAY Director","To lead an develop Project Gateway at RAF Brize Norton","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1701019","0","1.00","N/A","N/A","","Programme and Project Management (PPM)","","1"
"1901184","N/D","OF-6","Chief of Staff Air","Accountable directly to CAS, responsible for the development of coherent and coordinated business activity that enables HQ Air to deliver its output now and in the future.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1017733","0","1.00","N/A","N/A","","Military","","1"
"210250","N/D","SCS1","Head of Finance","To head up Director of Resources Finance Team","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","162138","0","1.00","N/A","N/A","","Finance","","1"
"1901179","N/D","OF-6","Assistant Chief of Staff Capability Delivery C2 ISR","To develop coherent and coordinated policies and plans, consistent with the RAF Strategic Vision, which enable Air Command to deliver its outputs now and in the future.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1724778","0","1.00","N/A","N/A","","Military","","1"
"1721196","N/D","OF-6","Air Mobility Force Commander & Air Officer Air Mobility","To provide the comprehensive command and staff support required at the Operational level to direct, plan, develop and deliver the Air Mobility capability and sustain force elements in order to support the delivery of Air Command’s output.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1701019","0","1.00","N/A","N/A","","Military","","1"
"1644231","N/D","OF-6","Air Officer Medical Operations","To provide deployable RAF medical force elements and a world-class aeromedical evacuation service for Defence, and deliver expertise and high quality training in aviation, occupational, environmental medicine and related sciences to support current and future air operations.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1839856","0","1.00","N/A","N/A","","Military","","1"
"1072925","N/D","OF-6","Assistant Chief of Staff Personnel Policy","To provide timely, targeted and evidence-based personnel strategy and policy advice in order to support delivery of the RAF People Portfolio and inform development of the Armed Forces People Programme.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1072924","0","1.00","N/A","N/A","","Military","","1"
"1932609","N/D","OF-6","Head of RAF Safety Centre","To provide TLB-level Total Safety Assurance through coordination and direction of all activities of the RAF Safety Centre, including Flight Safety and Functional Safety.","Ministry of Defence","Ministry of Defence","Air Command","01494 493310","Air-Dres-BMTGpMailbox@mod.gov.uk","1617513","0","1.00","N/A","N/A","","Military","","1"
"1137073","Eliminated","OF-6","RAF Corporate Development Officer","The Corporate Development Officer designs, directs and delivers a whole of Force transformation programme - ‘Thinking to Win’ - to reignite our innovation culture; it is wholly consistent with Departmental and Govt ambition.","Ministry of Defence","Ministry of Defence","Air Command","N/A","Air-Dres-BMTGpMailbox@mod.gov.uk","1018042","0","1.00","N/A","N/A","","Military","","1"
