"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"1536977","Vacant","SCS1","Head of Internal Audit","Accountable for the management of the HPA Internal Audit Department","Department of Health","Health Protection Agency","Finance and Resources Division","N/A","N/A","1333082","200000","1.00","N/D","N/D","","Internal Audit","",""
"1585665","N/D","SCS1","Head of Finance","Accountable for the management of the HPA Finance Department","Department of Health","Health Protection Agency","Finance and Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","1333082","3064353","1.00","N/D","N/D","","Finance","",""
"1677588","N/D","SCS1","Deputy Director Head of Microbiology Research Services","Accountable for the Microbiology Research Services","Department of Health","Health Protection Agency","Microbiology Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","7295073","7832165","1.00","N/D","N/D","","Operational Delivery","",""
"1950301","N/D","SCS1","Head of Legal Affairs","Accountable for the management of the HPA Legal function","Department of Health","Health Protection Agency","Finance and Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","1333082","200000","1.00","N/D","N/D","","Law","",""
"2516334","N/D","SCS1","Deputy Director of Research & Development","Accountable as Deputy for the management of HPA Research & Development function","Department of Health","Health Protection Agency","Research and Development Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","2812394","200000","1.00","N/D","N/D","","Operational Delivery","",""
"2812394","John Robert Stephenson","SCS2","Executive Director","Accountable for the executive management of HPA Research & Development division","Department of Health","Health Protection Agency","Research and Development Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","200000","1.00","110000","114999","","Operational Delivery","",""
"3086204","N/D","SCS1","Deputy Director","As Deputy Director for the Centre for Radiation Chemical & Environmental Hazards accountable for a section of the centre","Department of Health","Health Protection Agency","Centre for Radiation Chemicals and Environmental Hazards (CRCE/HPA Radiation Chemical and Environment)","020 8327 6647","Cfi-pressoffice@hpa.org.uk","5603343","2423698","1.00","N/D","N/D","","Operational Delivery","",""
"3733661","N/D","SCS1","Deputy Director","As Deputy Director for the Centre for Radiation Chemical & Environmental Hazards accountable for a section of the centre","Department of Health","Health Protection Agency","Centre for Radiation Chemicals and Environmental Hazards (CRCE/HPA Radiation Chemical and Environment)","020 8327 6647","Cfi-pressoffice@hpa.org.uk","5603343","2315828","1.00","N/D","N/D","","Operational Delivery","",""
"4110968","N/D","SCS1","Interim Head of Operational Delivery","Accountable for operational delivery within operational services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","200000","1.00","N/D","N/D","","Operational Delivery","",""
"4834072","N/D","SCS1","Regional Director","Accountable for the management of the London region of Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","4075550","1.00","N/D","N/D","","Operational Delivery","",""
"5236963","N/D","SCS1","Head of Bacteriology","Accountable for the management of the Bacteriology Department at the National Institute of Biological Standards & Control","Department of Health","Health Protection Agency","National Institute for Biological Standards and Control","020 8327 6647","Cfi-pressoffice@hpa.org.uk","5238701","1477933","1.00","N/D","N/D","","Operational Delivery","",""
"5238701","Stephen Inglis","SCS2","Executive Director","Accountable for the executive management of the National Institute of Biological Standards & Control","Department of Health","Health Protection Agency","National Institute for Biological Standards and Control","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","1530305","1.00","160000","164999","","Operational Delivery","",""
"5240318","N/D","SCS1","Head of Operations","Accountable for the management of the Operational Services function at the National Institute of Biological Standards & Control","Department of Health","Health Protection Agency","National Institute for Biological Standards and Control","020 8327 6647","Cfi-pressoffice@hpa.org.uk","5238701","1084165","1.00","N/D","N/D","","Operational Delivery","",""
"5240340","N/D","SCS1","Head of Quality","Accountable for the management of the Quality function at the National Institute of Biological Standards & Control","Department of Health","Health Protection Agency","National Institute for Biological Standards and Control","020 8327 6647","Cfi-pressoffice@hpa.org.uk","5238701","216000","1.00","N/D","N/D","","Operational Delivery","",""
"5240405","N/D","SCS1","Head of Retrovirology","Accountable for the management of the Retrovirology Department at the National Institute of Biological Standards & Control","Department of Health","Health Protection Agency","National Institute for Biological Standards and Control","020 8327 6647","Cfi-pressoffice@hpa.org.uk","5238701","895261","1.00","N/D","N/D","","Operational Delivery","",""
"5240760","N/D","SCS1","Head of Technology Development & Infrastructure","Accountable for the management of the Technology Development & Infrastructure Department at the National Institute of Biological Standards & Control","Department of Health","Health Protection Agency","National Institute for Biological Standards and Control","020 8327 6647","Cfi-pressoffice@hpa.org.uk","5238701","1352889","1.00","N/D","N/D","","Operational Delivery","",""
"5240958","N/D","SCS1","Head of Virology/Deputy Director","Accountable for the management of the Virology Department at the National Institute of Biological Standards & Control and deputy director of the institute","Department of Health","Health Protection Agency","National Institute for Biological Standards and Control","020 8327 6647","Cfi-pressoffice@hpa.org.uk","5238701","1756669","1.00","N/D","N/D","","Operational Delivery","",""
"5241785","N/D","SCS1","Head of Biotherapeutics","Accountable for the management of the Biotherapeutics Department at the National Institute of Biological Standards & Control","Department of Health","Health Protection Agency","National Institute for Biological Standards and Control","020 8327 6647","Cfi-pressoffice@hpa.org.uk","5238701","2573979","1.00","N/D","N/D","","Operational Delivery","",""
"5603343","John Cooper","SCS2","Executive Director","Accountable for the executive management of the Centre for Radiation Chemical & Environmental Hazards","Department of Health","Health Protection Agency","Centre for Radiation Chemicals and Environmental Hazards (CRCE/HPA Radiation Chemical and Environment)","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","200000","1.00","120000","124999","","Operational Delivery","",""
"5603454","N/D","SCS1","Deputy Director","As Deputy Director for the Centre for Radiation Chemical & Environmental Hazards accountable for a section of the centre","Department of Health","Health Protection Agency","Centre for Radiation Chemicals and Environmental Hazards (CRCE/HPA Radiation Chemical and Environment)","020 8327 6647","Cfi-pressoffice@hpa.org.uk","5603343","3771091","1.00","N/D","N/D","","Operational Delivery","",""
"5669690","N/D","SCS1","Interim Deputy Director of Health Protection Services - Director of Emergency Perparedness","Accountable for Emergency Response Department. Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","2148052","1.00","N/D","N/D","","Operational Delivery","",""
"5734671","N/D","SCS1","Regional Director","Accountable for the management of the Yorkshire & Humberside region of Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","2672007","1.00","N/D","N/D","","Operational Delivery","",""
"5771173","N/D","SCS1","Deputy Director","As Deputy Director for the Centre for Radiation Chemical & Environmental Hazards accountable for a section of the centre","Department of Health","Health Protection Agency","Centre for Radiation Chemicals and Environmental Hazards (CRCE/HPA Radiation Chemical and Environment)","020 8327 6647","Cfi-pressoffice@hpa.org.uk","5603343","4306138","1.00","N/D","N/D","","Operational Delivery","",""
"5922338","N/D","SCS1","Deputy Director of Human Resources","Accountable as Deputy Director for the management of the HPA Human Resources function","Department of Health","Health Protection Agency","Human Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","1333823","200000","1.00","N/D","N/D","","Human Resources","",""
"6039633","N/D","SCS1","Board Secretary","Accountable as Secretary to the HPA Board","Department of Health","Health Protection Agency","Finance and Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","1333082","361035","1.00","N/D","N/D","","Operational Delivery","",""
"6063558","N/D","SCS1","Deputy Director Head of Development & Production","Accountable for the management of the Development and Production at Microbiology Services","Department of Health","Health Protection Agency","Microbiology Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","7295073","5301902","1.00","N/D","N/D","","Operational Delivery","",""
"6257295","N/D","SCS1","Deputy Director:Head of specialist Microbiolgy Services","Accountable for Specialist Microbiology Services","Department of Health","Health Protection Agency","Microbiology Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","7295073","24249040","1.00","N/D","N/D","","Operational Delivery","",""
"6542975","James Justin McCracken","SCS3","Chief Executive Officer","Accountable for the executive management of the HPA","Department of Health","Health Protection Agency","Health Protection Agency","020 8327 6647","Cfi-pressoffice@hpa.org.uk","XX","0","1.00","175000","179999","","Operational Delivery","",""
"6542999","Anthony Kessel","SCS2","Executive Director","Accountable for the executive management of the HPA Public Health Strategy division and Medical Director","Department of Health","Health Protection Agency","Public Health Strategy Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","1690377","1.00","170000","174999","","Operational Delivery","",""
"6843658","N/D","SCS1","Head of Health & Safety","Accountable for the management of the HPA Health & Safety function","Department of Health","Health Protection Agency","Finance and Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","1333082","1127373","1.00","N/D","N/D","","Operational Delivery","",""
"7295073","Anne Christine McCartney","SCS2","Executive Director","Accountable for the executive management of the Microbiology Services","Department of Health","Health Protection Agency","Microbiology Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","1100691","1.00","140000","144999","","Operational Delivery","",""
"7479160","N/D","SCS1","Head of Estates & Facilities","Accountable for the management of the HPA Estates & Facilities function","Department of Health","Health Protection Agency","Finance and Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","1333082","200000","1.00","N/D","N/D","","Operational Delivery","",""
"7756872","N/D","SCS1","Head of Business Development","Accountable for the management of the HPA Business Development function","Department of Health","Health Protection Agency","Finance and Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","1333082","520519","1.00","N/D","N/D","","Operational Delivery","",""
"8461754","N/D","SCS1","Deputy Director National Specialist Epidemology and Intelligence","Accountable for Specialist Epidemiology & Surveillance Teams. Professional Leadership for regional Information Manager","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","9523193","1.00","N/D","N/D","","Operational Delivery","",""
"8534754","Vacant","SCS2","Executive Director","Accountable for the executive management of the Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","N/A","N/A","6542975","200000","1.00","155000","159999","","Operational Delivery","",""
"9047114","N/D","SCS1","Deputy Director: Director of Reference Microbiology Services","Accountable for Reference Microbiology Services","Department of Health","Health Protection Agency","Microbiology Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","7295073","10730775","1.00","N/D","N/D","","Operational Delivery","",""
"9201868","N/D","SCS1","Deputy Director Head of Operations","Accountable for Operations Technology Development & Infrastructure of Microbiology Services","Department of Health","Health Protection Agency","Microbiology Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","7295073","2786326","1.00","N/D","N/D","","Operational Delivery","",""
"A1331764","N/D","SCS1","Regional Director","Accountable for the management of the West Midlands region of Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","3408713","0.50","N/D","N/D","","Operational Delivery","",""
"A1333369","N/D","SCS1","Regional Director","Accountable for the management of the South West region of Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","2760144","0.50","N/D","N/D","","Operational Delivery","",""
