"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"19618","Jeremy Pocklington","SCS2","Director, Enterprise & Growth Unit (EGU)","Responsible for Expenditure and Policy on Growth-Related Services and Business","Her Majesty's Treasury","HM Treasury","Enterprise and Growth","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19614","0","1.00","85000","89999","","Policy","","1"
"19596","Julian Kelly","SCS2","Director, Public Spending","Responsible for Spending Control, Pay and Pensions","Her Majesty's Treasury","HM Treasury","Public Spending","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19614","0","1.00","90000","94999","","Economics","","1"
"19591","Lowri Khan","SCS2","Director Financial Stability","Responsible to monitor, contingency plan and intervene were necessary in situations of financial stability; and to manage the legacy of the financial sector interventions the Government has already undertaken.","Her Majesty's Treasury","HM Treasury","Financial Stability","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","23453","0","1.00","80000","84999","","Policy","","1"
"19576","Peter Curwen","SCS2","Director Europe","Responsible for Europe Finance","Her Majesty's Treasury","HM Treasury","International and EU","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19575","0","1.00","90000","94999","","Policy","","1"
"19573","Shona Riach","SCS2","Director International","Responsible for advancing the UK's economic and financial interests","Her Majesty's Treasury","HM Treasury","International and EU","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19575","0","1.00","80000","84999","","Policy","","1"
"19572","Nikhil Rathi","SCS2","Director of Financial Services","Responsible for Financial Service Regulatory Framework and Financial Markets Policy Issues","Her Majesty's Treasury","HM Treasury","Financial Services","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","23453","0","1.00","80000","84999","","Policy","","1"
"19564","Alison Cottrell","SCS2","Director of Financial Services","Responsible for Financial Service Regulatory Framework and Financial Markets Policy Issues","Her Majesty's Treasury","HM Treasury","Financial Services","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","23453","0","0.50","45000","49999","","Policy","Split Post","1"
"19535","Mike Williams","SCS2","Director  Business and International Tax","Responsible for Corporation Tax, Capital Gains Tax, Value Added Tax, other consumption taxes and duties, International Tax and Environmental taxes.","Her Majesty's Treasury","HM Treasury","Business and International Tax","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19533","0","1.00","110000","114999","","Policy","","1"
"10256","Kirstin Baker","SCS2","Director, Finance and Commercial","Responsible for Estates, IT, Management of Domestic Budget, Accounts and Commercial Activities","Her Majesty's Treasury","HM Treasury","Corporate Centre","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19678","0","0.60","45000","49999","","Policy","Part time","1"
"21007","James Ballingall","SCS1A","Deputy Director, Head of Assurance","Responsible for providing assurance in major projects","Her Majesty's Treasury","HM Treasury","Assurance & International","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","23694","553662","1.00","0","0","","Policy","","1"
"24087","N/D","SCS1","Deputy Director, VAT and International Excise","Responsible for VAT and  International Excise","Her Majesty's Treasury","HM Treasury","VAT & International Excise","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19535","852197","1.00","0","0","","Policy","","1"
"23558","N/D","SCS1","Deputy Director, General Expenditure Policy","Responsible for expenditure policy","Her Majesty's Treasury","HM Treasury","General Expenditure Policy","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19596","794638","1.00","0","0","","Policy","","1"
"23402","N/D","SCS1","Deputy Director, Economic Assessment","Responsible for ensuring the Economics Group supports policy advice and development across HMT","Her Majesty's Treasury","HM Treasury","Economic Assessment","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19787","642828","1.00","0","0","","Economics","","1"
"23172","N/D","SCS1","Deputy Director, Strategy Planning and Projects","Responsible for Strategy, Planning and Projects","Her Majesty's Treasury","HM Treasury","Strategy, Planning & Projects","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","23143","790873","1.00","0","0","","Policy","","1"
"23159","N/D","SCS1","Deputy Director, Growth and Productivity","Responsible for Growth and Productivity","Her Majesty's Treasury","HM Treasury","Growth and Productivity","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19618","514655","1.00","0","0","","Policy","","1"
"23158","N/D","SCS1","Deputy Director, ICT Change Program","Responsible for ICT change program","Her Majesty's Treasury","HM Treasury","Joint Workplace Solutions","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19736","0","1.00","0","0","","Policy","","1"
"23120","N/D","SCS1","Deputy Director, International Tax","Responsible for International Tax","Her Majesty's Treasury","HM Treasury","International Tax","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19535","498655","1.00","0","0","","Policy","","1"
"23053","N/D","SCS1","Deputy Director, Exchequer Funds and Accounts","Responsible for Exchequer Funds and Accounts","Her Majesty's Treasury","HM Treasury","Exchequer Funds and Accounts","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19806","874139","1.00","0","0","","Economics","","1"
"23049","N/D","SCS1","Deputy Director, Budget and Tax Strategy","Responsible for Budget Tax Strategy","Her Majesty's Treasury","HM Treasury","Budget & Tax Strategy","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","23143","862470","1.00","0","0","","Policy","","1"
"22986","N/D","SCS1","Deputy Director, Finance Professionalism","Responsible for  Finance Professionalism","Her Majesty's Treasury","HM Treasury","Office of Head of Government Finance Profession","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19596","498234","0.94","0","0","","Policy","Part time","1"
"22980","N/D","SCS1","Deputy Director, Government Financial Reporting","Responsible for Government Financial Reporting","Her Majesty's Treasury","HM Treasury","Government Financial Reporting","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19596","794230","1.00","0","0","","Finance","","1"
"22929","N/D","SCS1","Deputy Director, Internal Audit and OSCAR","Responsible for Internal Audit and OSCAR","Her Majesty's Treasury","HM Treasury","Internal Audit and OSCAR","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","22950","418536","1.00","0","0","","Finance","","1"
"22868","N/D","SCS1","Deputy Director, Sanctions and Counter Illicit Finance","Respobsible for Sanctions and Counter Illicit Finance","Her Majesty's Treasury","HM Treasury","Sanctions and Counter Illicit Finance","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19573","0","1.00","0","0","","Policy","","1"
"22843","N/D","SCS1","Deputy Director, Financial Services Strategy","Responsible for Financial Services Strategy","Her Majesty's Treasury","HM Treasury","Financial Services Strategy","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19572","861634","1.00","0","0","","Policy","","1"
"22795","N/D","SCS1","Deputy Director, Economics of Scotland and the UK","Responsible for Economics of Scotland and the UK","Her Majesty's Treasury","HM Treasury","Economics of the Union","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19787","0","1.00","0","0","","Policy","","1"
"22384","N/D","SCS1","Deputy Director, Workforce Pay and Pensions","Responsible for Workforce Pay and Pensions","Her Majesty's Treasury","HM Treasury","Workforce Pay and Pensions Team","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19596","759036","1.00","0","0","","Finance","","1"
"22326","N/D","SCS1","Deputy Director, Housing and Planning","Responsible for Housing and Planning","Her Majesty's Treasury","HM Treasury","Housing and Planning","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19809","338607","1.00","0","0","","Policy","","1"
"22043","N/D","SCS1","Deputy Director, Fiscal Policy and Statistics","Responsible for Fiscal Policy and Statistics","Her Majesty's Treasury","HM Treasury","Fiscal Policy & Statistics","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19806","668465","1.00","0","0","","Policy","","1"
"22016","N/D","SCS1","Deputy Director, Contingency Planning","Responsible for Contingency Planning","Her Majesty's Treasury","HM Treasury","Contingency Planning","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19591","639779","1.00","0","0","","Policy","","1"
"21814","N/D","SCS1","Deputy Director,Public Services","Responsible for Directors Office Public Services","Her Majesty's Treasury","HM Treasury","Directors Office Public Services","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19809","0","1.00","0","0","","Policy","","1"
"21470","N/D","SCS1","Deputy Director, Communications","Responsible for Communications","Her Majesty's Treasury","HM Treasury","Communications","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19678","692807","1.00","0","0","","Policy","","1"
"21193","N/D","SCS1","Deputy Director, International Institutions and Policy","Responsible for International Institutions and Policy","Her Majesty's Treasury","HM Treasury","International Institutions and Policy","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19573","734992","0.91","0","0","","Policy","Part time","1"
"21049","N/D","SCS1","Deputy Director, Growth Productivity and Infrastructure Strategy","Responsible for Growth Productivity and Infrastructure","Her Majesty's Treasury","HM Treasury","Infrastructure Strategy","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19618","334406","1.00","0","0","","Policy","","1"
"20994","N/D","SCS1","Deputy Director, Labour Markets and Distributional Analysis","Responsible for Labour Markets and Distributional Analysis","Her Majesty's Treasury","HM Treasury","Labour Markets and Distributional Analysis","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19812","591907","1.00","0","0","","Policy","","1"
"20970","N/D","SCS1","Deputy Director, Financial Stability and ICB Implementation","Responsible for Financial Stability and ICB Implementation","Her Majesty's Treasury","HM Treasury","ICB Implementation Team","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19591","383983","1.00","0","0","","Policy","","1"
"20914","N/D","SCS1","Deputy Director, Personal Taxation","Responsible for Personal Taxation","Her Majesty's Treasury","HM Treasury","Personal Taxation","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19812","739153","1.00","0","0","","Policy","","1"
"20727","N/D","SCS1","Deputy Director, Debt and Reserves Management","Responsible for Debt and Reserves Management","Her Majesty's Treasury","HM Treasury","Debt & Reserves Management","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19806","338774","1.00","0","0","","Policy","","1"
"20423","N/D","SCS1","Deputy Director, Ministerial Support","Responsible for Ministerial Support","Her Majesty's Treasury","HM Treasury","Ministerial Support","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19678","1776381","1.00","0","0","","Policy","","1"
"20238","N/D","SCS1","Deputy Director, Tax administration, Spending and Reform","Responsible for Tax Administration Strategy and Reform","Her Majesty's Treasury","HM Treasury","Tax Administration: Spending and Reform","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19812","418602","1.00","0","0","","Policy","","1"
"20153","N/D","SCS1","Deputy Director, Banking Standards and Legacy Assets","Responsible for Banking Standards and Legacy Assets","Her Majesty's Treasury","HM Treasury","Banking Standards and Legacy Assets","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19591","222849","1.00","0","0","","Policy","","1"
"20099","N/D","SCS1","Deputy Director, Corporate Centre Change and Management Team","Responsible for Corporate Centre Change and Management","Her Majesty's Treasury","HM Treasury","Corporate Centre Change and Management Team","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","20724","1169881","1.00","0","0","","Policy","","1"
"19790","N/D","SCS1","Deputy Director, Government Economics and Social Research","Responsible for Government Economics and Social Research","Her Majesty's Treasury","HM Treasury","Government Economic & Social Research Unit","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19787","686613","1.00","0","0","","Economics","","1"
"19736","N/D","SCS1","Deputy Director, Joint Workspace Solutions","Responsible for Managing Business Processes, Systems, Contracts and Service Delivery, ICT and Estates Infrastructure and Sustainability, Information and Knowledge Management, Business Continuity and Departmental Security","Her Majesty's Treasury","HM Treasury","Joint Workplace Solutions","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","10256","2151017","1.00","0","0","","Information Technology","","1"
"19683","N/D","SCS1","Deputy Director, Group Human Resources","Responsible for Development of HR Policies and Processes including Learning and Development, Health and Safety, Employee Wellbeing","Her Majesty's Treasury","HM Treasury","Group Human Resources","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","20724","1392232","1.00","0","0","","Human Resources","","1"
"19186","N/D","SCS1","Deputy Director, Pensions and Savings Team","Responsible for policy and strategy on state pensions, other support for pensioners, savings and private pensions","Her Majesty's Treasury","HM Treasury","Pensions and Savings Team","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19812","424499","1.00","0","0","","Policy","","1"
"18931","N/D","SCS1","Deputy Director, Corporate Finance, Business, Innovation and Skills","Responsible for Corporate Finance, Business, Innovation and Skills","Her Majesty's Treasury","HM Treasury","Corporate Finance, Business, Innovation & Skills","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19618","700438","1.00","0","0","","Economics","","1"
"18847","N/D","SCS1","Deputy Director, Transport Regulation and Competition","Responsible for Transport Regulation and Competition","Her Majesty's Treasury","HM Treasury","Transport Regulation and Competition","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19618","576657","1.00","0","0","","Economics","","1"
"17974","N/D","SCS1","Deputy Director, Excise and Enterprise Tax","Responsible for policy on social excise duties and tax measures to support investment in and by business","Her Majesty's Treasury","HM Treasury","Excise and Enterprise Tax","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19535","680842","0.80","0","0","","Policy","","1"
"17876","N/D","SCS1","Deputy Director, Treasury Group Commercial","Responsible for managing supplier relationships and securing value for money in the procurement and commercial management of goods, works and services for the Treasury Group.","Her Majesty's Treasury","HM Treasury","Treasury Group Commercial","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","10256","483922","1.00","0","0","","Procurement","","1"
"16918","N/D","SCS1","Deputy Director, Financial Stability Interventions Management","Responsible for Financial Stability Interventions Management","Her Majesty's Treasury","HM Treasury","Interventions Management","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19591","296360","1.00","0","0","","Economics","","1"
"16912","N/D","SCS1","Deputy Director, Securities and Markets","Responsible for Securties and Markets","Her Majesty's Treasury","HM Treasury","Securities & Markets","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19572","503826","1.00","0","0","","Policy","","1"
"15784","N/D","SCS1","Deputy Director, Banking and Financial Services Analysis","Responsible for Banking and Financial Services Analysis","Her Majesty's Treasury","HM Treasury","Banking & Financial Sector Analysis","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19572","476857","1.00","0","0","","Policy","","1"
"14487","N/D","SCS1","Deputy Director, Macroeconomic Coordination & Strategy","Responsible for Macroeconomic Coordination & Strategy","Her Majesty's Treasury","HM Treasury","Macroeconomic Coordination & Strategy","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19787","447877","1.00","0","0","","Economics","","1"
"14311","N/D","SCS1","Deputy Director, Devolved Countries Unit","Responsible for oversight of Devolved Administrations expenditure","Her Majesty's Treasury","HM Treasury","Devolved Countries","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","23143","653436","1.00","0","0","","Policy","","1"
"14171","N/D","SCS1","Deputy Director, Intervention Strategy and Markets","Responsible for the Intervention Strategy and Markets","Her Majesty's Treasury","HM Treasury","Intervention Strategy and Markets","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19806","0","1.00","0","0","","Policy","","1"
"13541","N/D","SCS1","Deputy Director, European Economic Policy","Responsible for European Economic Policy","Her Majesty's Treasury","HM Treasury","European Economic Policy","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19576","506449","1.00","0","0","","Policy","","1"
"13153","N/D","SCS1","Deputy Director, Home and Legal","Responsible for Home and Legal","Her Majesty's Treasury","HM Treasury","Home and Legal","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","22950","558287","1.00","0","0","","Policy","","1"
"13071","N/D","SCS1","Deputy Director, EU Institutions and Policy","Responsible for, EU Institutions and Policy, Structural Reform, and Economic growth.","Her Majesty's Treasury","HM Treasury","European Institutions and Policy","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19576","645720","1.00","0","0","","Policy","","1"
"11170","N/D","SCS1","Deputy Director, Treasury officer of Accounts","Responsible for Treasury Officer of Accounts","Her Majesty's Treasury","HM Treasury","Treasury Officer of Accounts","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","22950","421595","1.00","0","0","","Policy","","1"
"11060","N/D","SCS1","Deputy Director, Local Government and Regions","Responsible for oversight  for local government expenditure, local growth policy and regional and local briefing","Her Majesty's Treasury","HM Treasury","Local Government","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19809","345774","1.00","0","0","","Policy","","1"
"11026","N/D","SCS1","Deputy Director, Health","Responsible for oversight of health","Her Majesty's Treasury","HM Treasury","Health","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19809","452884","1.00","0","0","","Economics","","1"
"11026","N/D","SCS1","Deputy Director, Health","Responsible for oversight of health","Her Majesty's Treasury","HM Treasury","Health","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19809","0","0.75","0","0","","Economics","Part Time","1"
"10933","N/D","SCS1","Deputy Director, Energy, Environment and Agriculture","Responsible for Energy, Environment and Agriculture","Her Majesty's Treasury","HM Treasury","Energy, Environment and Agriculture","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19618","476124","1.00","0","0","","Policy","","1"
"10918","N/D","SCS1","Deputy Director, Education, Children and Culture","Responsible for oversight of Education, Culture, Media and Sport including Olympics expenditure","Her Majesty's Treasury","HM Treasury","Education, Children and Culture","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19809","446775","1.00","0","0","","Policy","","1"
"10903","N/D","SCS1","Deputy Director, Defence,Diplomacy and Intelligence","Responsible for Defence,Diplomacy and Intelligence","Her Majesty's Treasury","HM Treasury","Defence Diplomacy & Intelligence","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","22950","551266","1.00","0","0","","Policy","","1"
"10817","N/D","SCS1","Deputy Director, Banking and Credit Team","Responsible for policy on business and consumer lending, mortgages and funding, retail banking issues, payment services and mutual financial institutions.","Her Majesty's Treasury","HM Treasury","Banking & Credit","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19564","618873","1.00","0","0","","Policy","","1"
"10798","N/D","SCS1","Deputy Director, Energy, Development, and Global Economy","Responsible for Energy, Development, and Global Economy","Her Majesty's Treasury","HM Treasury","Energy, Development, Global Economy","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19573","482586","1.00","0","0","","Economics","","1"
"10737","N/D","SCS1","Deputy Director, Insurance and Savings Team","Responsible for policy on insurance, financial capability, corporate governance and remuneration.","Her Majesty's Treasury","HM Treasury","Insurance and Savings","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19564","626871","1.00","0","0","","Policy","","1"
"10699","N/D","SCS1","Deputy Director, European Union Finances","Responsible for European Union Finances","Her Majesty's Treasury","HM Treasury","European Union Finances","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19576","456091","1.00","0","0","","Policy","","1"
"10658","N/D","SCS1","Deputy Director, Sanctions and Counter Illicit Finance","Respobsible for Sanctions and Counter Illicit Finance","Her Majesty's Treasury","HM Treasury","Sanctions and Counter Illicit Finance","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19573","1069438","1.00","0","0","","Policy","","1"
"10304","N/D","SCS1","Deputy Director, Treasury Group Internal Audit","Responsible for providing independent and objective audit services to the Accounting Officer and Treasury Group Audit Committee.","Her Majesty's Treasury","HM Treasury","Treasury Group Internal Audit","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","10256","0","0.60","0","0","","Internal Audit","Part Time","1"
"10269","N/D","SCS1","Deputy Director Group Finance","Responsible for management of Treasury Group financial resources, budgeting and controls and finance operations including invoicing and payment of suppliers.","Her Majesty's Treasury","HM Treasury","Group Finance","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","10256","1138799","1.00","0","0","","Finance","","1"
"10135","N/D","SCS1","Deputy Director Welfare, Spending and Reform","Responsible for employment and welfare policy for working age, DWP and welfare expenditure","Her Majesty's Treasury","HM Treasury","Welfare Spending and Reform","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19812","565842","1.00","0","0","","Policy","","1"
"10077","N/D","SCS1","Deputy Director, Enviroment and Transport Tax","Responsible Enviroment and Transport Tax","Her Majesty's Treasury","HM Treasury","Environmental And Transport Tax","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19535","841306","1.00","0","0","","Policy","","1"
"10057","N/D","SCS1","Deputy Director, Corporate Tax","Responsible for Policy on Corporate and Financial Sector Taxation","Her Majesty's Treasury","HM Treasury","Corporate Taxation","020 7270 5000","public.enquiries@hmtreasury.gsi.gov.uk","19535","645631","1.00","0","0","","Policy","","1"
"0","N/D","SCS1","Not in Post","N/A","Her Majesty's Treasury","HM Treasury","N/A","N/A","public.enquiries@hmtreasury.gsi.gov.uk","19533","0","1.00","0","0","","Policy","Not In Post","1"
"0","N/D","SCS1","Not in Post","N/A","Her Majesty's Treasury","HM Treasury","N/A","N/A","public.enquiries@hmtreasury.gsi.gov.uk","19576","0","1.00","0","0","","Policy","Not In Post","1"
"0","N/D","SCS1","Not in Post","N/A","Her Majesty's Treasury","HM Treasury","N/A","N/A","public.enquiries@hmtreasury.gsi.gov.uk","10256","0","1.00","0","0","","Policy","Not In Post","1"
"0","N/D","SCS1","Not in Post","N/A","Her Majesty's Treasury","HM Treasury","N/A","N/A","public.enquiries@hmtreasury.gsi.gov.uk","19535","0","1.00","0","0","","Policy","Not In Post","1"
"10583","Eliminated","SCS1","Deputy Director, Macroeconomic Analysis","Responsible for Macroeconomic Analysis","Her Majesty's Treasury","HM Treasury","Macroeconomic Analysis","N/A","public.enquiries@hmtreasury.gsi.gov.uk","10583","0","1.00","0","0","","Economics","","1"
"10594","Eliminated","SCS1","Deputy Director, Macroeconomic Prospects","Responsible for Macroeconomic Prospects","Her Majesty's Treasury","HM Treasury","Macroeconomic Prospects","N/A","public.enquiries@hmtreasury.gsi.gov.uk","10594","0","1.00","0","0","","Economics","","1"
"10671","Eliminated","SCS1","Deputy Director, Financial Regulation Strategy","Responsible for the Financial Regulation Reform Bill","Her Majesty's Treasury","HM Treasury","Financial Regulation Strategy","N/A","public.enquiries@hmtreasury.gsi.gov.uk","10671","0","1.00","0","0","","Policy","","1"
"10971","Eliminated","SCS1","Deputy Director, General Expenditure Policy","Responsible for General Expenditure Policy/Management Support","Her Majesty's Treasury","HM Treasury","General Expenditure Policy","N/A","public.enquiries@hmtreasury.gsi.gov.uk","10971","0","1.00","0","0","","Policy","","1"
