"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"11201","Alison Leslie","SCS3","HMA and Permanent Representative to NATO","Representing British interests at NATO","Foreign and Commonwealth Office","Foreign and Commonwealth office","International Institutions Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","120000","124999","","Policy","","1"
"11202","Mark Lyall Grant","SCS3","Permanent Representative and Ambassador to the United Nations","Representing British interests at the UN","Foreign and Commonwealth Office","Foreign and Commonwealth office","International Institutions Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","140000","144999","","Policy","","1"
"11203","Patrick Turner","SCS2","Deputy Permanent Representative to NATO","Representing British interests at NATO","Foreign and Commonwealth Office","Foreign and Commonwealth office","International Institutions Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
"11204","Philip Parham","SCS2","HMA and Deputy Permanent Representative to the United Nations","Representing British interests at the UN","Foreign and Commonwealth Office","Foreign and Commonwealth office","International Institutions Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
"11300","David Quarrey","SCS2","Director Middle East & North Africa","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","13306516","1.00","80000","84999","","Policy","","1"
"11301","Simon Collis","SCS2","HMA Baghdad","Representing British interests in Iraq","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","80000","84999","","Policy","","1"
"11302","John Jenkins","SCS3","HMA Riyadh","Representing British interests in Saudi Arabia","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","120000","124999","","Policy","","1"
"11304","James Watt","SCS2","HMA Cairo","Representing British interests in Egypt","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
"11305","Francis Baker","SCS2","HMA Kuwait","Representing British interests in Kuwait","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
"11306","Vacant","SCS2","HMA Damascus","Representing British interests in Syria","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","N/A","dp-foi.img@fco.gov.uk","11000","0","1.00","0","0","","Policy","","1"
"11307","Vincent Fean","SCS2","Head of Post, Jerusalem","Representing British interests in Israel","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
"11308","Matthew Gould","SCS2","HMA Tel Aviv","Representing British interests in Israel","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
"11310","Dominic Jermey","SCS2","HMA United Arab Emirates","Representing British interests in the UAE","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
"11311","Peter Millett","SCS2","HMA Amman","Representing British interests in Jordan","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","90000","94999","","Policy","","1"
"11312","Michael Aron","SCS3","HMA Tripoli","Representing British interests in Libya","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","90000","94999","","Policy","","1"
"11313","Michael O'Neill","SCS2","HMA Doha","Representing British interests in Qatar","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","80000","84999","","Policy","","1"
"11314","Vacant","SCS2","Libya Unit","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","N/A","dp-foi.img@fco.gov.uk","11000","0","1.00","0","0","","Policy","","1"
"11315","Jon Davies","SCS2","Additional Director Middle East & North Africa","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","80000","84999","","Policy","","1"
"11316","Vacant","SCS2","Additional Director Middle East & North Africa","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","N/A","dp-foi.img@fco.gov.uk","11000","0","1.00","0","0","","Policy","","1"
"11317","Tom Fletcher","SCS2","HMA Beirut","Representing British interests in Lebanon","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","80000","84999","","Policy","","1"
"11400","Vacant","SCS2","Director Eastern Europe and Central Asia","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth office","Eastern Europe and Central Asia Directorate","N/A","dp-foi.img@fco.gov.uk","11000","4845638","1.00","0","0","","Policy","","1"
"11401","Timothy Barrow","SCS3","HMA Moscow","Representing British interests in Russia","Foreign and Commonwealth Office","Foreign and Commonwealth office","Eastern Europe and Central Asia Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","120000","124999","","Policy","","1"
"11402","Denis Keefe","SCS2","DHM Moscow","Representing British interests in Russia","Foreign and Commonwealth Office","Foreign and Commonwealth office","Eastern Europe and Central Asia Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
"11403","Simon Smith","SCS2","HMA Kyiv","Representing British interests in Ukraine","Foreign and Commonwealth Office","Foreign and Commonwealth office","Eastern Europe and Central Asia Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","90000","94999","","Policy","","1"
"12000","Robert Hannigan","SCS3","Director General Defence & Intelligence","Providing senior policy advice at Board level","Foreign and Commonwealth Office","Foreign and Commonwealth office","DG Defence & Intelligence","0207 008 1500","dp-foi.img@fco.gov.uk","10000","1855000","1.00","130000","134999","","Policy","","1"
"12200","Katherine Smith","SCS2","Director Americas","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth office","Americas Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12000","0","1.00","80000","84999","","Policy","","1"
"12201","Peter Westmacott","SCS4","HMA Washington","Representing British interests in USA","Foreign and Commonwealth Office","Foreign and Commonwealth office","Americas Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12000","0","1.00","165000","169999","","Policy","","1"
"12202","Alan Charlton","SCS3","HMA Brasilia","Representing British interests in Brazil","Foreign and Commonwealth Office","Foreign and Commonwealth office","Americas Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12000","0","1.00","115000","119999","","Policy","","1"
"12203","Philip Barton","SCS2","DHM Washington","Representing British interests in USA","Foreign and Commonwealth Office","Foreign and Commonwealth office","Americas Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12000","0","1.00","85000","89999","","Policy","","1"
"12204","Daniel Lopez","SCS2","British Consul General and Director General Trade and Investment USA","Supporting UK companies and foreign investment","Foreign and Commonwealth Office","Foreign and Commonwealth office","Americas Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12000","0","1.00","120000","124999","","Policy","","1"
"12205","Lindsay Croisdale-Appleby","SCS2","HMA Bogota","Representing British interests in Colombia","Foreign and Commonwealth Office","Foreign and Commonwealth office","Americas Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12000","0","1.00","80000","84999","","Policy","","1"
"12206","Howard Drake","SCS2","HMA Kingston","Representing British interests in Jamaica","Foreign and Commonwealth Office","Foreign and Commonwealth office","Americas Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12000","0","1.00","85000","89999","","Policy","","1"
"12207","Judith Macgregor","SCS2","HMA Mexico City","Representing British interests in Mexico","Foreign and Commonwealth Office","Foreign and Commonwealth office","Americas Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12000","0","1.00","85000","89999","","Policy","","1"
"12208","John Freeman","SCS2","HMA Buenos Aires","Representing British interests in Argentina","Foreign and Commonwealth Office","Foreign and Commonwealth office","Americas Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12000","0","1.00","85000","89999","","Policy","","1"
"12209","Catherine Nettleton","SCS2","HMA Caracas","Representing British interests in Venezuela","Foreign and Commonwealth Office","Foreign and Commonwealth office","Americas Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12000","0","1.00","80000","84999","","Policy","","1"
"12210","Vacant","SCS2","BHC Ottawa","Representing British interests in Canada","Foreign and Commonwealth Office","Foreign and Commonwealth office","Americas Directorate","N/A","dp-foi.img@fco.gov.uk","12000","0","1.00","0","0","","Policy","","1"
"12301","Susan D'Allegeershecque","SCS2","HMA Vienna and UK Permanent Representative to the UN and other International Organisations in Vienna","Representing British interests in Austria","Foreign and Commonwealth Office","Foreign and Commonwealth office","Defence and Strategic Threats Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12000","0","1.00","90000","94999","","Policy","","1"
"12406","Peter Richard Hayes","SCS2","OT - Director","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth office","Overseas Territories Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12000","2289592","1.00","85000","89999","","Policy","","1"
"12500","Laurence Bristow","SCS2","Director National Security","Senior policy advice on national security","Foreign and Commonwealth Office","Foreign and Commonwealth office","National Security Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12000","3859055","1.00","85000","89999","","Policy","","1"
"12600","Sarah Macintosh","SCS2","Director Defence & International Security","Senior policy advice on defence and international security","Foreign and Commonwealth Office","Foreign and Commonwealth office","Defence and Inernational Security Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12000","19880138","1.00","80000","84999","","Policy","","1"
"12700","Timothy Dowse","SCS2","Director Cyber Poilicy","Senior policy advice on cyber issues","Foreign and Commonwealth Office","Foreign and Commonwealth office","Cyber Policy Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12000","0","1.00","90000","94999","","Policy","","1"
"13000","Barbara Woodward","SCS3","DG Economic and Consular","Providing senior policy advice at Board level","Foreign and Commonwealth Office","Foreign and Commonwealth office","DG Europe & Globalisation","0207 008 1500","dp-foi.img@fco.gov.uk","10000","4670000","1.00","115000","119999","","Policy","","1"
"13200","Nicholas Kay","SCS2","Director Africa","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth office","Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","10709652","1.00","80000","84999","","Policy","","1"
"13201","Deborah Bronnert","SCS2","HMA Harare","Representing British interests in Zimbabwe","Foreign and Commonwealth Office","Foreign and Commonwealth office","Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","85000","89999","","Policy","","1"
"13202","Nicola Brewer","SCS3","BHC Pretoria","Representing British interests in South Africa","Foreign and Commonwealth Office","Foreign and Commonwealth office","Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","135000","139999","","Policy","","1"
"13203","Andrew Pocock","SCS3","BHC Abuja","Representing British interests in Nigeria","Foreign and Commonwealth Office","Foreign and Commonwealth office","Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","100000","104999","","Policy","","1"
"13204","Peter Tibber","SCS2","HMA Khartoum","Representing British interests in Sudan","Foreign and Commonwealth Office","Foreign and Commonwealth office","Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","85000","89999","","Policy","","1"
"13205","Gregory Dorey","SCS2","HMA Addis Ababa","Representing British interests in Ethiopia","Foreign and Commonwealth Office","Foreign and Commonwealth office","Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","85000","89999","","Policy","","1"
"13206","Christian Turner","SCS2","BHC Nairobi","Representing British interests in Kenya","Foreign and Commonwealth Office","Foreign and Commonwealth office","Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","85000","89999","","Policy","","1"
"13207","Peter Jones","SCS2","BHC Accra","Representing British interests in Ghana","Foreign and Commonwealth Office","Foreign and Commonwealth office","Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","80000","84999","","Policy","","1"
"13209","John David Dennis","SCS2","ADS - General","Senior policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth office","Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","1293747","1.00","85000","89999","","Policy","","1"
"13208","Susannah Simon","SCS2","Director Migration","Leading delivery of migration management","Foreign and Commonwealth Office","Foreign and Commonwealth office","Migration Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","80000","84999","","Policy","","1"
"13300","Simon Manley","SCS2","Director Europe","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","2051820","1.00","85000","89999","","Policy","","1"
"13301","Jon Cunliffe","SCS4","UK Permanent Representative to the EU","Representing British interests at the EU","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","165000","169999","","Policy","","1"
"13302","Shan Morgan","SCS3","Deputy Permanent Representative to the EU","Representing British interests at the EU","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","110000","114999","","Policy","","1"
"13303","Simon Mcdonald","SCS3","HMA Berlin","Representing British interests in Germany","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","125000","129999","","Policy","","1"
"13304","Giles Paxman","SCS3","HMA Madrid","Representing British interests in Spain","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","110000","114999","","Policy","","1"
"13305","David Reddaway","SCS3","HMA Ankara","Representing British interests in Turkey","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","110000","114999","","Policy","","1"
"13306","Peter Ricketts","SCS4","HMA Paris","Representing British interests in France","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","170000","174999","","Policy","","1"
"13307","Paul Arkwright","SCS2","HMA The Hague","Representing British interests in the Netherlands","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","80000","84999","","Policy","","1"
"13308","Julian Braithwaite","SCS2","Political and Security Committee Ambassador to the EU","Representing British interests at the EU","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","80000","84999","","Policy","","1"
"13310","Michael Davenport","SCS2","HMA Belgrade","Representing British interests in Serbia","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","80000","84999","","Policy","","1"
"13312","Karen Pierce","SCS2","Head of Post UKMIS Geneva","Representing British interests at the UN in Geneva","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","85000","89999","","Policy","","1"
"13314","Matthew Kidd","SCS2","BHC Nicosia","Representing British interests in Cyprus","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","85000","89999","","Policy","","1"
"13315","Dominick Chilcott","SCS2","HMA Dublin","Representing British interests Republic of Ireland","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","85000","89999","","Policy","","1"
"13316","John Kittmer","SCS2","HMA Athens","Representing British interests in Greece","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","85000","89999","","Policy","","1"
"13317","Paul Johnston","SCS2","HMA Stockholm","Representing British interests in Sweden","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","90000","94999","","Policy","","1"
"13318","Christopher Prentice","SCS2","HMA Rome","Representing British interests in Italy","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","110000","114999","","Policy","","1"
"13319","Robin Barnett","SCS2","HMA Warsaw","Representing British interests in Poland","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","90000","94999","","Policy","","1"
"13320","Andrew Noble","SCS2","DHM Berlin","Representing British Interests in Germany","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","85000","89999","","Policy","","1"
"13321","Ian Cameron Cliff","SCS2","HMA Pristina","Representing British Interests in Kosovo","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","85000","89999","","Policy","","1"
"13322","Robert Turner","SCS2","British Consul General Istanbul","Representing British interests in Turkey","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","85000","89999","","Policy","","1"
"13323","Jill Morris","SCS2","Director EU - General","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","80000","84999","","Policy","","1"
"13400","Peter Wilson","SCS2","Director Asia Pacific","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","10089100","1.00","80000","84999","","Policy","","1"
"13401","Timothy Hitchens","SCS3","HMA Tokyo","Representing British interests in Japan","Foreign and Commonwealth Office","Foreign and Commonwealth office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","120000","124999","","Policy","","1"
"13402","Sebastian Wood","SCS3","HMA Beijing","Representing British interests in China","Foreign and Commonwealth Office","Foreign and Commonwealth office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","130000","134999","","Policy","","1"
"13403","Mark Kent","SCS2","HMA Bangkok","Representing British interests in Thailand","Foreign and Commonwealth Office","Foreign and Commonwealth office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","80000","84999","","Policy","","1"
"13404","Simon Featherstone","SCS2","BHC Kuala Lumpur","Representing British interests in Malaysia","Foreign and Commonwealth Office","Foreign and Commonwealth office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","85000","89999","","Policy","","1"
"13405","Julia Longbottom","SCS2","DHM Tokyo","Representing British interests in Japan","Foreign and Commonwealth Office","Foreign and Commonwealth office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","80000","84999","","Policy","","1"
"13406","Mark Canning","SCS2","HMA Jakarta","Representing British interests in Indonesia","Foreign and Commonwealth Office","Foreign and Commonwealth office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","80000","84999","","Policy","","1"
"13407","Paul Madden","SCS2","BHC Canberra","Representing British interests in Australia","Foreign and Commonwealth Office","Foreign and Commonwealth office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","85000","89999","","Policy","","1"
"13408","Caroline Wilson","SCS2","British Consul General to Hong Kong and Macao","Representing British interests in the Hong Kong Special Administrative Region","Foreign and Commonwealth Office","Foreign and Commonwealth office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","80000","84999","","Policy","","1"
"13409","Andrew Wightman","SCS2","HMA Seoul","Representing British interests in South Korea","Foreign and Commonwealth Office","Foreign and Commonwealth office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","90000","94999","","Policy","","1"
"13410","Andrew Key","SCS2","DHM Beijing","Representing British interests in China","Foreign and Commonwealth Office","Foreign and Commonwealth office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","80000","84999","","Policy","","1"
"13411","Antony Phillipson","SCS2","BHC Singapore","Representing British interests in Singapore","Foreign and Commonwealth Office","Foreign and Commonwealth office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","85000","89999","","Policy","","1"
"13412","Christopher Wood","SCS2","Taipei - General","Representing British Interests in Taiwan","Foreign and Commonwealth Office","Foreign and Commonwealth office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","80000","84999","","Policy","","1"
"13413","Stephen Lillie","SCS2","HMA Manila","Representing British Interests in Philippines","Foreign and Commonwealth Office","Foreign and Commonwealth office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","80000","84999","","Policy","","1"
"13414","David Fitton","SCS2","SEAPG - General","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","0","1.00","80000","84999","","Policy","","1"
"13500","Charles Hay","SCS2","Director Consular","Leading delivery of consular services to British nationals","Foreign and Commonwealth Office","Foreign and Commonwealth office","Consular Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","8211460","1.00","80000","84999","","Operational Delivery","","1"
"13700","Andrew Jonathan Mitchell","SCS2","Director Prosperity","Providing senior policy advice on the prosperity agenda","Foreign and Commonwealth Office","Foreign and Commonwealth office","Prosperity Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","3871111","1.00","85000","89999","","Operational Delivery","","1"
"14000","Matthew Rycroft","SCS3","Director General Operations","Board level leadership of corporate services","Foreign and Commonwealth Office","Foreign and Commonwealth office","DG Operations (Formerly C&D)","0207 008 1500","dp-foi.img@fco.gov.uk","10000","12045185","1.00","120000","124999","","Operational Delivery","","1"
