"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"13","N/D","SCS1","Head of Demand Reduction and Retail Energy Markets","Develop/implement Government policy on electricity system balancing, electricity demand reduction and retail energy markets","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","3","771170","1.00","0","0","","Policy","","1"
"14","N/D","SCS1","Head of Integration, CCS Competition","Delivery Team - Office of Carbon Capture and Storage","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","101","790011","1.00","0","0","","Policy","","1"
"16","Eliminated","SCS1","Head of System Balancing & Retail Markets","To develop policy on system balancing & retail markets","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","N/A","correspondence@decc.gsi.gov.uk","3","0","1.00","0","0","","Policy","This post has been eliminated","1"
"17","N/D","SCS1","Acting Head of Renewables Industry and Investment","To lead the Renewables Industry and Investment team","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","9","683318","1.00","0","0","","Policy","","1"
"18","N/D","SCS1","Deputy Director, Future Electricity Networks","To ensure the right electricity networks are in place to support the UK's cost effective transition to a low carbon economy and maintain secure energy supply. Responsible for the policy framework that enables the networks to adapt to changes in electricity generation and demand  over the coming decades.","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","3","595636","1.00","0","0","","Policy","","1"
"19","N/D","SCS1","Head of New Nuclear and Strategy","To enable new nuclear build in the UK","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","8","796129","1.00","0","0","","Policy","","1"
"20","N/D","SCS1","Head of Carbon Capture & Storage Policy","Developing Carbon Capture & Storage Policy","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","6","779185","1.00","0","0","","Policy","","1"
"21","N/D","SCS1","Head of Offshore Oil and Gas Environment and Decommissioning","Environmental regulation of the offshore oil and gas industry","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","5","2145679","1.00","0","0","","Policy","","1"
"22","N/D","SCS1","Head - Energy Economics and Analysis","Provision of economic analysis and advice on energy policy. This includes on wholesale and retail competition, electricity market reform, networks, system balancing, nuclear, CCS, commercial, oil and gas","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","3","860028","1.00","0","0","","Economics","","1"
"23","N/D","SCS1","Head of Coal Liabilities","Responsible for the liabilities of the nationalised coal industry in the UK","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","5","607449","1.00","0","0","","Policy","","1"
"26","N/D","SCS1","Head,  Renewables Delivery","Promote deployment of cost effective renewables in the UK","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","9","975206","1.00","0","0","","Policy","","1"
"28","N/D","SCS1","Head of Energy Market Design","Leading development of a package of reforms to the electricity market that will enable sufficient investment to deliver secure, affordable, and low carbon power.","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","3","760533","1.00","0","0","","Policy","","1"
"29","N/D","SCS1","Head of National Infrastructure Consents","Responsible for assessing planning applications for major energy proposals including power stations and overhead lines, and advising on planning policy for major infrastructure","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","5","634134","1.00","0","0","","Policy","","1"
"30","N/D","SCS1","Head of Nuclear Waste and Safety Policy","The Waste & Safety Policy team are part of the Office for Nuclear Development and are responsible for policies on radioactive and nuclear waste, safety, plutonium disposition, implementation of Paris-Brussels conventions on liability, nuclear fuel cycle and  nuclear R&D.  The team work in partnership with the Nuclear Decommissioning Authority, the National Nuclear Laboratory, the Office of Nuclear Regulation and the Environment Agency.","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","8","0","1.00","0","0","","Policy","","1"
"31","Eliminated","SCS1","Acting Head of Feed-in Tariffs team","Run Feed-in tariffs scheme and carry out review","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","N/A","correspondence@decc.gsi.gov.uk","9","0","1.00","0","0","","Policy","This post has been eliminated","1"
"32","N/D","SCS1","Head Licensing exploration and Development","Licensing  UK's oil and gas and CO2","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","5","1877852","1.00","0","0","","Policy","","1"
"33","N/D","SCS1","Renewables Programme Director","To increase the deployment of renewable energy in the UK as cost effectively as possible","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","9","718614","1.00","0","0","","Policy","","1"
"34","David Mackay","SCS3","Chief Scientific Adviser","Ensuring that the Department’s policies and operations, and its contributions to wider Government issues, are underpinned by the best science and engineering advice available. The salary shown is not actual as Secondee salaries are not disclosed as part of this exercise, but a representation of the salary for the role.","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","0300 060 4000","correspondence@decc.gsi.gov.uk","1","300800","0.81","105000","109999","","Science and Engineering","Not actual salary as Secondee salaries are not disclosed as part of this exercise, but a representation of the salary for the role. Costs included with post 36","1"
"35","Paul Hollinshead","SCS2","Director of Science and Innovation","To manage the science and innovation programme that underpins future UK energy security, provides evidence to underpin decision making and contributes to the reduction of the risk of climate change","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","0300 060 4000","correspondence@decc.gsi.gov.uk","34","0","1.00","80000","84999","","Science and Engineering","","1"
"36","N/D","SCS1","Head of Science","Science and Analysis","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","0300 060 4000","correspondence@decc.gsi.gov.uk","35","1121576","1.00","0","0","","Science and Engineering","Includes costs of post 34","1"
"37","N/D","SCS1","Head of Engineering","Management of innovation policy, innovation delivery and central engineers","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","0300 060 4000","correspondence@decc.gsi.gov.uk","35","1484006","1.00","0","0","","Science and Engineering","","1"
"38","Wendy Barnes","SCS3","Director General, Operations Group","Responsible for corporate and other services that meet DECC’s needs and provide value for money","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","1","518273","0.80","110000","114999","","Policy","Not actual salary as Contractor salaries are not disclosed as part of this exercise, but a representation of the salary for the role. Includes costs of post 73","1"
"39","Ravi Gurumurthy","SCS2","Strategy Director","Responsible for the strategy and communications directorates","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","0300 060 4000","correspondence@decc.gsi.gov.uk","1","129776","1.00","80000","84999","","Policy","","1"
"40","Vanessa Howlison","SCS2","Finance Director","Responsible for ensuring that DECC manages its resources effectively and gets good value for money for the taxpayer.","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","38","0","1.00","125000","129999","","Finance","","1"
"41","Scott Milligan","SCS2","Director of Legal Services","To provide Legal Advice and Services for DECC","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","38","256898","1.00","120000","124999","","Law","","1"
"42","Alison Rumsey","SCS2","HR Director","To deliver a people strategy that will enable the Department to meet its challenging people agenda. This includes the development and delivery of a range of strategies such as pay and reward, learning and development, and diversity.","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","38","751143","1.00","95000","99999","","Human Resources","Includes Redeployment pool","1"
"43","Steven Fries","SCS2","Chief Economist and Director of Analysis","Lead and Manage the Chief Economist's Directorate and Serve as Head of Analytical Professions","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","0300 060 4000","correspondence@decc.gsi.gov.uk","1","290190","1.00","135000","139999","","Economics","Includes costs of post 103","1"
"44","N/D","SCS1","DECC Deputy Chief Economist and Head of Strategic Analysis","To provide strategic advice and analysis to support DECC in developing and evaluating policies","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","0300 060 4000","correspondence@decc.gsi.gov.uk","43","506700","1.00","0","0","","Economics","","1"
"45","Scott McPherson","SCS2","Director of Planning and Performance","Enabling DECC to achieve its strategic objectives through effective governance, business planning, portfolio, programme and project management, and enhancing capability.","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","38","0","1.00","80000","84999","","Planning","","1"
"46","N/D","SCS1","Deputy Director, Strategy Projects","Flexible project team providing advice on strategy and policy for a secure, cost effective transition to a low carbon economy: as at 30/9/11 undertaking work on the bio energy, agriculture & waste sectors","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","0300 060 4000","correspondence@decc.gsi.gov.uk","39","476936","1.00","0","0","","Policy","","1"
"47","N/D","SCS1","Deputy Director, Legal: Nuclear and Non-proliferation","To provide legal advice on Nuclear and Non-proliferation issues","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","41","498003","1.00","0","0","","Law","","1"
"48","N/D","SCS1","Head of Financial Accounting","Responsible for preparing the financial accounts for the department, financial accounting advice, and managing the supply of shared services to the department.","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","40","0","1.00","0","0","","Finance","","1"
"49","N/D","SCS1","Acting Principal Private Secretary","Private Office and Parliamentary Support to Ministers and the Permanent Secretary","Department of Energy and Climate Change","Department of Energy and Climate Change","Private Office Group","0300 060 4000","correspondence@decc.gsi.gov.uk","1","852416","1.00","0","0","","Policy","","1"
"50","N/D","SCS1","Head of HR Pay, Policy and Operations","To provide legally compliant and best practice HR policy, pay strategy and advice","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","42","825649","0.94","0","0","","Human Resources","","1"
"51","N/D","SCS1","Deputy Director, Legal: Upstream Energy, FiTs and CCS","To provide legal advice on Upstream Energy, FiTs and CCS issues","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","41","342795","1.00","0","0","","Law","","1"
"52","N/D","SCS1","Chief Information Officer","Responsible for strategy, policy and provision of services related to IT, Security, Accommodation, Sustainability and Knowledge and Information Management services to the Department","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","40","938801","1.00","0","0","","Knowledge and Information Management (KIM)","","1"
"53","N/D","SCS1","Deputy Director, Legal: Electricity Market Reform & Ofgem Review","To provide legal advice on Electricity Market Reform & Ofgem Review issues","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","41","404454","1.00","0","0","","Law","","1"
"54","Eliminated","SCS1","Deputy Director, Strategy Projects","Flexible project team providing advice on strategy and policy for a secure, cost effective transition to a low carbon economy: as at 30/9/11 undertaking work on the power sector","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","N/A","correspondence@decc.gsi.gov.uk","39","0","1.00","0","0","","Policy","This post has been eliminated","1"
"55","N/D","SCS1","Head of Statistics and Head of Profession for Statistics","Statistics","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","0300 060 4000","correspondence@decc.gsi.gov.uk","43","971611","1.00","0","0","","Statisticians","","1"
"56","N/D","SCS1","Deputy Director, Legal: Commercial and Renewables","To provide legal advice on commercial matters and renewables","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","41","395402","1.00","0","0","","Law","","1"
"57","N/D","SCS1","Head of Futures Team, Strategy Directorate","Long range implications of DECC's actions and targets; Use of 2050 Pathways Tool in the UK and overseas.","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","0300 060 4000","correspondence@decc.gsi.gov.uk","39","472379","1.00","0","0","","Policy","","1"
"58","N/D","SCS1","Deputy Director, Legal: Climate Change & International","To provide legal advice on Climate Change & International issues","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","41","328918","1.00","0","0","","Law","","1"
"59","N/D","SCS1","Deputy Director, Legal: Energy Efficiency, Heat and Fuel Poverty","To provide legal advice on Energy Efficiency, Heat and Fuel Poverty issues","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","41","376591","0.75","0","0","","Law","","1"
"60","Eliminated","SCS1","DECC Future","Responsible for Carbon Budgets, the 2050 Calculator, and ad hoc policy projects","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","N/A","correspondence@decc.gsi.gov.uk","39","0","1.00","0","0","","Policy","This post has been eliminated","1"
"61","N/D","SCS1","Acting Climate Change Economics","Working to reduce greenhouse gas emissions from activities in the UK","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","109","1061008","1.00","0","0","","Economics","","1"
"62","N/D","SCS1","Deputy Director, Strategy Projects","Flexible project team providing advice on strategy and policy for a secure, cost effective transition to a low carbon economy, and responsible for carbon budget management and implementation of the Climate Change Act","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","0300 060 4000","correspondence@decc.gsi.gov.uk","39","395068","1.00","0","0","","Policy","","1"
"63","N/D","SCS1","Head of DECC Delivery Unit","Improving the likelihood that DECC achieves its objectives through targeted support and challenge to policy and delivery teams. Also coordinate assurance, approvals, performance management, risk reporting and project & programme management across DECC.","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","45","582187","1.00","0","0","","Policy","","1"
"64","N/D","SCS1","Head of Financial Management and Control","Financial Control","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","40","0","1.00","0","0","","Finance","","1"
"65","N/D","SCS1","Head of Modelling","To lead the Modelling team","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","0300 060 4000","correspondence@decc.gsi.gov.uk","43","414966","1.00","0","0","","Policy","","1"
"66","Peter Betts","SCS2","International Climate Change","Leadership of the Government’s overall strategy for international action on climate change, including leading in the UN negotiations and on DECC’s interest in disbursement of climate finance and in wider influencing.","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","76","0","1.00","95000","99999","","Policy","Costs included in post 76","1"
"67","Edmund Hosker","SCS2","Director, International, EU and Energy Security","Responsible for International Energy, EU issues and energy security","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","2","0","1.00","110000","114999","","Policy","Costs included with post 2","1"
"68","N/D","SCS1","Head of European Policy","To develop European Energy Policy","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","67","0","1.00","0","0","","Policy","","1"
"70","N/D","SCS1","Deputy Director, International Climate Policy and Finance","Responsible for international climate finance (including the UK’s International Climate Fund, the Capital Markets Climate Initiative, and long-term sources of finance), and Government policy on EU emissions reduction targets, global carbon markets, international forests, and Monitoring, Reporting & Verification (MRV).","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","66","1128182","1.00","0","0","","Policy","","1"
"71","Eliminated","SCS1","N/A","Government’s overall strategy for international action on climate change, including UN negotiations and DECC’s interest in disbursement of climate finance and in wider influencing.","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","N/A","correspondence@decc.gsi.gov.uk","66","0","1.00","0","0","","Policy","This post has been eliminated","1"
"72","N/D","SCS1","Deputy Programme Director Smart Metering","Rollout and Consumer Engagement","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","97","0","1.00","0","0","","Policy","","1"
"73","N/D","SCS1","Head of URENCO Future Options Team","To review and advise on the future options for the UK’s shareholding in URENCO","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","38","0","0.60","0","0","","Policy","Costs included in post 38","1"
"74","N/D","SCS1","Head of International Negotiations","UK Lead Climate Negotiator/ Head of Climate Negotiations Team","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","66","398896","1.00","0","0","","Policy","","1"
"76","Phil Wynn Owen","SCS3","Director General, International Climate Change and Energy Efficiency","Director General with responsibility to encourage the transition to a low-carbon economy, with help for those who need it most.","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","1","699204","1.00","140000","144999","","Policy","Includes costs of post 66, 80, 81, 109","1"
"77","Eliminated","SCS2","National Climate Change","Working to reduce greenhouse gas emissions from activities in the UK","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","N/A","correspondence@decc.gsi.gov.uk","76","0","1.00","0","0","","Policy","This post has been eliminated","1"
"78","Eliminated","SCS2","Communications","To provide an information service to staff, stakeholders and the public","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","N/A","correspondence@decc.gsi.gov.uk","76","0","1.00","0","0","","Communications","This post has been eliminated","1"
"79","N/D","SCS1","Head of International Climate Change Strategy, Engagement and Analysis","To co-ordinate cross Whitehall strategy on climate change and engagement with other countries (with FCO) and with business and civil society.","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","66","717454","1.00","0","0","","Policy","","1"
"80","Tracy Vegro","SCS2","Director of Household Energy Efficiency","Programme of legislation for the Green Deal and Senior Responsible Officer for the programme, including the development of policy on accreditation, standards, redress and finance.  Procurement of Green Deal oversight and support services and sponsorship for Carbon Trust and Energy Saving Trust.","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","76","0","1.00","80000","84999","","Policy","Costs included in post 76","1"
"81","Daron Walker","SCS2","Smart Meters and Fuel Poverty","Facilitate the transition to low carbon economy through the successful roll out of smart meters to homes and small businesses by 2019, and implementing projects that help more of the lowest income and vulnerable households with the costs of heating their homes.","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","76","0","1.00","80000","84999","","Policy","Costs included in post 76","1"
"82","Eliminated","SCS1","Carbon Budgets","Working to reduce greenhouse gas emissions from activities in the UK","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","N/A","correspondence@decc.gsi.gov.uk","39","0","1.00","0","0","","Policy","This post has been eliminated","1"
"83","N/D","SCS1","Head, Strategy and Delivery, Energy Efficiency Deployment Office","To improve energy efficiency across the UK economy.","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","109","465011","1.00","0","0","","Policy","","1"
"84","Eliminated","SCS1","Head - Fuel Poverty","Fuel Poverty policy","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","N/A","correspondence@decc.gsi.gov.uk","81","0","1.00","0","0","","Policy","This post has been eliminated","1"
"85","N/D","SCS1","Head, Smart Metering Policy and Strategy","Development of strategy and policy on smart metering","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","81","605283","1.00","0","0","","Policy","","1"
"86","N/D","SCS1","Head, Industrial Energy Efficiency","Industrial Energy Efficiency","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","100","1474757","1.00","0","0","","Policy","","1"
"87","Eliminated","SCS1","Acting Head of Renewable Heat Premium Payment","To develop Renewable Heat Premium Payment policy","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","N/A","correspondence@decc.gsi.gov.uk","100","0","1.00","0","0","","Policy","This post has been eliminated","1"
"88","N/D","SCS1","Head of Customer Insight","Customer insight and social research","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","109","462795","1.00","0","0","","Policy","","1"
"89","N/D","SCS1","Head, Renewable Heat Incentive","Responsible for leading the development and implementation of the Renewable Heat Incentive and Renewable Heat Premium Payment","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","100","1108195","1.00","0","0","","Policy","","1"
"90","N/D","SCS1","Head of Corporate Communication","Corporate Communication","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","0300 060 4000","correspondence@decc.gsi.gov.uk","39","1127203","1.00","0","0","","Communications","","1"
"91","N/D","SCS1","Head of News","DECC News","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","0300 060 4000","correspondence@decc.gsi.gov.uk","39","439222","1.00","0","0","","Communications","","1"
"92","N/D","SCS1","Head of Heat Strategy and Policy","Responsible for the Govt’s low carbon heat strategy including policy on heating and cooling in buildings, district and community heating, distributed energy systems and industrial process heat. The team also covers the Standard Assessment Procedure (SAP) measuring building energy performance and Combined Heat and Power (CHP).","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","100","821497","1.00","0","0","","Policy","","1"
"93","Eliminated","SCS1","Corporate Communications","To provide an information service to staff, stakeholders and the public","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","N/A","correspondence@decc.gsi.gov.uk","78","0","1.00","0","0","","Communications","This post has been eliminated","1"
"94","N/D","SCS1","Acting Head of HR Strategy and Change","To ensure that DECC has strategies in place to develop the capability - through both recruiting the right people and developing the right skills - it needs to deliver on its business objectives","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","42","379868","1.00","0","0","","Human Resources","","1"
"95","N/D","SCS1","Head, Strategy and Programme Office - Electricity Markets and Infrastructure","Running the EMI SPO which includes Group strategy and portfolio and performance management, policy coherence across the Group, a flexible resource pool to support pressures across the Group, responsibility DECC's Primary Legislation and Devolution issues and general support for the Director General.","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","2","1026089","1.00","0","0","","Policy","","1"
"96","N/D","SCS1","Head, Institutional Frameworks","> Design and implementation of EMR institutional arrangements; > Implementation of Ofgem Review; > Management of DECC-Ofgem corporate relationship","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","3","772640","1.00","0","0","","Policy","","1"
