"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"13872429","N/D","SCS1","Business Architect Director","Leads on Business Architecture Design, Development & Management, Customer & Stakeholder Management, Requirements Capture & Management, Policy and Initiative Impact Analysis in relation to HSCIC information and data services.","Department of Health","Health and Social Care Information Centre","Information and Analytics Directorate","0845 300 6016","enquiries@hscic.gov.uk","11709577","N/D","1.00","N/A","N/A","","Operational Delivery","","1"
"3498755","N/D","SCS1","Director of App Dev & Support","Leads on systems and service delivery providing full life cycle, professional software development, support and hosting resources to support the NHS and to HSCIC Programmes. Responsible for the delivery of service critical national systems and ensures business continuity of products and services which underpin several key areas of operation within the NHS e.g. cervical and breast screening","Department of Health","Health and Social Care Information Centre","Operations and Assurance Services Directorate","0845 300 6016","enquiries@hscic.gov.uk","14365491","N/D","1.00","N/A","N/A","","Operational Delivery","","1"
"14349231","N/D","SCS1","Programme Director","Leads on the assurance and anonymisation of data from health and social care providers to Commissioning Support Units, local authorities and NHS England, ensuring the protection of patient confidentiality whilst supporting commissioners to do their job of improving outcomes for patients and service users.","Department of Health","Health and Social Care Information Centre","Information and Analytics Directorate","0845 300 6016","enquiries@hscic.gov.uk","11709577","N/D","1.00","N/A","N/A","","Programme and Project Management (PPM)","Postholder out on Secondment","1"
"13221118","N/D","SCS1","Assistant Director of Planning, Performance and Policy","Leads the annual and longer-term business planning processes, ensuring that our annual business plan anticipates and delivers the financial and physical resources to meet the policy and service requirements of the Department of Health and other government departments and research bodies.","Department of Health","Health and Social Care Information Centre","Finance and Corporate Services Directorate","0845 300 6016","enquiries@hscic.gov.uk","T1","N/D","1.00","N/A","N/A","","Operational Delivery","","1"
"13734210","N/D","SCS1","Director of Solutions Assurance","Leads the assurance of quality and safety of national health and social care IT services and the interconnectivity to them – across the NHS and on behalf of its partners.","Department of Health","Health and Social Care Information Centre","Operations and Assurance Services Directorate","0845 300 6016","enquiries@hscic.gov.uk","14365491","N/D","1.00","N/A","N/A","","Operational Delivery","","1"
"15982458","N/D","SCS1","Interim LSP Transformation Director","Leads the delivery of products and services across the health and social care system within the NME region where CSC is the supplier.","Department of Health","Health and Social Care Information Centre","Provider Support Directorate","0845 300 6016","enquiries@hscic.gov.uk","14369254","N/D","1.00","N/A","N/A","","Operational Delivery","","1"
"13626286","N/D","SCS1","Programme Director","Leads the delivery of spine services including the development of the spine, critical national infrastructure faciliting healthcare provision, ensuring high quality services are maintained and enhanced to continue to meet healthcare needs, control of access to patient data and the Personal Demographic Service the national electronic database of NHS patient demographic details enabling patients to be identified easily and accurately by healthcare staff.
enables a patient to be readily identified by healthcare staff quickly and accurately.","Department of Health","Health and Social Care Information Centre","Operations and Assurance Services Directorate","0845 300 6016","enquiries@hscic.gov.uk","14365491","N/D","1.00","N/A","N/A","","Programme and Project Management (PPM)","","1"
"13636170","N/D","SCS1","Programme Director","Leads the deployment and reprocurement of the NHS secure email service and reprocurement of the NHS national network providing broadband and network services","Department of Health","Health and Social Care Information Centre","Programme Delivery Directorate","0845 300 6016","enquiries@hscic.gov.uk","13734161","N/D","1.00","N/A","N/A","","Operational Delivery","","1"
"4836561","N/D","SCS1","Programme Director","Leads the deployment of a number of information technology systems to support effective primary healthcare including GP Systems of Choice and Electronic Prescription Services","Department of Health","Health and Social Care Information Centre","Programme Delivery Directorate","0845 300 6016","enquiries@hscic.gov.uk","13734161","N/D","1.00","N/A","N/A","","Programme and Project Management (PPM)","","1"
"13750241","N/D","SCS1","Portfolio Director","Leads the Portfolio Office which supports the Portfolio Board in overseeing the work being delivered by the HSCIC, ensuring that appropriate approvals for work has been obtained, work is on track and that the necessary controls and governance are in place.","Department of Health","Health and Social Care Information Centre","Finance and Corporate Services Directorate","0845 300 6016","enquiries@hscic.gov.uk","T1","N/D","1.00","N/A","N/A","","Operational Delivery","","1"
"14407232","N/D","SCS1","Programme Director","Manage the development and implementation of the care.data programme","Department of Health","Health and Social Care Information Centre","Information and Analytics Directorate","0845 300 6016","enquiries@hscic.gov.uk","11709577","N/D","0.91","N/A","N/A","","Programme and Project Management (PPM)","","1"
"recruiting","Vacancy","SCS1","Programme Director - Finance Data Services","Overseeing the Commisioning and Finance Data sub-Directorate and working with key stakeholders, including NHS England and Monitor, to develop and implement the strategic plan for future developments of these services.","Department of Health","Health and Social Care Information Centre","Information and Analytics Directorate","0845 300 6016","enquiries@hscic.gov.uk","11709577","N/D","1.00","N/A","N/A","","Operational Delivery","","1"
"13637505","N/D","SCS1","Clinical Safety Officer","Provides clinical assurance to system and service development","Department of Health","Health and Social Care Information Centre","Operations and Assurance Services Directorate","0845 300 6016","enquiries@hscic.gov.uk","14365491","N/D","0.91","N/A","N/A","","Operational Delivery","","1"
"6324910","N/D","SCS1","Statistics Head of Profession","Responsible for assuring the quality and accuracy of statistical information across the HSCIC","Department of Health","Health and Social Care Information Centre","Information and Analytics Directorate","0845 300 6016","enquiries@hscic.gov.uk","11709577","N/D","1.00","N/A","N/A","","Operational Delivery","","1"
"12997067","N/D","SCS1","Director of Business Services & Governance","Responsible for corporate governance and the provision of corporate and infrastructure services supporting the HSCIC","Department of Health","Health and Social Care Information Centre","Finance and Corporate Services Directorate","0845 300 6016","enquiries@hscic.gov.uk","T1","N/D","1.00","N/A","N/A","","Operational Delivery","","1"
"15502984","N/D","SCS1","Director of NHS Choices","Responsible for managing the NHS Choices service","Department of Health","Health and Social Care Information Centre","Programme Delivery Directorate","0845 300 6016","enquiries@hscic.gov.uk","13734161","N/D","1.00","N/A","N/A","","Operational Delivery","","1"
"14458855","N/D","SCS1","Information Analysis Director","Responsible for the collection, analysis and presentation of a range of data and statistical information relating to health and social care, including Hospital Episode Statistics; Clinical Audit Programme and Clinical Analysis (Community and Mental Health, Clinical Indicators and Primary Care).","Department of Health","Health and Social Care Information Centre","Information and Analytics Directorate","0845 300 6016","enquiries@hscic.gov.uk","11709577","N/D","1.00","N/A","N/A","","Operational Delivery","","1"
"15010554","N/D","SCS1","Assistant Director of Finance","Responsible for the management and delivery of high quality finance processes, systems and information","Department of Health","Health and Social Care Information Centre","Finance and Corporate Services Directorate","0845 300 6016","enquiries@hscic.gov.uk","T1","N/D","1.00","N/A","N/A","","Finance","","1"
"recruiting","Vacancy","SCS1","Programme Director – Public Services Network for Health (PSNH)","Responsible for the operation of the current NHS wide area network (N3) and its replacement (PSN for Health).","Department of Health","Health and Social Care Information Centre","Programme Delivery Directorate","0845 300 6016","enquiries@hscic.gov.uk","13734161","N/D","1.00","N/A","N/A","","Operational Delivery","","1"
"recruiting","Vacancy","SCS1","Commercial Director LSP North, Midlands and the East (LSP-NME)","To strengthen the key commercial relationship between HSCIC and its suppliers to support the delivery of the objectives of the LSP programme in the North, Midlands and East.","Department of Health","Health and Social Care Information Centre","Finance and Corporate Services Directorate","0845 300 6016","enquiries@hscic.gov.uk","T1","N/D","1.00","N/A","N/A","","Operational Delivery","","1"
