"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"10737","N/D","SCS1","Deputy Director, Insurance and Savings Team","Responsible for policy on insurance, financial capability, corporate governance and remuneration.","Her Majesty's Treasury","HM Treasury","Insurance and Savings","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19564","547673","1.00","0","0","","Policy","","1"
"10798","N/D","SCS1","Deputy Director, Strategy Planning and Budget","Responsible for Strategy, Planning and Projects","Her Majesty's Treasury","HM Treasury","Strategy,Planning and Projects","020 7270 5760","public.enquiries@hm-treasury.gov.uk","22007","943669","1.00","0","0","","Economics","","1"
"10817","N/D","SCS1","Deputy Director, Banking and Credit Team","Responsible for policy on business and consumer lending, mortgages and funding, retail banking issues, payment services and mutual financial institutions.","Her Majesty's Treasury","HM Treasury","Banking & Credit","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19564","569545","1.00","0","0","","Policy","","1"
"10903","N/D","SCS1","Deputy Director, Defence,Diplomacy and Intelligence","Responsible for Defence,Diplomacy and Intelligence","Her Majesty's Treasury","HM Treasury","Defence Diplomacy & Intelligence","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19617","608642","1.00","0","0","","Policy","","1"
"10918","N/D","SCS1","Deputy Director, Education, Children and Culture","Responsible for oversight of Education, Culture, Media and Sport including Olympics expenditure","Her Majesty's Treasury","HM Treasury","Education, Children and Culture","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19809","594652","1.00","0","0","","Policy","","1"
"10933","N/D","SCS1","Deputy Director, Energy, Environment and Agriculture","Responsible for Energy, Environment and Agriculture","Her Majesty's Treasury","HM Treasury","Energy, Environment and Agriculture","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19618","548033","1.00","0","0","","Policy","","1"
"10971","N/D","SCS1","Deputy Director, General Expenditure Policy","Responsible for General Expenditure Policy/Management Support","Her Majesty's Treasury","HM Treasury","General Expenditure Policy","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19596","804810","1.00","0","0","","Policy","","1"
"10973","N/D","SCS1","Deputy Director, Finance Professionalism","Responsible for  Finance Professionalism","Her Majesty's Treasury","HM Treasury","Office of Head of Government Finance Profession","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19596","546400","0.78","0","0","","Finance","Part-time","1"
"10977","N/D","SCS1","Deputy Director, Data Quality and OSCAR","Responsible for Data Quality and OSCAR","Her Majesty's Treasury","HM Treasury","Data Quality and OSCAR","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19617","759719","1.00","0","0","","Finance","","1"
"11026","N/D","SCS1","Deputy Director, Health","Responsible for oversight of health","Her Majesty's Treasury","HM Treasury","Health","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19809","425507","1.00","0","0","","Economics","","1"
"11060","N/D","SCS1","Deputy Director, Local Government and Regions","Responsible for oversight  for local government expenditure, local growth policy and regional and local briefing","Her Majesty's Treasury","HM Treasury","Local Government & Regions","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19809","413629","1.00","0","0","","Policy","","1"
"11170","N/D","SCS1","Deputy Director, Treasury officer of Accounts","Responsible for Treasury Officer of Accounts","Her Majesty's Treasury","HM Treasury","Treasury Officer of Accounts","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19617","414634","1.00","0","0","","Policy","","1"
"13071","N/D","SCS1","Deputy Director, European Parliament","Responsible for, Overall lead on ongoing and upcoming European Parliament issues.","Her Majesty's Treasury","HM Treasury","European Parliament","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19576","0","1.00","0","0","","Policy","","1"
"13076","N/D","SCS1","Deputy Director, Government Financial Reporting","Responsible for Government Financial Reporting","Her Majesty's Treasury","HM Treasury","Government Financial Reporting","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19596","1020044","1.00","0","0","","Finance","","1"
"13084","Eliminated","SCS1","Deputy Director, Data Quality and OSCAR","Responsible for Project Oscar and Whole of Government Accounts","Her Majesty's Treasury","HM Treasury","Data Quality and Oscar","N/A","public.enquiries@hm-treasury.gov.uk","19617","0","1.00","0","0","","Policy","","1"
"13541","N/D","SCS1","Deputy Director, European Economic Policy","Responsible for European Economic Policy","Her Majesty's Treasury","HM Treasury","European Economic Policy","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19576","725825","1.00","0","0","","Economics","","1"
"13676","N/D","SCS1","Deputy Director, International Tax","Responsible for VAT and  International Excise","Her Majesty's Treasury","HM Treasury","VAT & International Excise","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19535","1255829","1.00","0","0","","Policy","","1"
"14171","N/D","SCS1","Deputy Director, Intervention Strategy and Markets","Responsible for the Intervention Strategy and Markets","Her Majesty's Treasury","HM Treasury","Intervention Strategy and Markets","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19806","271600","1.00","0","0","","Policy","","1"
"14311","N/D","SCS1","Deputy Director, Devolved Countries Unit","Responsible for oversight of Devolved Administrations expenditure","Her Majesty's Treasury","HM Treasury","Devolved Countries","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19617","683476","1.00","0","0","","Policy","","1"
"14487","N/D","SCS1","Deputy Director, Macroeconomic Coordination & Strategy","Responsible for Macroeconomic Coordination & Strategy","Her Majesty's Treasury","HM Treasury","Macroeconomic Coordination & Strategy","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19787","379239","1.00","0","0","","Economics","","1"
"15735","N/D","SCS1","Deputy Director, Equitable Life and Property Tax","Responsible for Equitable Life and Property Tax","Her Majesty's Treasury","HM Treasury","Equitable Life and Property Tax","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19535","466834","1.00","0","0","","Policy","","1"
"15784","N/D","SCS1","Deputy Director, Banking and Financial Sector","Responsible for Banking and Financial Sector Analysis","Her Majesty's Treasury","HM Treasury","Banking & Financial Sector Analysis","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19572","595369","1.00","0","0","","Policy","","1"
"16912","N/D","SCS1","Deputy Director, Securities and Markets","Responsible for Securties and Markets","Her Majesty's Treasury","HM Treasury","Securities & Markets","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19572","590718","1.00","0","0","","Policy","","1"
"16918","N/D","SCS1","Deputy Director, Financial Stability Interventions Management","Responsible for Financial Stability Interventions Management","Her Majesty's Treasury","HM Treasury","Financial Stability Interventions Management","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19591","296415","1.00","0","0","","Finance","","1"
"17876","N/D","SCS1","Deputy Director, Treasury Group Commercial","Responsible for managing supplier relationships and securing value for money in the procurement and commercial management of goods, works and services for the Treasury Group.","Her Majesty's Treasury","HM Treasury","Treasury Group Commercial","020 7270 5760","public.enquiries@hm-treasury.gov.uk","10256","459652","1.00","0","0","","Procurement","","1"
"17974","N/D","SCS1","Deputy Director, Excise and Enterprise Tax","Responsible for policy on social excise duties and tax measures to support investment in and by business","Her Majesty's Treasury","HM Treasury","Excise and Enterprise Tax","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19535","693822","0.80","0","0","","Policy","Part-time","1"
"18847","N/D","SCS1","Deputy Director, Transport Regulation and Competition","Responsible for Transport Regulation and Competition","Her Majesty's Treasury","HM Treasury","Transport Regulation and Competition","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19618","521716","1.00","0","0","","Economics","","1"
"18931","N/D","SCS1","Deputy Director, Corporate Finance, Business, Innovation and Skills","Responsible for Corporate Finance, Business, Innovation and Skills","Her Majesty's Treasury","HM Treasury","Corporate Finance, Business, Innovation & Skills","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19618","651341","1.00","0","0","","Policy","","1"
"19186","N/D","SCS1","Deputy Director, Pensions and Savings Team","Responsible for policy and strategy on state pensions, other support for pensioners, savings and private pensions","Her Majesty's Treasury","HM Treasury","Pensions and Savings Team","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19812","473326","1.00","0","0","","Policy","","1"
"19683","N/D","SCS1","Deputy Director, Group Human Resources","Responsible for Development of HR Policies and Processes including Learning and Development, Health and Safety, Employee Wellbeing","Her Majesty's Treasury","HM Treasury","Group Human Resources","020 7270 5760","public.enquiries@hm-treasury.gov.uk","20724","1247637","1.00","0","0","","Human Resources","","1"
"19736","N/D","SCS1","Deputy Director, Joint Workspace Solutions","Responsible for Managing Business Processes, Systems, Contracts and Service Delivery, ICT and Estates Infrastructure and Sustainability, Information and Knowledge Management, Business Continuity and Departmental Security","Her Majesty's Treasury","HM Treasury","Joint Workplace Solutions","020 7270 5760","public.enquiries@hm-treasury.gov.uk","10256","1925742","1.00","0","0","","Information Technology","","1"
"19790","N/D","SCS1","Deputy Director, Government Economics and Social Research","Responsible for Government Economics and Social Research","Her Majesty's Treasury","HM Treasury","Government Economic & Social Research Unit","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19787","653953","1.00","0","0","","Economics","","1"
"20099","N/D","SCS1","Deputy Director, Corporate Centre Change and Management Team","Responsible for Corporate Centre Change and Management","Her Majesty's Treasury","HM Treasury","Corporate Centre Change and Management Team","020 7270 5760","public.enquiries@hm-treasury.gov.uk","20724","1145695","1.00","0","0","","Policy","","1"
"20238","N/D","SCS1","Deputy Director, Tax administration, Spending and Reform","Responsible for Tax Administration Strategy and Reform","Her Majesty's Treasury","HM Treasury","Tax Administration, Spending and Reform","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19812","491381","1.00","0","0","","Policy","","1"
"20423","N/D","SCS1","Deputy Director, Ministerial Support","Responsible for Ministerial Support","Her Majesty's Treasury","HM Treasury","Ministerial Private Offices","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19678","1638984","1.00","0","0","","Policy","","1"
"20727","N/D","SCS1","Deputy Director, Debt and Reserves Management","Responsible for Debt and Reserves Management","Her Majesty's Treasury","HM Treasury","Debt and Reserves Management","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19806","364721","1.00","0","0","","Policy","","1"
"20914","N/D","SCS1","Deputy Director, Personal Taxation","Responsible for Personal Taxation","Her Majesty's Treasury","HM Treasury","Personal Taxation","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19812","680513","1.00","0","0","","Policy","","1"
"20970","N/D","SCS1","Deputy Director, Financial Stability and ICB Implementation","Responsible for Financial Stability and ICB Implementation","Her Majesty's Treasury","HM Treasury","ICB Implementation Team","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19591","327575","1.00","0","0","","Policy","","1"
"20994","N/D","SCS1","Deputy Director, Labour Markets and Distributional Analysis","Responsible for Labour Markets and Distributional Analysis","Her Majesty's Treasury","HM Treasury","Labour Markets and Distributional Analysis","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19812","516083","1.00","0","0","","Policy","","1"
"21049","N/D","SCS1","Deputy Director, Growth Productivity and Infrastructure Strategy","Responsible for Growth Productivity and Infrastructure","Her Majesty's Treasury","HM Treasury","Growth and Productivity","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19618","680350","1.00","0","0","","Policy","","1"
"21193","N/D","SCS1","Deputy Director, Global Ecomomics, Coordination and Strategy","Responsible for Global Ecomomics, Coordination and Strategy","Her Majesty's Treasury","HM Treasury","Global Economics Coordination Strategy","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19573","503871","0.83","0","0","","Policy","Part-time","1"
"21470","N/D","SCS1","Deputy Director, Communications","Responsible for Communications","Her Majesty's Treasury","HM Treasury","Communications Team","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19678","758061","1.00","0","0","","Policy","","1"
"21488","Eliminated","SCS1","Deputy Director, Data Quality and OSCAR","Responsible for Project Oscar and Whole of Government Accounts","Her Majesty's Treasury","HM Treasury","Data Quality and Oscar","N/A","public.enquiries@hm-treasury.gov.uk","19617","0","0.60","0","0","","Policy","Part-time","1"
"21814","N/D","SCS1","Deputy Director,Public Services","Responsible for Directors Office Public Services","Her Majesty's Treasury","HM Treasury","Directors Office Public Services","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19617","0","1.00","0","0","","Policy","","1"
"21875","N/D","SCS1","Deputy Director, European Institutions and Policy","Responsible for European Economic Reform","Her Majesty's Treasury","HM Treasury","EU Institutions and Policy","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19576","689558","0.97","0","0","","Policy","Part-time","1"
"21893","N/D","SCS1","Deputy Director, Public Service Pension Reform","Responsible for Public Service Pension Reform","Her Majesty's Treasury","HM Treasury","Public Sector Pension Reform Team","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19596","0","0.75","0","0","","Policy","Part-time","1"
"22004","N/D","SCS1","Deputy Director, Budget and Tax Stratery","Responsible for Budget Tax Strategy","Her Majesty's Treasury","HM Treasury","Budget and Tax Strategy","020 7270 5760","public.enquiries@hm-treasury.gov.uk","22007","727821","1.00","0","0","","Policy","","1"
"22016","N/D","SCS1","Deputy Director, Contingency Planning","Responsible for Contingency Planning","Her Majesty's Treasury","HM Treasury","Financial Stability / Contingency Planning","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19591","952288","1.00","0","0","","Policy","","1"
"22043","N/D","SCS1","Deputy Director, Fiscal Policy and Statistics","Responsible for Fiscal Policy and Statistics","Her Majesty's Treasury","HM Treasury","Fiscal Statistics and Policy","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19806","616951","1.00","0","0","","Policy","","1"
"22326","N/D","SCS1","Deputy Director, Housing and Planning","Responsible for Housing and Planning","Her Majesty's Treasury","HM Treasury","Housing and Planning","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19809","421389","1.00","0","0","","Policy","","1"
"22384","N/D","SCS1","Deputy Director, Workforce Pay and Pensions","Responsible for Workforce Pay and Pensions","Her Majesty's Treasury","HM Treasury","Workforce Pay and Pensions Team","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19596","737883","1.00","0","0","","Policy","","1"
"22843","N/D","SCS1","Deputy Director, Financial Services Strategy","Responsible for Financial Services Strategy","Her Majesty's Treasury","HM Treasury","Financial Services Strategy","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19572","585430","1.00","0","0","","Policy","","1"
"22868","N/D","SCS1","Deputy Director, EU Reform","Responsible for setting out overall strategy towards EU reform.","Her Majesty's Treasury","HM Treasury","EU Reform","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19576","0","1.00","0","0","","Policy","","1"
"23053","N/D","SCS1","Deputy Director, Exchequer Funds and Accounts","Responsible for Exchequer Funds and Accounts","Her Majesty's Treasury","HM Treasury","Exchequer Funds and Accounts","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19806","667042","1.00","0","0","","Policy","","1"
