"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"A40","David Hallam","SCS2","Director and UK Envoy, Post-2015 Development Goals","Director and UK Envoy, Post-2015 Development Goals","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A7","315499","1.00","70000","74999","","Policy","","1"
"A41","Pauline Hayes","SCS2","Director - Western Asia Division (Acting)","Director - Western Asia Division (Acting)","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A5","1541237","1.00","70000","74999","","Policy","","1"
"A42","Keith Mackiggan","SCS2","Director - ASCOT (Acting)","Director - ASCOT (Acting)","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A5","1136954","1.00","70000","74999","","Policy","","1"
"A43","Lindy Cameron","SCS2","Director - Middle East, Humanitarian and Conflict","Director - Middle East, Humanitarian and Conflict","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A1","307657","1.00","90000","94999","","Policy","","1"
"A44","Les Campbell","SCS2","Director - Value For Money","Director - Value For Money","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A2","0","1.00","115000","119999","","Finance","","1"
"B38","James Helm","SCS1","Director - Communications","Director ofCommunications","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A2","2109081","1.00","85000","89999","","Communications","","1"
"B41","Charles Agnew","SCS1","Head of Business Solutions Department","Overall management of Information Systems in DFID. Includes Business Analysis, Systems Development, Help Desk and Operations, Technical Change Management and Technical Archicture teams.","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A2","3577511","1.00","75000","79999","","Information Technology","","1"
"B43","Chris Austin","SCS1","Head of Stabilisation Unit (FCO, MOD, DFID) (Acting)","Head of Department","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A43","1535115","1.00","85000","89999","","Policy","","1"
"B44","John Barrett","SCS1","Deputy Director - Research and Evidence","Leading a team of 17 staff with a budget of £134 million to shape and deliver the UK response to the catastrophic floods in 2010, which were the world's largest ever natural disaster.","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A20","0","1.00","70000","74999","","Policy","","1"
"B47","Adrian Blundell","SCS1","Head of Group Operations","Covering Payroll and Pensions, HR Direct, HR Core Support, HR Systems, Security, Health, Work and Wellbeing, UK Estates, Facilities Management and International Operational Sustainability.","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A2","2157668","1.00","70000","74999","","Policy","","1"
"B49","Elizabeth Carriere","SCS1","Head of DFID South Sudan","Senior Managment: Lead the successful delivery of DFID's programmes in Rwanda and Burundi","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B52","Sarah Cooke","SCS1","Head of DFID Bangladesh","Leading DFID's policy work on sustainable & inclusive growth; investment climate reform; food and nutrition security; and poverty & vulnerability including social protection/cash transfers and the post-MDG framework.","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A42","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B54","Richard Dewdney","SCS1","Deputy Director - Africa Region","Western Asia and Stabilisation","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","3683684","1.00","70000","74999","","Policy","","1"
"B56","Marshall Elliott","SCS1","Deputy Director - DFID Tanzania","Head of DFID Tanzania","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","0","1.00","75000","79999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B57","Philip Evans","SCS1","Head of DFID Somalia","Lead the successful delivery of DFID's aid programme in Sierra Leone.","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B58","Alistair Fernie","SCS1","Director - International Finance (Acting)","Lead the DFID Kenya and Somalia team to deliver results in line with the SRP, DFID Business Plan, Kenya and Somalia Operational Plans, and other ministerial priorities in Kenya and Somalia.","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A29","545895","1.00","70000","74999","","Policy","","1"
"B61","Michael Hammond","SCS1","Head of DFID Southern Africa","Head of DFID Zambia","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","0","1.00","75000","79999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B65","Andrea Ledward","SCS1","Deputy Director - Climate and Environment","Head of DFID Ethiopia","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A21","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B68","Mark Mallalieu","SCS1","Head of Office","Head DFID South Sudan","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A41","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B70","Gavin McGillivray","SCS1","Head of DFID Burma","Head of Private Sector Department","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A42","0","1.00","75000","79999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B72","Richard Montgomery","SCS1","Head of DFID Pakistan","Working with partners to reduce poverty and improve lives in Nigeria; leading the DFID country team.","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A41","0","1.00","75000","79999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B73","Dominic O'Neill","SCS1","UK Executive Director to the African Development Bank","Head of Office for Nepal","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","B87","0","1.00","70000","74999","","Policy","","1"
"B77","Christopher Pycroft","SCS1","Head of DFID Democratic Republic of Congo","Head of DFID DRC","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B78","Jane Rintoul","SCS1","Head of DFID Zimbabwe","Responsibility for delivering DFID's programme in Uganda","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B79","Mark Robinson","SCS1","Deputy Director, Chief Professional Officer, Governance, Conflict and Social Development","Overall leadership of the governance, social development, conflict and humanitarian cadres with specific responsibilities for deepening professionalism and strengthening evidence.","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A20","198035","1.00","70000","74999","","Policy","","1"
"B80","Sarah Sanyahumbi","SCS1","Head of DFID Malawi","Head of Office/Country Representative, Malawi","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B86","Sally Taylor","SCS1","Deputy Director - DFID Ghana","Head of DFID Ghana","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","0","1.00","75000","79999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B87","Richard Teuten","SCS1","Head of International Financial Institutions","Head of Department","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A29","914912","1.00","70000","74999","","Policy","","1"
"B89","William Turkington","SCS1","Head of Conflict, Humanitarian and Security Department","Responsible for DFID's development programme with the Government of Pakistan","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A43","4333308","1.00","75000","79999","","Policy","","1"
"B91","Timothy Wheeler","SCS1","Deputy Director, Deputy Chief Scientific Adviser","Deputy Chief Scientific Adviser","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A20","1749277","0.80","0","0","","Policy","","1"
"B93","Matthew Wyatt","SCS1","Head of Syria Crisis Unit","Head of Climate and Environment Group","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A43","1144838","1.00","70000","74999","","Policy","","1"
"B97","Jonathan Ockenden","SCS1","International Financial Institutions","UK Executive Director at EBRD","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A29","0","1.00","65000","69999","","Policy","","1"
"B99","Anna Wechsberg","SCS1","Head of Europe Department (Joint)","Head of Africa Directorate","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A24","734175","0.90","70000","74999","","Policy","","1"
"B100","Annabel Gerry","SCS1","Head of Governance, Open Societies, and Anti-Corruption Department","Lead policy work including: governance, 
anti-corruption, public financial management 
and tax, empowerment and accountability, 
public sector and political governance, human 
rights and rule of law; gender, girls and women.","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A21","2178064","1.00","70000","74999","","Policy","","1"
"B101","Ben Mellor","SCS1","Head of DFID Nigeria","Head of DFID Sudan","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B105","Kevin Mallett","SCS1","Financial Controller","Financial Controller","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A2","1017553","1.00","75000","79999","","Finance","","1"
"B108","Velavan Gnanendran","SCS1","Principal Private Secretary to the Secretary of State","Deputy Director, Top Management Group","Department for International Development","DFID","TMG","0845 300 4100","enquiry@dfid.gov.uk","A1","1086265","1.00","70000","74999","","Policy","","1"
"B109","Anthony Garnett","SCS1","Head of Audit","Head of Audit","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A2","662765","1.00","80000","84999","","Policy","","1"
"B110","Antony Burdon","SCS1","Head of Growth and Resilience","Head of Growth and Resilience","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A21","1546187","1.00","70000","74999","","Policy","","1"
"B111","Barbara Hendrie","SCS1","Deputy Director - Global Partnerships Department","Deputy Director - Global Partnerships Department","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A24","1165707","1.00","70000","74999","","Policy","","1"
"B114","Claire Moran","SCS1","Deputy Director - Professional Cadres","Deputy Director - Professional Cadres","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","B91","1378214","1.00","70000","74999","","Policy","","1"
"B115","Daniel Graymore","SCS1","Head of DFID Uganda","Head of DFID Uganda","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B116","Elizabeth Arthy","SCS1","Head of Europe Department","Head of Europe Department","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A24","524482","0.90","70000","74999","","Policy","","1"
"B117","Ellen Wratten","SCS1","Deputy Director - Policy and Innovation","Deputy Director - Policy and Innovation","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A21","1179948","1.00","75000","79999","","Policy","","1"
"B118","Gail Marzetti","SCS1","Head of DFID Nepal","Head of DFID Nepal","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A42","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B119","George McLaughlin","SCS1","Head of Civil Society Department (Acting)","Head of Civil Society Department (Acting)","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A21","577621","1.00","65000","69999","","Policy","","1"
"B120","Gerard Howe","SCS1","Deputy Director - One HMG Overseas","Deputy Director - One HMG Overseas","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A2","42830","1.00","70000","74999","","Policy","","1"
"B121","Helen Winterton","SCS1","Deputy Director - Middle East and North Africa","Deputy Director - Middle East and North Africa","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A43","2982497","1.00","70000","74999","","Policy","","1"
"B122","Jane Edmondson","SCS1","Head of Human Development","Head of Human Development","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A21","2590166","1.00","70000","74999","","Policy","","1"
"B123","Jennifer Barugh","SCS1","Head of Finance and Corporate Performance","Head of Finance and Corporate Performance","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A2","1666660","1.00","70000","74999","","Finance","","1"
"B124","Joanna Reid","SCS1","Head of DFID Sudan","Head of DFID Sudan","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B125","Jonathan Baxter","SCS1","Head of Higher Education Taskforce Secretariat","Head of Higher Education Taskforce Secretariat","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A20","102680","1.00","70000","74999","","Policy","","1"
"B127","Kevin Quinlan","SCS1","Head of DFID Zambia","Head of DFID Zambia","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B128","Laure Beaufils","SCS1","Senior Adviser, post-MDGs team","Senior Adviser, post-MDGs team","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A42","1331660","1.00","70000","74999","","Policy","","1"
"B129","Lisa Phillips","SCS1","Head of DFID Kenya","Head of DFID Kenya","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B130","Mary Hunt","SCS1","Deputy Director - Asia Region","Deputy Director - Asia Region","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A42","1882258","1.00","70000","74999","","Policy","","1"
"B131","Melanie Robinson","SCS1","Head of DFID Ethiopia","Head of DFID Ethiopia","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A28","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B133","Neil Jackson","SCS1","Chief Statistician","Chief Statistician","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A20","133782","1.00","70000","74999","","Policy","","1"
"B134","Nicholas Ford","SCS1","Head of Procurement & Commercial (Acting)","Head of Procurement & Commercial (Acting)","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A2","1802793","1.00","65000","69999","","Finance","","1"
"B135","Paul Walters","SCS1","Deputy Director - Trade For Development","Deputy Director - Trade For Development","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A24","1658362","1.00","70000","74999","","Policy","","1"
"B136","Penelope Hawkins","SCS1","Head of Evaluation","Head of Evaluation","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A20","690304","1.00","70000","74999","","Policy","","1"
"B137","Pete Vowles","SCS1","Transforming Programme Delivery Co-lead on","Transforming Programme Delivery Co-lead on","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A21","52901","1.00","70000","74999","","Finance","","1"
"B139","Simon McGee","SCS1","Head of News and Press Secretary to the Secretary of State","Head of News and Press Secretary to the Secretary of State","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","B38","0","1.00","85000","89999","","Communications","","1"
"B140","Thomas Wingfield","SCS1","DFID Programme Management Co-lead","DFID Programme Management Co-lead","Department for International Development","DFID","Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","A21","0","1.00","65000","69999","","Finance","","1"
"B142","Alicia Herbert","SCS1","Head of DFID Mozambique","Head of DFID Mozambique","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B143","Alan Tollervey","SCS1","Team Leader","Team Leader","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","B91","781683","1.00","65000","69999","","Policy","","1"
"B150","Rachel Lambert","SCS1","Senior Livelihoods Adviser","Senior Livelihoods Adviser","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","A20","156011","1.00","65000","69999","","Policy","","1"
"B151","Sandra Baldwin","SCS1","Head of DFID Southern Africa (Acting)","Head of DFID Southern Africa (Acting)","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A30","0","1.00","70000","74999","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
"B152","Laura Kelly","SCS1","Head Business Engagement Hub","Head Business Engagement Hub","Department for International Development","DFID","Policy & Global","0845 300 4100","enquiry@dfid.gov.uk","B58","1540328","1.00","70000","74999","","Policy","","1"
"B153","Phillip Marker","SCS1","Deputy Director, DFID India","Deputy Director, DFID India","Department for International Development","DFID","Country Programmes","0845 300 4100","enquiry@dfid.gov.uk","A13","0","1.00","0","0","","Policy","Salary Costs of Reports Withheld on Security Grounds","1"
