"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"DFE-1019","Olivia McLeod","SCS2","Director","Lead on childcare and early years, as joint head (with Ann Gross) of the CSENS policy family which also covers Special Educational Needs and Children’s Services Strategy. Responsible for driving reform across three policy portfolios (1) increasing choice through childcare market reform including childminder agencies, growing the role of schools in providing early education and childcare, and information to parents (2) strengthening quality through early years curriculum and teaching reform, including regulation and pedagogy and (3) improving affordability through early years funding reform, including support to parents and delivery of funded early learning for 2, 3 and 4 year olds.","Department for Education","Department For Education","Childcare, Special Needs and Children’s Services Strategy","0370 000 2288","N/D","DFE-1002","1074068","0.68","90000","94999","","Policy","","1"
"DFE-1137","Peter Mucklow","SCS2","Director","Allocating and securing value for money for £7bn of annual revenue funding to 3300 schools, colleges and training providers for education and training of 16-19 year olds and disabled young people aged 19-25, and to the Skills Funding Agency for Apprenticeships for 16-18 year olds . Leading intervention in failing Sixth Form Colleges and charitable and private providers. Managing programmes to engage disadvantaged 16-18 year olds into education and training including Bursaries, Free Meals, Traineeships, and the Youth Contract. Leading and managing 170 staff in a dispersed delivery organisation in 7 cities across England.","Department for Education","Education Funding Agency","Education Funding Agency","0370 000 2288","N/D","DFE-1136","793242","1.00","90000","94999","","Operational Delivery","","1"
"DFE-1090","Mela Watts","SCS2","Director","Senior Responsible Officer for the Free Schools, University Technical Colleges & Studio Schools programmes - policy development and implementation and for the work of the Due Diligence and Counter Extremism Division.","Department for Education","Department For Education","Free School Group","0370 000 2288","N/D","DFE-1084","418620","1.00","90000","94999","","Policy","","1"
"DFE-1009","Simon Judge","SCS2","Director","Finance Director for the Department. The central finance, estates and commercial teams report to this role, which also has board oversight of IT.","Department for Education","Department For Education","Finance and Commercial Group","0370 000 2288","N/D","DFE-1001","3985552","1.00","95000","99999","","Finance","","1"
"DFE-1016","Paul Kissack","SCS2","Director","Director of Children’s Social Care policy. Responsible for the Government’s reforms to the child protection system and wider policy on safeguarding children; social work reform; performance and improvement of local authority children’s social care services; and policy on children in care, including fostering and residential care reforms.","Department for Education","Department For Education","Childcare, Special Needs and Children’s Services Strategy","0370 000 2288","N/D","DFE-1002","275690","1.00","95000","99999","","Policy","","1"
"DFE-1049","Brian Tytherleigh","SCS2","Director","provide direct support to the Chief Executive of the National College for Teaching and Learning, oversee accountability and performance, and ensure the agency operates and functions as a fully integrated and supportive component of the DfE.","Department for Education","National College","National College","0370 000 2288","N/D","DFE-1015","357981","1.00","95000","99999","","Policy","","1"
"DFE-1181","Ian Todd","SCS2","Director","Chief Executive and Accounting Officer for the Standards and Testing Agency, developing and delivering all National Curriculum assessments up to the end of Key Stage 3.  As Chief Executive, responsible for the corporate performance of the STA and for setting its strategic direction in line with Ministerial priorities.","Department for Education","Standards and Testing Agency","Standards and Testing Agency","0370 000 2288","N/D","DFE-1003","316333","1.00","105000","109999","","Operational Delivery","","1"
"DFE-1014","Tim Leunig","SCS2","Director","Chief Analyst – job share with Donna Ward. As Departmental Chief Scientific Adviser, Tim Leunig provides relevant advice to the department and as part of the Government Chief Scientific Adviser’s group.","Department for Education","Department For Education","Strategic Analysis Research and Policy Impact Group","0370 000 2288","N/D","DFE-1001","56626","0.50","110000","114999","","Programme and Project Management (PPM)","","1"
"DFE-1195","Stephen Meek","SCS2","Director","Director – Policy Profession","Department for Education","Department For Education","Education Standards Directorate","0370 000 2288","N/D","DFE-1001","0","1.00","110000","114999","","Policy","","1"
"DFE-1010","Juliet Chua","SCS2","Director","Director - Closing the Gap Group","Department for Education","Department For Education","Closing The Gap","0370 000 2288","N/D","DFE-1003","504700","0.82","120000","124999","","Policy","","1"
"DFE-1018","Tom Shinner","SCS2","Director","The role include; advising the Secretary of State, the Permanent Secretary and the DfE board on strategy and policy, leading and managing the department’s strategy unit, performance unit, implementation group and policy advisers, leading the department’s strategic and financial planning, including overseeing the DfE’s contribution to HM Treasury spending reviews, assessing the department’s performance, reporting progress to the board and ministers, and ensuring risk is managed effectively, supporting the effective implementation of high-priority initiatives.","Department for Education","Department For Education","Strategy Performance and Private Office Group","0370 000 2288","N/D","DFE-1001","526491","1.00","125000","129999","","Operational Delivery","","1"
"DFE-1135","Mike Green","SCS2","Director","The Director of Capital is part of the EFA’s Senior Team and head of the Capital Directorate which is one of four EFA Directorates. The Director oversees the Directors of the Planning & Funding, Programme Delivery and Efficiency Divisions. The Director ensures the successful delivery of the EFA remit for Capital Programmes and supports the Chief Executive in making the EFA an outstandingly successful vehicle for education transformation by ensuring the effective procurement of educational institutions, in line with the Secretary of State’s vision.","Department for Education","Education Funding Agency","Education Funding Agency","0370 000 2288","N/D","DFE-1136","1810440","1.00","130000","134999","","Operational Delivery","","1"
"DFE-1012","Isabelle Trowler","SCS2","Director","Chief Social Worker for Children and Families","Department for Education","Department For Education","Childcare, Special Needs and Children’s Services Strategy","0370 000 2288","N/D","DFE-1002","0","1.00","130000","134999","","Operational Delivery","","1"
"DFE-1020","Simon Parkes","SCS2","Director","Chief Financial Officer.  Responsible for leading the EFA’s Finance, Assurance and Data and Systems functions to achieve their key priorities – funding education providers in England and ensuring that the money spent by the EFA is properly accounted for by recipients and that they maintain high standards of financial probity with public money.  Providing support to the Accounting Officer and ensuring the EFA secures value for money through developing the Agency’s management information; ensuring that the right information is available at the right time to support the EFA’s strategic decision making.","Department for Education","Education Funding Agency","Education Funding Agency","0370 000 2288","N/D","DFE-1136","2453116","1.00","135000","139999","","Operational Delivery","","1"
"DFE-1007","Frank Green","SCS2","Director","Schools Commissioner","Department for Education","Department For Education","Office of the Schools Commissioner Group","0370 000 2288","N/D","DFE-1084","0","0.80","140000","144999","","Policy","","1"
"DFE-1015","Charlie Taylor","SCS2","Director","The National College for Teaching and Leadership (NCTL) is a new government agency created to enable and support the development of a self-improving, school-led system. The agency was formed from the merger, on 2 April 2013, of the National College for School Leadership and the Teaching Agency. NCTL has two key aims: improving the quality of the education workforce; and helping schools to help each other to improve.","Department for Education","National College","National College","0370 000 2288","N/D","DFE-1003","181612","1.00","140000","144999","","Policy","","1"
"DFE-1026","N/D","SCS1A","Deputy Director","The Director of the Planning & Funding Division oversees the Funding, Assets, Pupil Place Planning, Private Finance, Transaction & Procurement Advice and 16-19 Teams. The Director is responsible for strategic planning, capital allocations, legal and commercial matters, approvals for disposal of school playing fields, Basic Need data, payments for local authorities and capital payments to the Voluntary Aided (VA) sector.","Department for Education","National College","National College","0370 000 2288","N/D","DFE-1049","846366","1.00","N/A","N/A","","Policy","","1"
"DFE-1025","N/D","SCS1A","Deputy Director","Deputy Director, Initial Teacher Training (ITT), National College for Teaching & Leadership (NCTL).","Department for Education","National College","National College","0370 000 2288","N/D","DFE-1021","792235","1.00","N/A","N/A","","Policy","","1"
"DFE-1022","N/D","SCS1A","Deputy Director","Deputy Director, Information Systems and Professionalism Division and Head of Finance Profession. I lead on DfE’s Transactional Shared Services and corporate MI systems which involves managing the current operational arrangements and also a programme to drive out strategic improvement. I also lead on the publication of finance, procurement and workforce MI. As Head of Finance Profession I support all qualified and trainee finance staff in DfE to drive up capability.","Department for Education","Department For Education","Finance and Commercial Group","0370 000 2288","N/D","DFE-1009","2420912","1.00","N/A","N/A","","Finance","","1"
"DFE-1140","N/D","SCS1","Deputy Director","Responsible for the policy framework underpinning the creation and performance of Academies. Policy development around particular non-standard Academies including Special Schools and Alternative Provision. Ownership of the model Funding Agreements, Articles and associated Annexes used by schools converting to Academy status.","Department for Education","Department For Education","System Reform Group","0370 000 2288","N/D","DFE-1086","222303","1.00","N/A","N/A","","Policy","","1"
"DFE-1127","N/D","SCS1","Deputy Director","Responsible for improving financial management in DfE, by providing: decision support, advice and guidance on financial issues to DGs and their directorates.  Provide a conduit between the corporate centre and finance in the business: liaising with the business and Strategy Unit on Spending Reviews; business planning; and efficiencies and savings exercises. To lead an expert centre for governance and finance policy, grants and payments for DfE and as DfE Champion for fraud, error and debt.","Department for Education","Department For Education","Finance and Commercial Group","0370 000 2288","N/D","DFE-1009","1280954","0.86","N/A","N/A","","Finance","","1"
"DFE-1094","N/D","SCS1","Deputy Director","Head of IT Operations. Responsible for the management and delivery of all of the Department’s internal IT systems and services including the desktop, email, filing systems, printing, Videoconferencing and telephony. It is IT Operation's job to ensure that systems are modern, responsive and reliable and that everyone in DFE and its executive agencies has the technology tools they need to do their job and to collaborate effectively with colleagues inside and outside the Department.","Department for Education","Department For Education","Chief Information Officer Group","0370 000 2288","N/D","DFE-1009","2681563","1.00","N/A","N/A","","Information Technology","","1"
"DFE-1082","N/D","SCS1","Deputy Director","Local Area Policy and Performance Division covers: The role of the local authority in education and children’s services and the associated framework of local partnership arrangements. The Department's interest in Community Budgets. Facilitation of stakeholder relations with Local Authorities; The Department's interest in health reforms and the Department's relationship with the Department of Health; Performance Improvement in local authority children's services, including the development of sector led approaches, leadership development and coordination of wider workforce issues; Policy on tackling weak local authority performance. Management of the Department's interventions in poorly performing Local Authorities.","Department for Education","Department For Education","Childcare, Special Needs and Children’s Services Strategy","0370 000 2288","N/D","DFE-1016","1686368","1.00","N/A","N/A","","Policy","","1"
"DFE-1147","N/D","SCS1","Deputy Director","Deputy Director - National College for Teaching and Leadership","Department for Education","National College","National College","0370 000 2288","N/D","DFE-1021","1250382","1.00","N/A","N/A","","Policy","","1"
"DFE-1171","N/D","SCS1","Deputy Director","Leads on Teachers’ Pensions and Deregulation, which includes teachers’ pensions policy and matters relating to reducing bureaucracy, employment law and teacher regulation.","Department for Education","Department For Education","Teachers and Teaching Group","0370 000 2288","N/D","DFE-1017","1115055","1.00","N/A","N/A","","Policy","","1"
"DFE-1032","N/D","SCS1","Deputy Director","This role is responsible for all aspects of delivery relating to EYFSP, KS1 and  KS2 National Curriculum Assessments. This includes the guidance, communications, printing and collation, security, test administration, stakeholder management, data and systems,  marking, return of results to schools by the deadline and all aspects relating to maladministration. The Standards and Testing Agency are mainly split over London and Coventry sites and has about 95 staff.","Department for Education","Standards and Testing Agency","Standards and Testing Agency","0370 000 2288","N/D","DFE-1181","1977829","1.00","N/A","N/A","","Operational Delivery","","1"
"DFE-1056","N/D","SCS1","Deputy Director","Leads School Support and Supply Division, which is responsible for policy on initial teacher training; school leadership and developing system leadership in a self-improving school system;  and managing Departmental relations with the teacher and headteacher unions.","Department for Education","Department For Education","Teachers and Teaching Group","0370 000 2288","N/D","DFE-1017","846950","0.60","N/A","N/A","","Policy","","1"
"DFE-1085","N/D","SCS1","Deputy Director","Joint Head of the Ministerial and Public Communications Division.  The Division supports Ministers by providing replies to send to MPs’ letters and Parliamentary Questions.  The Division responds to correspondence and telephone enquiries from education professionals and members of the public; and handles complaints from parents and others about schools.","Department for Education","Department For Education","Strategy Performance and Private Office Group","0370 000 2288","N/D","DFE-1002","1600082","0.94","N/A","N/A","","Communications","","1"
"DFE-1182","N/D","SCS1","Deputy Director","Deputy Director - early years","Department for Education","Department For Education","Childcare, Special Needs and Children’s Services Strategy","0370 000 2288","N/D","DFE-1006","587789","0.70","N/A","N/A","","Policy","","1"
"DFE-1098","N/D","SCS1","Deputy Director","Deputy Director in the Academies Group: Developing appropriate Academy solutions to transform underperforming schools and working to improve underperforming Academies.","Department for Education","Department For Education","Academies Delivery Group","0370 000 2288","N/D","DFE-1087","1942826","1.00","N/A","N/A","","Policy","","1"
"DFE-1083","N/D","SCS1","Deputy Director","Responsibility for managing the market for Initial Teacher Training (ITT). This involves strategic oversight of the budget to fund ITT training and provide financial support for trainees. Responsible for working with Ofsted on regulating the quality of ITT and on the accreditation of ITT providers and for the collection of a wide range of trainee and labour market data to support the work of the Agency.","Department for Education","National College","National College","0370 000 2288","N/D","DFE-1049","1386205","1.00","N/A","N/A","","Policy","","1"
"DFE-1039","N/D","SCS1","Deputy Director","Deputy Director, Accountability, Assessment and Flexible Resource, ESD, DfE","Department for Education","Department For Education","Assessment, Curriculum and General Qualifications","0370 000 2288","N/D","DFE-1058","1984553","0.81","N/A","N/A","","Policy","","1"
"DFE-1055","N/D","SCS1","Deputy Director","Deputy Director in the Academies Group: Developing appropriate Academy solutions to transform underperforming schools and working to improve underperforming Academies.","Department for Education","Department For Education","Academies Delivery Group","0370 000 2288","N/D","DFE-1087","814078","1.00","N/A","N/A","","Policy","","1"
"DFE-1072","N/D","SCS1","Deputy Director","Academies Group Territory: responsible for open academies in the North including: the provision of accurate, timely funding information to academies, compliance with the Funding Agreement, mangaging enquiries from academies, providing responses to POs/TOs, complaints and general enquiries about academies and risk assessment to identify potential failure of academies. SRO on Communications and Stakeholder Management Sub Programme for the Group.","Department for Education","Education Funding Agency","Education Funding Agency","0370 000 2288","N/D","DFE-1133","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DFE-1053","N/D","SCS1","Deputy Director","Responsible for Young People's Programme service delivery in South West England, the East Midlands and the West Midlands. Ensure delivery of EFA programmes including ESF, Youth Contract; monitor and support local authorities in implementing arrangements for High Needs Student funding; intervene with inadequate providers, supporting replacement of poor provision and filling gaps in provision. National lead for the policy implementation and processes to manage provider failure, to deliver effective intervention to support improvement.","Department for Education","Education Funding Agency","Education Funding Agency","0370 000 2288","N/D","DFE-1137","1156805","1.00","N/A","N/A","","Operational Delivery","","1"
"DFE-1036","N/D","SCS1","Deputy Director","Deputy Director - Finance and Commercial Group","Department for Education","Department For Education","Finance and Commercial Group","0370 000 2288","N/D","DFE-1088","279410","1.00","N/A","N/A","","Finance","","1"
"DFE-1130","N/D","SCS1","Deputy Director","Responsible for: overseeing the Academy delivery process, including the process for determining appropriate Academy solution for underperforming schools, monitoring delivery against budget, and providing a single source of information and knowledge for Academy delivery.","Department for Education","Department For Education","Academies Delivery Group","0370 000 2288","N/D","DFE-1087","1451033","1.00","N/A","N/A","","Policy","","1"
"DFE-1099","N/D","SCS1","Deputy Director","The EFA Young People's  Funding Allocation and  Student  Support Division includes: the design, development, calculation, and allocation of all formula funding for 16-19 participation and for  Learner  Support (Bursaries, Care to Learn, Residential Bursaries, Dance and  Drama Awards). Allocations are  made to all providers delivering to young  people aged 16-19, and 16-25 for those with learning difficulties and disabilities, ( colleges, independent  specialist  colleges, maintained schools, Academies, UTCs, Studio  Schools, Free schools, Maths Schools, voluntary and charitable providers. For voluntary and charitable  providers this  includes reconciliation for  over and  under-delivery.","Department for Education","Education Funding Agency","Education Funding Agency","0370 000 2288","N/D","DFE-1137","2055595","1.00","N/A","N/A","","Operational Delivery","","1"
"DFE-1166","N/D","SCS1","Deputy Director","The Director of International Business is responsible for leading and managing the work of the College’s International Business Unit including: developing and delivering a comprehensive strategy for international business development and income generation; designing innovative products and services that support the development of international markets; developing market entry strategies including forming strategic partnerships and alliances with individual clients, governments and consulting partners.","Department for Education","National College","National College","0370 000 2288","N/D","DFE-1049","163411","1.00","N/A","N/A","","Policy","","1"
"DFE-1157","N/D","SCS1","Deputy Director","This post provides analysis and evidence to all IFD, leading professional analysts from four disciplines (economists / statistician / social researchers / operational researchers). On education funding, this includes financial modelling to allocate funding to LAs for maintained schools and to calculate the budgets for individual Academies. Additionally we model affordability, develop funding methodologies (e.g. Pupil Premium, Fair Funding Formula), and monitor how this funding is budgeted and account for how it is spent. Similar roles exist for post-16 learning routes and for Capital Funding. We also provide statistical analysis to project and plan the rate of Academies expansion; report on Academies’ educational standards; assess demand for Free Schools, UTCs and Studio Schools; and, generate performance indicators for IFD. We articulate the economic rationale for policy reform and explain the value for money in ministerial recommendations. Finally, we provide research evidence review and synthesis, policy evaluation and produce and analyse the Department’s longitudinal data on the lives of young people.","Department for Education","Department For Education","Education Funding Group","0370 000 2288","N/D","DFE-1124","1899402","1.00","N/A","N/A","","Programme and Project Management (PPM)","","1"
"DFE-1196","N/D","SCS1","Deputy Director","I lead a team of lawyers and technical specialists.  We have responsibility for the legal and commercial aspects of the delivery of major capital (non-private finance) programmes; in particular the Free Schools and Priority Schools Programmes.  We also manage and maintain a major contractors (building) framework and are in the process of procuring at least one other regional framework which we will then go on and manage.","Department for Education","Education Funding Agency","Education Funding Agency","0370 000 2288","N/D","DFE-1135","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DFE-1101","N/D","SCS1","Deputy Director","Deputy Director - Finance and Commercial Group","Department for Education","Department For Education","Finance and Commercial Group","0370 000 2288","N/D","DFE-1009","1708483","1.00","N/A","N/A","","Finance","","1"
"DFE-1059","N/D","SCS1","Deputy Director","Deputy Director in the Academies Group: Developing appropriate Academy solutions to transform underperforming schools and working to improve underperforming Free Schools.","Department for Education","Department For Education","Academies Delivery Group","0370 000 2288","N/D","DFE-1087","1204194","1.00","N/A","N/A","","Policy","","1"
"DFE-1144","N/D","SCS1","Deputy Director","To ensure the Secretary of State and Ministers are well supported in all aspects of their roles by the Private Office Department of State function.","Department for Education","Department For Education","Strategy Performance and Private Office Group","0370 000 2288","N/D","DFE-1018","1059130","1.00","N/A","N/A","","Operational Delivery","","1"
"DFE-1150","N/D","SCS1","Deputy Director","Responsible for: policy on international education.  International work includes: managing the DfE's interests in international organisations, including the European Union, OECD and European Schools system; ensuring that policy is informed by international evidence of effective policy and practice; developing strategic partnerships on education with key partner countries as part of the government's wider foreign policy engagement.","Department for Education","Department For Education","Strategic Analysis Research and Policy Impact Group","0370 000 2288","N/D","DFE-1002","535164","1.00","N/A","N/A","","Policy","","1"
"DFE-1188","N/D","SCS1","Deputy Director","My division is responsible for EFA oversight of academies and free schools in London, the South East and the East of England.  This includes providing an efficient and effective service to academies and free schools in processing casework and identifying and intervening with high risk schools.","Department for Education","Education Funding Agency","Education Funding Agency","0370 000 2288","N/D","DFE-1133","1674486","1.00","N/A","N/A","","Operational Delivery","","1"
"DFE-1123","N/D","SCS1","Deputy Director","To lead the Department’s work on  - reporting performance against our key priorities; risk management and governance","Department for Education","Department For Education","Strategy Performance and Private Office Group","0370 000 2288","N/D","DFE-1018","335873","1.00","N/A","N/A","","Operational Delivery","","1"
"DFE-1040","N/D","SCS1","Deputy Director","Leads Teacher Quality Division which is responsible for teachers' pay and conditions reform, the policy on teachers' development and the implementation of the review of teacher quality policy.","Department for Education","Department For Education","Teachers and Teaching Group","0370 000 2288","N/D","DFE-1017","1069200","1.00","N/A","N/A","","Policy","","1"
"DFE-1186","N/D","SCS1","Deputy Director","Deputy Director - Human Resources Strategy Division","Department for Education","Department For Education","People and Change Group","0370 000 2288","N/D","DFE-1011","1090894","0.83","N/A","N/A","","Human Resources","","1"
"DFE-1031","N/D","SCS1","Deputy Director","Deputy Director, Risk Analysis with the Education Funding Agency","Department for Education","Department For Education","Finance and Commercial Group","0370 000 2288","N/D","DFE-1009","240530","1.00","N/A","N/A","","Finance","","1"
"DFE-1183","N/D","SCS1","Deputy Director","Head of Standards Division, with responsibility for policy on English, mathematics, science, computing and design and technology from age 5-19, including their curricula, qualification subject contents, and dedicated support to schools, colleges and teachers; education technology; the overview of the National Curriculum; and Year 7 catch-up support in literacy and numeracy.","Department for Education","Department For Education","Assessment, Curriculum and General Qualifications","0370 000 2288","N/D","DFE-1005","956037","1.00","N/A","N/A","","Policy","","1"
"DFE-1043","N/D","SCS1","Deputy Director","Deputy Director within the Education Funding Group","Department for Education","Department For Education","Education Funding Group","0370 000 2288","N/D","DFE-1124","934520","1.00","N/A","N/A","","Policy","","1"
"DFE-1042","N/D","SCS1","Deputy Director","DD Finance and Commercial Group","Department for Education","Department For Education","Finance and Commercial Group","0370 000 2288","N/D","DFE-1009","1294040","1.00","N/A","N/A","","Finance","","1"
"DFE-1111","N/D","SCS1","Deputy Director","On behalf of the DfE, leading the Education Data Division on the collection, quality assurance, management and dissemination of school and local authority data and publishing Schools Performance Tables that inform policy development, and drive accountability and parental choice. The Division also provides a range of data to DfE colleagues for funding allocations. Leading a new data transformation programme to modernise and rationalise the way DfE will collect, manage and disseminate data from schools and local authorities in the future. As Head of Profession for Statistics deals with statistical issues as they arise and ensure compliance with Code of Practice for Official Statistics.","Department for Education","Department For Education","Systems and Accountability","0370 000 2288","N/D","DFE-1058","3914324","1.00","N/A","N/A","","Policy","","1"
"DFE-1081","N/D","SCS1","Deputy Director","Deputy Director for Free Schools Capital (North).  Responsible for the securing and transforming suitable sites to enable Free Schools in the North East, North West, Yorkshire and Humberside, the Midlands and the East of England to open.","Department for Education","Education Funding Agency","Education Funding Agency","0370 000 2288","N/D","DFE-1192","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DFE-1179","N/D","SCS1","Deputy Director","Provide a centralised end to end finance function on spend for the divisions and groups across both IFD and ESD as well as first line support to them on all RM systems related issues on finance. Manage the department’s financial interface with EFA on their funding, lead on business planning, supporting budget managers and provide advice/guidance and the point of contact on governance and financial issues for IFD.","Department for Education","Department For Education","Finance and Commercial Group","0370 000 2288","N/D","DFE-1088","0","1.00","N/A","N/A","","Finance","","1"
"DFE-1185","N/D","SCS1","Deputy Director","Deputy Director, Early Years","Department for Education","Department For Education","Childcare, Special Needs and Children’s Services Strategy","0370 000 2288","N/D","DFE-1019","0","1.00","N/A","N/A","","Policy","","1"
"DFE-1033","N/D","SCS1","Deputy Director","Responsible for improving behaviour and attendance in schools, including legislation/policy on: 1. Teachers' powers to discipline pupils.
2. Helping schools to manage behaviour more effectively. 3. Measures to prevent and tackle bullying in schools. 4. Exclusions (expulsions and suspensions) 5. The quality of alternative provisions for excluded children and others without a school place.
6. Improving attendance at schools. 7. Reducing the number of children missing education altogether. 8. Penalty notices, parenting contracts or orders and other ""Parental responsibility measures"".","Department for Education","Department For Education","Closing The Gap","0370 000 2288","N/D","DFE-1010","1000723","1.00","N/A","N/A","","Policy","","1"
