Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,VAT Included,Invoice Description,Postal Code,Supplier Type,Contract Number,Project Code,Expenditure Type
Crown Prosecution Service,Crown Prosecution Service,06/10/2016,Ordinary Witness Expenses,North West Area,Clarity Travel Management,1716140,"1,422.05",,19/09/2016-25/09/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,06/10/2016,Ordinary Witness Expenses,South East Area,Clarity Travel Management,1716140,"6,908.77",,19/09/2016-25/09/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,06/10/2016,Ordinary Witness Expenses,South West Area,Clarity Travel Management,1716140,"1,101.69",,19/09/2016-25/09/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,06/10/2016,Ordinary Witness Expenses,Specialist Fraud Division,Clarity Travel Management,1716140,352.50,,19/09/2016-25/09/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,06/10/2016,Ordinary Witness Expenses,Thames and Chiltern Area,Clarity Travel Management,1716140,"3,440.94",,19/09/2016-25/09/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,06/10/2016,Ordinary Witness Expenses,Wessex Area,Clarity Travel Management,1716140,"1,836.36",,19/09/2016-25/09/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,06/10/2016,Ordinary Witness Expenses,West Midlands Area,Clarity Travel Management,1716140,841.79,,19/09/2016-25/09/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,06/10/2016,Ordinary Witness Expenses,Yorkshire and Humberside Area,Clarity Travel Management,1716140,"1,000.25",,19/09/2016-25/09/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,06/10/2016,Computer Services,Corporate,Level 3 Communications UK Limited,5050772,"115,710.26",,NC01652827,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,06/10/2016,Computer Services,Corporate,CGI IT UK Ltd,5050775,"27,227.88",,NC01737658,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,07/10/2016,Computer Services,Corporate,Level 3 Communications UK Limited,5050786,"128,571.64",,NC01652827,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,07/10/2016,Data Communications,Business Information Sys Dir,Vodafone Ltd formerly Cable and Wireless Milton Keynes,5050808,"30,983.53",,NC01657612,MK3 5JP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,07/10/2016,Computer Services,Business Information Sys Dir,Rational Commerce Ltd London,5050782,"34,692.00",,NC01792333,SE4 1QB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/10/2016,Crown Court Very High Cost Cases,East Midlands Area,Langdale Adrian ,1717167,"25,089.11",Y,3713803678,WC1R 4BS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/10/2016,Transcriptions And Translation,Corporate,Wordwave International Ltd,5050859,"54,815.11",,NC01705208,EC4A 2DY,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/10/2016,Computer Services,Corporate,Level 3 Communications UK Limited,5050851,"30,900.67",,NC01652827,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,11/10/2016,Crown Court Graduated Fee Scheme,East Midlands Area,Harbage William ,1717983,"31,250.68",Y,3761802798,WC1R 4JH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,11/10/2016,Crown Court Very High Cost Cases,Cymru/Wales Area,Laws Eleanor ,1717834,"47,018.40",Y,6062801231,EC4R 0EU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,11/10/2016,New Works,Corporate,Europa Facilities Management Ltd Manchester,5050871,"30,572.51",,NC01771493,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,11/10/2016,Legal Professional Services Advice,Corporate,Government Legal Department,5050861,"69,921.64",,310816,WC2B 4TS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,11/10/2016,Legal Professional Services Advice,Corporate,Government Legal Department,5050861,"9,576.88",,310816,WC2B 4TS,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,11/10/2016,Logica contract,Corporate,CGI IT UK Ltd,5050874,"25,000.00",,CCR6244 Advanced Threat  Detection Service,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,11/10/2016,Transcriptions And Translation,Corporate,Mendip Media Group Ltd Tiverton,5050887,"38,038.98",,NC01705203,EX2 5AZ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,12/10/2016,Crown Court Graduated Fee Scheme,Wessex Area,Haggan Nicholas ,1718478,"26,875.24",Y,4908801853,SO15 2FE,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,12/10/2016,Crown Court Graduated Fee Scheme,East of England Area,Radcliffe Andrew ,1718698,"48,591.73",Y,4344803109,EC4Y 7BH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,12/10/2016,Crown Court Very High Cost Cases,London,Brown Edward Francis Trevenen ,1718460,"40,542.00",Y,6250800968,EC4R 0EU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,12/10/2016,Crown Court Graduated Fee Scheme,North West Area,Rodikis Joanna ,1718646,"43,194.60",Y,2523800118,M3 4DJ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,12/10/2016,Crown Court Graduated Fee Scheme,London,Karmy-Jones Riel ,1718455,"30,559.30",Y,6250802043,EC4A 3EB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,12/10/2016,Crown Court Graduated Fee Scheme,East Midlands Area,Horne James ,1718200,"26,733.31",Y,3713805070,NG1 1HF,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,13/10/2016,Crown Court Very High Cost Cases,Specialist Fraud Division,Watson Hal ,1719131,"25,116.06",Y,7503801135,LS1 2SP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,13/10/2016,Electricity,Corporate,EDF Energy,5050942,"9,913.25",,Rose Court Sep 2016,PL3 5XQ,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,13/10/2016,Electricity,Corporate,EDF Energy,5050942,"29,739.76",,Rose Court Sep 2016,PL3 5XQ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,13/10/2016,Logica contract,Business Information Sys Dir,CGI IT UK Ltd,5050928,"31,134.84",,CCR6432 EMS-DCS Interface Jul-Aug 2016,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/10/2016,Crown Court Graduated Fee Scheme,East Midlands Area,Cox Jonathan ,1719710,"37,340.42",Y,3713798036,WC1R 4JH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/10/2016,Logica contract,Finance Directorate,CGI IT UK Ltd,5050952,"39,140.00",,CPS FARMS service invoice Sept 2016,RG2 6UA,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,17/10/2016,Crown Court Graduated Fee Scheme,East of England Area,Milliken-Smith M ,1720158,"25,300.21",Y,4309806865,WC1R 4BU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/10/2016,Crown Court Graduated Fee Scheme,East of England Area,Dummett Emily ,1720086,"26,606.84",Y,4344799387,EC4Y 7BH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/10/2016,Computer Services,Corporate,Vodafone Ltd formerly Cable and Wireless Milton Keynes,5051002,"47,112.67",,Jul-Sep 2016,MK3 5JP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/10/2016,Logica contract,Corporate,CGI IT UK Ltd,5051006,"42,496.21",,CCR Unitary charges Sep 2016,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/10/2016,Crown Court Graduated Fee Scheme,Yorkshire and Humberside Area,Roberts Tim ,1720644,"32,260.63",Y,2854807257,TS1 2RQ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/10/2016,Logica contract,Business Information Sys Dir,CGI IT UK Ltd,5051049,"121,296.12",,010516-300616,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/10/2016,Logica contract,Business Information Sys Dir,CGI IT UK Ltd,5051049,"121,073.64",,010616-310716,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/10/2016,Logica contract,Business Information Sys Dir,CGI IT UK Ltd,5051049,"103,206.31",,010816-300916,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/10/2016,Logica contract,Business Information Sys Dir,CGI IT UK Ltd,5051049,"89,136.83",,CCR10082-CMS to C21 data exchange - Sept 2016,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/10/2016,Crown Court Graduated Fee Scheme,Yorkshire and Humberside Area,Gordon David ,1721582,"28,067.52",Y,2856807382,LS1 2LW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/10/2016,Computer Services,Corporate,CDW Limited London,5051061,"445,104.30",,NC01792851,EC4M 7RB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Transcriptions And Translation,Corporate,AVR Transcription Ltd Bolton,5051104,"110,445.00",,NC01705200,BL6 6HG,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Courier Services,Human Resource Directorate,Clarity Travel Management,5051094,370.22,,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Night Subsistence,Business Information Sys Dir,Clarity Travel Management,5051094,4.95,,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Night Subsistence,Business Information Sys Dir,Clarity Travel Management,5051094,413.15,,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Night Subsistence,Director/Chief Executive,Clarity Travel Management,5051094,"1,082.56",,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Night Subsistence,Finance Directorate,Clarity Travel Management,5051094,921.63,,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Night Subsistence,Finance Directorate,Clarity Travel Management,5051094,445.53,,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Night Subsistence,Human Resource Directorate,Clarity Travel Management,5051094,"2,757.80",,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Night Subsistence,Human Resource Directorate,Clarity Travel Management,5051094,103.05,,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Night Subsistence,Operations Directorate,Clarity Travel Management,5051094,"2,797.65",,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Night Subsistence,Operations Directorate,Clarity Travel Management,5051094,"2,638.20",,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Overseas Travel,Director/Chief Executive,Clarity Travel Management,5051094,"8,834.10",,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Travel (other than Business Rate Mileage),Business Information Sys Dir,Clarity Travel Management,5051094,"1,519.00",,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Travel (other than Business Rate Mileage),Business Information Sys Dir,Clarity Travel Management,5051094,436.30,,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Travel (other than Business Rate Mileage),Corporate,Clarity Travel Management,5051094,-101.80,,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Travel (other than Business Rate Mileage),Corporate,Clarity Travel Management,5051094,83.50,,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Travel (other than Business Rate Mileage),Director/Chief Executive,Clarity Travel Management,5051094,703.20,,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Travel (other than Business Rate Mileage),Finance Directorate,Clarity Travel Management,5051094,"1,198.80",,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Travel (other than Business Rate Mileage),Finance Directorate,Clarity Travel Management,5051094,687.65,,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Travel (other than Business Rate Mileage),Human Resource Directorate,Clarity Travel Management,5051094,"3,330.00",,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Travel (other than Business Rate Mileage),Human Resource Directorate,Clarity Travel Management,5051094,170.00,,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Travel (other than Business Rate Mileage),Operations Directorate,Clarity Travel Management,5051094,"5,851.10",,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Travel (other than Business Rate Mileage),Operations Directorate,Clarity Travel Management,5051094,"6,114.20",,03-09/10/2016,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Computer Services,Corporate,Level 3 Communications UK Limited,5051093,"49,536.00",,NC01708601,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Contractor/Service (Contract Management) - Global Crossing,Corporate,Level 3 Communications UK Limited,5051093,"56,965.33",,NC01727703,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,20/10/2016,Computer Services,Business Information Sys Dir,Midland HR Nottingham,5051111,"25,298.33",,Software rental 01/07-30/09/2016,NG11 6LL,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Crown Court Graduated Fee Scheme,Thames and Chiltern Area,Price John ,1722619,"34,012.74",Y,5121808224,WC2R 3AA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Crown Court Graduated Fee Scheme,East Midlands Area,Peet Andrew ,1722579,"50,793.78",Y,3761810797,LE2 4QP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Crown Court Graduated Fee Scheme,Specialist Fraud Division,Dixon David ,1722207,"28,479.42",Y,7503810287,LS1 2LW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,Corporate,Clarity Travel Management,1722202,-221.00,,WItness Travel Various 03/10/2016-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,Cymru/Wales Area,Clarity Travel Management,1722202,"1,709.40",,WItness Travel Various 03/10/2016-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,Cymru/Wales Area,Clarity Travel Management,1722202,"1,380.15",,Witness Travel Various 10/10/16-16/10/16,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,East Midlands Area,Clarity Travel Management,1722202,897.20,,WItness Travel Various 03/10/2016-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,East Midlands Area,Clarity Travel Management,1722202,972.89,,Witness Travel Various 10/10/16-16/10/16,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,East of England Area,Clarity Travel Management,1722202,647.20,,WItness Travel Various 03/10/2016-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,East of England Area,Clarity Travel Management,1722202,"1,405.90",,Witness Travel Various 10/10/16-16/10/16,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,London,Clarity Travel Management,1722202,"8,340.97",,WItness Travel Various 03/10/2016-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,London,Clarity Travel Management,1722202,"5,351.70",,Witness Travel Various 10/10/16-16/10/16,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,Merseyside and Cheshire Area,Clarity Travel Management,1722202,"1,742.62",,WItness Travel Various 03/10/2016-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,Merseyside and Cheshire Area,Clarity Travel Management,1722202,-29.85,,Witness Travel Various 10/10/16-16/10/16,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,North East Area,Clarity Travel Management,1722202,133.60,,WItness Travel Various 03/10/2016-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,North East Area,Clarity Travel Management,1722202,674.21,,Witness Travel Various 10/10/16-16/10/16,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,North West Area,Clarity Travel Management,1722202,554.45,,WItness Travel Various 03/10/2016-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,North West Area,Clarity Travel Management,1722202,853.28,,Witness Travel Various 10/10/16-16/10/16,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,South East Area,Clarity Travel Management,1722202,"2,705.92",,WItness Travel Various 03/10/2016-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,South East Area,Clarity Travel Management,1722202,"3,884.45",,Witness Travel Various 10/10/16-16/10/16,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,South West Area,Clarity Travel Management,1722202,"2,151.01",,WItness Travel Various 03/10/2016-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,South West Area,Clarity Travel Management,1722202,"1,131.58",,Witness Travel Various 10/10/16-16/10/16,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,Special Crime Division,Clarity Travel Management,1722202,144.66,,WItness Travel Various 03/10/2016-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,Special Crime Division,Clarity Travel Management,1722202,528.50,,Witness Travel Various 10/10/16-16/10/16,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,Specialist Fraud Division,Clarity Travel Management,1722202,849.81,,WItness Travel Various 03/10/2016-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,Specialist Fraud Division,Clarity Travel Management,1722202,"1,868.41",,Witness Travel Various 10/10/16-16/10/16,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,Thames and Chiltern Area,Clarity Travel Management,1722202,"2,615.75",,WItness Travel Various 03/10/2016-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,Thames and Chiltern Area,Clarity Travel Management,1722202,"2,256.70",,Witness Travel Various 10/10/16-16/10/16,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,Wessex Area,Clarity Travel Management,1722202,829.80,,WItness Travel Various 03/10/2016-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,Wessex Area,Clarity Travel Management,1722202,"2,003.61",,Witness Travel Various 10/10/16-16/10/16,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,West Midlands Area,Clarity Travel Management,1722202,"2,185.36",,WItness Travel Various 03/10/2016-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,West Midlands Area,Clarity Travel Management,1722202,"2,129.79",,Witness Travel Various 10/10/16-16/10/16,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,Yorkshire and Humberside Area,Clarity Travel Management,1722202,"2,233.64",,WItness Travel Various 03/10/2016-09/10/2016,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Ordinary Witness Expenses,Yorkshire and Humberside Area,Clarity Travel Management,1722202,"1,954.02",,Witness Travel Various 10/10/16-16/10/16,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Computer Services,Corporate,ProBrand Birmingham,5051128,"25,152.43",,NC01804676,B1 3BP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Reprographics - Other Costs,Corporate,Xerox (UK) Ltd,5051133,"5,691.30",,010316-310316,UB8 1HS,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Reprographics - Other Costs,Corporate,Xerox (UK) Ltd,5051133,"17,073.93",,010316-310316,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Reprographics - Other Costs,Proceeds of Crime,Xerox (UK) Ltd,5051133,408.50,,010316-310316,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Reprographics - Other Costs,Special Crime Division,Xerox (UK) Ltd,5051133,"4,457.60",,010316-310316,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Reprographics - Other Costs,Specialist Fraud Division,Xerox (UK) Ltd,5051133,"2,606.39",,010316-310316,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Contractor/Service (Contract Management) - Global Crossing,Organised Crime Division,Foreign And Commonwealth Office,5051141,"1,390.15",,"Recharges Paris, Athens, etc",MK10 1PX,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Individual Learner Accounts,Organised Crime Division,Foreign And Commonwealth Office,5051141,336.24,,"Recharges Paris, Athens, etc",MK10 1PX,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Other Expenses,Organised Crime Division,Foreign And Commonwealth Office,5051141,281.73,,"Recharges Paris, Athens, etc",MK10 1PX,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/10/2016,Other Staff Costs,Organised Crime Division,Foreign And Commonwealth Office,5051141,76.55,,"Recharges Paris, Athens, etc",MK10 1PX,Not available,Not available,Not available,Programme
